village_code,village_name,subdistrict,latitude,longitude,pct_forest,pct_barren_uncultivable,pct_pastures,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,aspect_deg_EXTERNAL_TOFILL,geology_lithology_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,lineament_density_EXTERNAL_TOFILL,geomorphology_class_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,historical_landslide_present_EXTERNAL_TOFILL,landslide_susceptibility_score_TARGET,slope_radians,landslide_exposure,slope_risk_class,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,geo_area_ha,pct_net_sown,irrigation_coverage_pct,road_connectivity_score,drainage_quality_score,nearest_town_dist_km,slope_x_lineament,slope_x_rain,elevation_x_slope,drainage_x_slope,bare_slope_risk,forest_protection,rain_per_slope
521061,Darapura,Padra,22.228044,73.106676,0.0,0.49,0.24,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1075.0,0.0,0,0.572,0.196349540849362,572.0,Gentle,3032.0,666.0,15.2,7.431,408.0,80.49,90.91,2,1,3.0,11.25,12093.75,984.375,0.0,5.5125,0.0,94.7136563876652
521060,Patod,Padra,22.225549,73.120499,0.0,0.78,1.55,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.573,0.196349540849362,573.0,Gentle,2479.0,532.0,16.9,4.851,511.0,87.18,2.45,2,1,3.0,11.25,12174.75,984.375,0.0,8.775,0.0,95.34801762114539
521055,Narsipura,Padra,22.229941,72.973697,0.0,10.49,1.12,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616,0.22776546738526,616.0,Gentle,3447.0,729.0,0.52,12.91,267.0,82.77,88.24,2,1,14.0,14.876999999999999,14287.14,1272.375,0.01305,136.89450000000002,0.0,83.25475285171102
521056,Dhobikuwa,Padra,22.22517,73.002439,0.0,0.0,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1091.2,0.05,0,0.626,0.2356194490192344,626.0,Gentle,3392.0,710.0,0.18,17.218,197.0,90.86,72.07,2,1,9.0,15.93,14731.2,1350.0,0.675,0.0,0.0,80.23529411764706
521063,Latipura,Padra,22.222343,73.058454,0.0,0.27,0.53,92.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.606,0.2199114857512855,606.0,Gentle,2702.0,592.0,20.91,7.72,350.0,84.49,78.48,2,1,3.0,13.986,13771.8,1165.5,0.0126,3.402,0.0,86.06299212598425
521062,Ghayaj,Padra,22.219221,73.082331,1.35,1.48,2.96,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.592,0.212057504117311,592.0,Gentle,2667.0,594.0,25.12,3.614,738.0,86.68,83.85,3,1,2.0,13.0005,13192.47,1123.875,0.012150000000000001,17.982,0.11020408163265306,88.63673469387754
521054,Somjipura,Padra,22.215018,72.968122,0.0,0.4,3.17,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1096.6,0.05,0,0.627,0.2356194490192344,627.0,Gentle,2480.0,518.0,1.25,9.841,252.0,87.7,89.14,2,1,14.0,15.93,14804.099999999999,1350.0,0.675,5.4,0.0,80.63235294117646
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,13.19,0.0,6.73,90.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1071.4,0.001,0,0.552,0.196349540849362,552.0,Gentle,7027.0,1480.0,2.8,6.394,1099.0,59.6,65.65,3,2,12.0,11.25,12053.250000000002,1012.5,0.01125,0.0,1.162114537444934,94.39647577092512
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,0.0,0.18,2.28,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.638,0.2434734306532089,638.0,Gentle,4608.0,937.0,26.41,8.845,521.0,57.27,30.58,2,2,6.0,17.019,15322.68,1429.875,0.013949999999999999,2.5109999999999997,0.0,78.1779359430605
519825,Rayaka,Vadodara Rural,22.439928,73.10356,5.03,10.05,0.0,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.586,0.212057504117311,586.0,Gentle,1981.0,361.0,6.71,3.329,595.0,71.69,35.05,3,2,20.0,13.0005,13126.86,1154.25,0.012150000000000001,122.10750000000002,0.4106122448979592,88.19591836734695
519826,Sankarda,Vadodara Rural,22.433457,73.127512,6.12,2.99,4.9,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.585,0.212057504117311,585.0,Gentle,7460.0,1472.0,5.12,10.163,734.0,84.76,72.23,2,2,14.0,13.0005,13148.730000000001,1123.875,0.012150000000000001,36.328500000000005,0.4995918367346939,88.34285714285714
519828,Sokhda,Vadodara Rural,22.424976,73.16211,0.0,0.23,0.7,95.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1087.6,0.002,0,0.585,0.2042035224833365,585.0,Gentle,12610.0,2454.0,10.06,10.686,1180.0,78.83,39.64,2,1,8.0,12.168,12724.919999999998,1111.5,0.0234,2.691,0.0,92.16949152542372
519829,Padmala,Vadodara Rural,22.415159,73.132252,0.0,5.9,5.9,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.605,0.2199114857512855,605.0,Gentle,5446.0,1059.0,10.72,7.836,695.0,77.7,83.33,3,2,18.0,13.986,13658.4,1197.0,0.0126,74.34,0.0,85.35433070866142
519832,Ajod,Vadodara Rural,22.40144,73.158016,0.0,0.0,4.37,100.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.286,0.0034906585039886,286.0,Flat,2661.0,526.0,16.27,6.554,406.0,75.41,45.29,2,2,20.0,0.024,170.0,20.0,0.0002,0.0,0.0,2833.333333333333
519831,Anagadh,Vadodara Rural,22.373755,73.080302,12.5,2.02,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.578,0.212057504117311,578.0,Gentle,14780.0,2815.0,3.83,12.999,1137.0,56.69,89.29,2,2,6.0,13.0005,13389.300000000001,1123.875,0.012150000000000001,24.543,1.0204081632653061,89.95918367346938
519836,Dhanora,Vadodara Rural,22.379574,73.097867,0.0,7.64,6.37,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.586,0.2042035224833365,586.0,Gentle,4006.0,864.0,7.16,10.711,374.0,79.62,14.0,2,2,5.0,12.168,12830.219999999998,1053.0,0.0117,89.38799999999999,0.0,92.9322033898305
519837,Kotna,Vadodara Rural,22.359605,73.058884,0.0,15.5,4.84,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.596,0.212057504117311,596.0,Gentle,2902.0,594.0,0.48,7.01,414.0,60.53,60.8,2,2,8.0,13.0005,13301.82,1123.875,0.012150000000000001,188.32500000000002,0.0,89.37142857142857
519848,Khanpur,Vadodara Rural,22.318836,73.118396,0.0,0.47,8.45,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.286,0.0034906585039886,286.0,Flat,1466.0,304.0,13.17,7.596,193.0,64.79,43.48,3,2,12.0,0.024,170.0,5.0,0.0002,0.094,0.0,2833.333333333333
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,10.85,0.0,0.0,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.631,0.2513274122871834,631.0,Gentle,9464.0,1841.0,4.21,7.663,1235.0,68.91,91.66,3,2,13.0,18.0,15739.2,1512.0,0.014400000000000001,0.0,0.7482758620689655,75.37931034482759
519859,Chapad,Vadodara Rural,22.229309,73.156898,0.0,0.0,9.07,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.605,0.2199114857512855,605.0,Gentle,2419.0,530.0,26.0,4.877,496.0,87.1,45.14,2,2,7.0,13.986,13703.759999999998,1197.0,0.0126,0.0,0.0,85.63779527559055
519846,Ampad,Vadodara Rural,22.303464,73.085825,0.0,0.0,3.16,90.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.597,0.212057504117311,597.0,Gentle,1610.0,296.0,2.8,3.508,459.0,90.07,57.64,2,2,7.0,13.0005,13411.17,1093.5,0.012150000000000001,0.0,0.0,90.10612244897959
519847,Mahapura,Vadodara Rural,22.302753,73.103757,0.0,0.0,0.0,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1087.6,0.0,0,0.637,0.2434734306532089,637.0,Gentle,1601.0,268.0,4.62,12.315,130.0,90.77,84.75,2,2,8.0,17.019,15172.019999999999,1429.875,0.0,0.0,0.0,77.40925266903915
519845,Hinglot,Vadodara Rural,22.293659,73.078092,0.0,0.0,2.2,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616,0.22776546738526,616.0,Gentle,1057.0,206.0,1.7,3.872,273.0,86.81,50.63,2,2,5.0,14.876999999999999,14287.14,1272.375,0.01305,0.0,0.0,83.25475285171102
519851,Raypura,Vadodara Rural,22.279864,73.09255,0.0,10.96,1.1,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.605,0.2199114857512855,605.0,Gentle,5619.0,1085.0,0.61,12.514,449.0,65.79,26.67,2,2,8.0,13.986,13681.08,1197.0,0.0,138.096,0.0,85.49606299212599
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,0.0,9.43,0.63,102.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.628,0.2356194490192344,628.0,Gentle,1032.0,208.0,25.0,6.255,165.0,89.94,79.02,3,2,8.0,15.93,14901.3,1383.75,0.0135,127.30499999999999,0.0,81.16176470588235
519853,Samiyala,Vadodara Rural,22.25584,73.124736,0.0,3.7,2.61,102.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.628,0.2356194490192344,628.0,Gentle,6364.0,1315.0,10.39,12.754,499.0,77.78,57.98,3,2,8.0,15.93,14877.0,1383.75,0.0135,49.95,0.0,81.02941176470588
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,0.0,27.69,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.002,0,0.594,0.212057504117311,594.0,Gentle,4740.0,950.0,3.76,7.72,614.0,64.98,27.57,3,1,15.0,13.0005,13126.86,1123.875,0.024300000000000002,336.43350000000004,0.0,88.19591836734695
251214,Padra,Padra,22.244951,73.080335,0.0,2.89,4.495,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.0,0,0.286,0.0034906585039886,286.0,Flat,46660.0,9579.0,,,0.0,,,0,0,0.0,0.024,170.0,5.0,0.0,0.5780000000000001,0.0,2833.333333333333
520926,Kunvarwada,Dabhoi,22.252725,73.337496,0.0,1.47,14.85,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.585,0.2042035224833365,585.0,Gentle,1014.0,215.0,34.32,1.657,612.0,83.69,100.0,2,2,20.0,12.168,12767.039999999999,1053.0,0.0117,17.198999999999998,0.0,92.47457627118645
520927,Vanadra,Dabhoi,22.238186,73.364509,5.12,0.8,0.0,97.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1107.4,0.0,0,0.59,0.212057504117311,590.0,Gentle,2531.0,547.0,40.1,1.85,1368.0,87.06,62.97,3,0,15.0,13.0005,13454.910000000002,1184.625,0.0,9.72,0.4179591836734694,90.4
520925,Saguwada,Dabhoi,22.240843,73.32019,0.0,15.7,0.0,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.586,0.2042035224833365,586.0,Gentle,840.0,162.0,38.57,1.883,446.0,83.18,100.0,1,0,16.0,12.168,12851.28,1053.0,0.0117,183.68999999999997,0.0,93.08474576271188
520924,Malharpura,Dabhoi,22.238425,73.302594,0.0,0.0,6.21,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.586,0.2042035224833365,586.0,Gentle,370.0,85.0,13.51,2.079,178.0,79.66,26.24,1,0,12.0,12.168,12851.28,1053.0,0.0117,0.0,0.0,93.08474576271188
520939,Dholar,Dabhoi,22.222189,73.395816,3.03,5.48,7.7,97.5,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.603,0.2199114857512855,603.0,Gentle,2049.0,491.0,42.46,2.419,847.0,81.45,85.96,3,0,10.0,13.986,13885.199999999999,1228.5,0.0126,69.048,0.23858267716535433,86.7716535433071
520928,Mavli,Dabhoi,22.221537,73.342496,0.0,8.74,7.95,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.614,0.22776546738526,614.0,Gentle,962.0,212.0,57.59,1.529,629.0,83.31,91.6,2,2,15.0,14.876999999999999,14122.710000000001,1272.375,0.0,114.057,0.0,82.29657794676807
520923,Rasulpura,Dabhoi,22.22173,73.317514,6.12,0.0,5.04,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.585,0.212057504117311,585.0,Gentle,376.0,90.0,60.9,1.357,277.0,84.53,48.94,2,0,15.0,13.0005,13170.6,1123.875,0.012150000000000001,0.0,0.4995918367346939,88.48979591836735
519818,Indrad,Savli,22.439792,73.273307,0.0,3.92,5.93,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.595,0.212057504117311,595.0,Gentle,1912.0,422.0,36.77,1.828,1046.0,83.44,80.28,2,2,15.0,13.0005,13214.34,1123.875,0.012150000000000001,47.628,0.0,88.78367346938775
519817,Pilol,Savli,22.422196,73.230199,0.0,6.8,11.28,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.583,0.2042035224833365,583.0,Gentle,3242.0,646.0,16.19,5.376,603.0,66.17,38.6,2,2,20.0,12.168,12577.5,1053.0,0.0117,79.55999999999999,0.0,91.10169491525424
519833,Asoj,Vadodara Rural,22.421,73.199415,0.0,1.95,5.21,87.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.584,0.2042035224833365,584.0,Gentle,3801.0,827.0,18.71,3.474,1094.0,92.09,62.63,2,2,14.0,12.168,12640.68,1023.7499999999999,0.0117,22.814999999999998,0.0,91.55932203389833
519834,Virod,Vadodara Rural,22.394473,73.226574,0.0,10.01,4.73,85.0,10.8,124.8,Quaternary Alluvium,Alluvial Loamy Soil,0.96,Alluvial Plain / Valley Fill,1067.8,0.001,0,0.561,0.1884955592153876,561.0,Gentle,2461.0,506.0,47.3,2.254,1092.0,71.73,10.34,2,2,9.0,10.368,11532.24,918.0000000000001,0.0108,108.108,0.0,97.96330275229357
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,7.31,0.0,5.65,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.575,0.2042035224833365,575.0,Gentle,942.0,185.0,37.26,2.935,321.0,74.09,13.45,1,2,12.0,12.168,12809.159999999998,1053.0,0.0117,0.0,0.6194915254237289,92.77966101694916
519838,Dena,Vadodara Rural,22.365988,73.221735,0.0,8.56,5.41,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.586,0.2042035224833365,586.0,Gentle,2565.0,480.0,25.22,5.777,444.0,82.43,43.72,2,2,8.0,12.168,12830.219999999998,1053.0,0.0117,100.152,0.0,92.9322033898305
519841,Kotali,Vadodara Rural,22.35516,73.235373,8.07,0.0,4.56,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.575,0.2042035224833365,575.0,Gentle,1269.0,266.0,42.71,4.067,312.0,71.93,4.88,3,2,10.0,12.168,12872.34,1082.25,0.0117,0.0,0.6838983050847458,93.23728813559323
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,13.5,0.0,2.88,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.586,0.2199114857512855,586.0,Gentle,1618.0,344.0,57.42,3.35,483.0,64.16,34.48,3,2,12.0,13.986,13749.12,1228.5,0.0126,0.0,1.062992125984252,85.92125984251969
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1.08,8.36,5.66,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.583,0.2042035224833365,583.0,Gentle,1129.0,233.0,56.69,3.043,371.0,84.91,19.05,2,2,5.0,12.168,12682.8,1053.0,0.0,97.81199999999998,0.09152542372881357,91.86440677966102
519850,Khatamba,Vadodara Rural,22.286521,73.27036,0.0,1.38,12.4,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.606,0.2199114857512855,606.0,Gentle,920.0,190.0,50.43,2.534,363.0,72.73,13.26,2,2,10.0,13.986,13749.12,1197.0,0.0126,17.387999999999998,0.0,85.92125984251969
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,0.0,0.0,2.8,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.576,0.196349540849362,576.0,Gentle,751.0,167.0,36.09,1.911,393.0,93.64,16.3,3,2,12.0,11.25,12397.5,984.375,0.01125,0.0,0.0,97.09251101321586
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,0.0,0.46,4.58,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.576,0.196349540849362,576.0,Gentle,1046.0,233.0,45.89,2.193,477.0,76.43,23.95,2,2,9.0,11.25,12417.75,984.375,0.01125,5.175,0.0,97.2511013215859
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,0.0,1.83,5.5,85.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.586,0.2042035224833365,586.0,Gentle,430.0,92.0,81.86,4.624,93.0,62.39,29.41,2,1,9.0,12.168,12851.28,994.4999999999999,0.0117,21.410999999999998,0.0,93.08474576271188
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,0.0,0.0,5.04,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.575,0.196349540849362,575.0,Gentle,1508.0,344.0,41.45,5.112,295.0,73.02,27.09,3,2,8.0,11.25,12316.5,984.375,0.01125,0.0,0.0,96.45814977973568
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,0.26,0.51,15.73,90.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1103.8,0.002,0,0.607,0.2199114857512855,607.0,Gentle,2929.0,614.0,50.46,3.458,847.0,76.73,13.33,3,2,11.0,13.986,13907.88,1134.0,0.0252,6.426,0.020472440944881893,86.91338582677166
519857,Vadadla,Vadodara Rural,22.248199,73.250718,0.0,1.01,6.08,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.573,0.196349540849362,573.0,Gentle,2303.0,503.0,17.89,5.83,395.0,71.65,10.6,2,2,5.0,11.25,12114.0,984.375,0.01125,11.3625,0.0,94.87224669603525
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,0.44,0.0,1.78,90.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.574,0.196349540849362,574.0,Gentle,298.0,75.0,34.56,1.319,226.0,88.89,20.0,2,1,11.0,11.25,12255.750000000002,1012.5,0.01125,0.0,0.03876651982378855,95.98237885462557
519863,Navapura,Vadodara Rural,22.242051,73.265192,1.0,1.0,2.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.585,0.2042035224833365,585.0,Gentle,387.0,73.0,0.0,3.794,102.0,75.0,53.33,2,1,10.0,12.168,12830.219999999998,1053.0,0.0117,11.7,0.08474576271186442,92.9322033898305
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,0.0,4.54,6.71,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1111.0,0.0,0,0.598,0.212057504117311,598.0,Gentle,991.0,217.0,34.01,1.955,507.0,78.11,30.3,2,0,7.0,13.0005,13498.65,1123.875,0.0,55.161,0.0,90.6938775510204
519867,Hetampura,Vadodara Rural,22.227236,73.2839,0.82,1.23,1.23,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.582,0.2042035224833365,582.0,Gentle,1504.0,317.0,1.2,6.04,249.0,93.44,21.93,1,2,14.0,12.168,12577.5,1053.0,0.0117,14.390999999999998,0.06949152542372881,91.10169491525424
519866,Diwalipura,Vadodara Rural,22.228,73.295272,0.3,0.61,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.585,0.2042035224833365,585.0,Gentle,661.0,136.0,21.63,2.146,308.0,70.73,68.97,3,2,13.0,12.168,12767.039999999999,1053.0,0.0117,7.137,0.025423728813559324,92.47457627118645
519860,Maretha,Vadodara Rural,22.223075,73.183108,0.0,4.58,5.42,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.617,0.22776546738526,617.0,Gentle,1918.0,403.0,18.2,7.959,241.0,86.67,48.08,2,2,10.0,14.876999999999999,14404.59,1272.375,0.01305,59.769000000000005,0.0,83.93916349809885
251209,Vadodara,Vadodara Rural,22.306225,73.182732,0.0,2.89,4.495,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.286,0.0034906585039886,286.0,Flat,1752371.0,393887.0,,,0.0,,,0,0,0.0,0.024,170.0,5.0,0.0002,0.5780000000000001,0.0,2833.333333333333
519938,Panch Devla,Vaghodia,22.43723,73.378274,0.0,32.43,16.99,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1062.4,0.001,0,0.602,0.2199114857512855,602.0,Gentle,867.0,179.0,21.8,3.335,260.0,50.19,38.46,3,1,10.0,13.986,13386.240000000002,1197.0,0.0126,408.618,0.0,83.65354330708662
519939,Abhrampura,Vaghodia,22.430948,73.384792,0.0,0.0,3.76,95.0,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.614,0.22776546738526,614.0,Gentle,627.0,147.0,19.62,1.39,451.0,89.38,22.28,2,1,20.0,14.876999999999999,14122.710000000001,1239.75,0.01305,0.0,0.0,82.29657794676807
519936,Kamrol,Vaghodia,22.426497,73.295766,0.0,0.0,2.09,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.594,0.212057504117311,594.0,Gentle,2097.0,441.0,46.78,2.074,1011.0,33.59,72.77,3,1,22.0,13.0005,13170.6,1154.25,0.012150000000000001,0.0,0.0,88.48979591836735
519942,Kodarvaya,Vaghodia,22.415313,73.384313,0.0,7.11,2.37,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.614,0.22776546738526,614.0,Gentle,398.0,88.0,71.11,1.579,252.0,85.77,100.0,2,1,18.0,14.876999999999999,14122.710000000001,1272.375,0.0,92.78550000000001,0.0,82.29657794676807
519935,Amreshwar,Vaghodia,22.413419,73.264611,0.0,0.0,2.83,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616,0.22776546738526,616.0,Gentle,480.0,106.0,45.0,1.943,247.0,79.76,50.76,2,1,17.0,14.876999999999999,14287.14,1272.375,0.01305,0.0,0.0,83.25475285171102
519950,Kotambi,Vaghodia,22.396152,73.312378,5.18,2.54,3.94,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.576,0.2042035224833365,576.0,Gentle,3740.0,755.0,47.57,1.918,1950.0,84.26,100.0,3,1,14.0,12.168,12598.56,1053.0,0.0117,29.718,0.43898305084745765,91.2542372881356
519937,Lilora,Vaghodia,22.428497,73.363664,0.0,0.0,7.66,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.637,0.2434734306532089,637.0,Gentle,1698.0,371.0,28.03,3.093,549.0,82.66,57.4,3,1,14.0,17.019,15222.24,1429.875,0.0,0.0,0.0,77.66548042704628
519943,Vyankatpura,Vaghodia,22.404352,73.368516,0.0,0.2,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1089.4,0.0,0,0.626,0.2356194490192344,626.0,Gentle,592.0,134.0,63.68,1.194,496.0,65.66,95.38,2,1,15.0,15.93,14706.900000000001,1350.0,0.0,2.7,0.0,80.1029411764706
