village_code,village_name,subdistrict,latitude,longitude,total_population,surface_water_exposure,road_connectivity_score,drainage_quality_score,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_1hr_intensity_mm_EXTERNAL_TOFILL,rainfall_3hr_intensity_mm_EXTERNAL_TOFILL,rainfall_24hr_intensity_mm_EXTERNAL_TOFILL,antecedent_rainfall_7day_mm_EXTERNAL_TOFILL,distance_to_vishwamitri_river_km_EXTERNAL_TOFILL,historical_cloudburst_flag_EXTERNAL_TOFILL,cloudburst_exceedance_probability_TARGET
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,1,2,2,97.5,13.05,0.001,93.9,160.7,247.2,306.5,1.694,1,0.95
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,0,2,2,95.0,12.6,0.0,93.0,159.1,244.8,304.0,1.848,1,0.932
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,1,3,2,102.5,13.5,0.001,93.0,159.1,244.8,309.1,0.002,1,0.95
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1,3,2,102.5,13.5,0.001,93.6,160.2,246.4,308.6,0.106,1,0.95
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,1,3,1,92.5,12.15,0.002,93.6,160.2,246.4,302.5,1.8,1,0.915
251214,Padra,Padra,22.244951,73.080335,46660.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,0.16,0,0.388
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,1,2,2,90.0,11.7,0.001,93.0,159.1,244.8,305.5,1.686,1,0.897
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,1,3,0,97.5,12.15,0.0,92.4,158.1,243.2,310.1,2.392,1,0.932
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,1,1,0,90.0,11.7,0.001,93.0,159.1,244.8,307.6,1.437,1,0.899
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,1,1,0,90.0,11.7,0.001,92.4,158.1,243.2,307.6,0.188,1,0.897
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,1,3,0,97.5,12.6,0.001,92.1,157.6,242.4,308.6,1.076,1,0.94
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,0,2,2,97.5,13.05,0.0,91.8,157.0,241.6,303.0,0.744,1,0.945
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,0,2,0,92.5,12.15,0.001,92.4,158.1,243.2,303.5,0.497,1,0.911
519818,Indrad,Savli,22.439792,73.273307,1912.0,1,2,2,92.5,12.15,0.001,93.6,160.2,246.4,304.5,0.947,1,0.916
519817,Pilol,Savli,22.422196,73.230199,3242.0,1,2,2,90.0,11.7,0.001,93.6,160.2,246.4,301.0,0.339,1,0.896
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,0,2,2,87.5,11.7,0.001,93.9,160.7,247.2,302.5,0.704,1,0.891
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,1,2,2,85.0,10.8,0.001,93.6,160.2,246.4,299.0,1.235,1,0.86
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,1,1,2,90.0,11.7,0.001,93.9,160.7,247.2,306.5,0.114,1,0.902
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,307.0,0.198,1,0.902
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,1,3,2,92.5,11.7,0.001,93.6,160.2,246.4,308.1,1.044,1,0.909
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,1,3,2,97.5,12.6,0.001,93.3,159.6,245.6,305.5,1.12,1,0.942
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,1,2,2,90.0,11.7,0.0,93.0,159.1,244.8,303.5,0.99,1,0.895
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,1,2,2,95.0,12.6,0.001,93.0,159.1,244.8,305.5,0.424,1,0.933
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,1,3,2,87.5,11.25,0.001,93.6,160.2,246.4,308.6,0.14,1,0.885
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,0,2,2,87.5,11.25,0.001,92.1,157.6,242.4,309.1,0.948,1,0.879
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,0,2,1,85.0,11.7,0.001,93.0,159.1,244.8,307.6,0.253,1,0.884
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,1,3,2,87.5,11.25,0.001,93.9,160.7,247.2,306.5,0.82,1,0.884
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,0,3,2,90.0,12.6,0.002,93.0,159.1,244.8,309.1,0.308,1,0.92
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,1,2,2,87.5,11.25,0.001,93.3,159.6,245.6,301.5,2.052,1,0.878
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,1,2,1,90.0,11.25,0.001,93.0,159.1,244.8,305.0,0.296,1,0.887
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,307.0,0.796,1,0.902
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,1,2,0,92.5,12.15,0.0,93.0,159.1,244.8,311.1,0.139,1,0.92
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,1,1,2,90.0,11.7,0.001,93.3,159.6,245.6,301.0,0.84,1,0.894
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,1,3,2,90.0,11.7,0.001,92.7,158.6,244.0,305.5,0.759,1,0.896
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,1,2,2,97.5,13.05,0.001,93.0,159.1,244.8,309.1,0.479,1,0.95
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.277,0,0.388
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,1,3,1,95.0,12.6,0.001,93.3,159.6,245.6,297.5,1.658,1,0.927
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,1,2,1,95.0,13.05,0.001,93.0,159.1,244.8,303.0,1.641,1,0.942
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,1,3,1,95.0,12.15,0.001,93.6,160.2,246.4,303.5,0.825,1,0.923
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,1,2,1,97.5,13.05,0.0,93.0,159.1,244.8,303.0,2.881,1,0.95
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,306.5,1.513,1,0.95
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,1,3,1,90.0,11.7,0.001,92.4,158.1,243.2,301.5,0.35,1,0.891
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,1,3,1,102.5,13.95,0.0,92.7,158.6,244.0,305.5,1.867,1,0.95
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,1,2,1,100.0,13.5,0.0,92.7,158.6,244.0,305.0,1.44,1,0.95
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,0,2,1,100.0,13.5,0.001,92.7,158.6,244.0,304.0,1.146,1,0.95
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,1,2,1,97.5,12.6,0.001,93.3,159.6,245.6,303.5,1.281,1,0.94
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,1,1,1,92.5,12.15,0.0,92.7,158.6,244.0,303.5,0.365,1,0.912
519947,Bhaniyara,Vaghodia,22.393587,73.264179,1796.0,1,3,1,92.5,12.15,0.001,93.3,159.6,245.6,302.0,0.018,1,0.913
519954,Jafarpura,Vaghodia,22.389601,73.367701,358.0,0,1,1,95.0,12.6,0.0,93.9,160.7,247.2,301.0,0.236,1,0.933
519952,Intoli,Vaghodia,22.38544,73.332133,1060.0,0,2,1,92.5,12.6,0.001,93.0,159.1,244.8,298.0,1.382,1,0.919
519953,Rasulabad,Vaghodia,22.379755,73.345826,2279.0,1,3,1,90.0,11.7,0.0,93.0,159.1,244.8,301.5,1.678,1,0.894
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,1597.0,1,1,1,92.5,12.15,0.0,94.2,161.2,248.0,299.0,1.758,1,0.914
519948,Bhaupura,Vaghodia,22.379426,73.279252,663.0,1,3,1,97.5,13.05,0.001,93.6,160.2,246.4,304.5,0.663,1,0.95
519951,Sakariya,Vaghodia,22.370251,73.321545,654.0,1,2,1,92.5,12.15,0.001,92.7,158.6,244.0,302.5,1.932,1,0.911
519949,Kumetha,Vaghodia,22.36591,73.282281,1595.0,1,2,1,90.0,12.15,0.0,93.3,159.6,245.6,303.0,2.163,1,0.906
519958,Morlipura,Vaghodia,22.361659,73.295115,993.0,1,2,1,100.0,13.5,0.0,93.0,159.1,244.8,303.5,2.993,1,0.95
519962,Raval,Vaghodia,22.347207,73.346467,2702.0,1,3,1,100.0,13.5,0.0,93.0,159.1,244.8,306.0,2.003,1,0.95
519963,Sanoli,Vaghodia,22.346867,73.382726,1202.0,1,1,1,100.0,13.05,0.0,93.3,159.6,245.6,303.5,1.506,1,0.95
519961,Nimetha,Vaghodia,22.346736,73.31377,2328.0,1,2,1,102.5,13.95,0.05,92.7,158.6,244.0,304.5,3.533,1,0.95
519960,Jesangpura,Vaghodia,22.337236,73.288132,811.0,1,2,1,95.0,12.6,0.0,93.6,160.2,246.4,301.5,1.906,1,0.932
519978,Chipad,Vaghodia,22.331109,73.336834,944.0,1,2,1,102.5,14.85,0.001,93.0,159.1,244.8,306.0,1.162,1,0.95
519984,Gajadra,Vaghodia,22.320324,73.360103,1685.0,0,2,1,100.0,13.05,0.001,93.0,159.1,244.8,305.5,0.636,1,0.95
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,491.0,1,2,1,92.5,12.15,0.0,92.7,158.6,244.0,303.0,1.861,1,0.911
519959,Sikandarpura,Vaghodia,22.333964,73.270463,2905.0,1,1,1,97.5,13.05,0.0,93.3,159.6,245.6,301.0,2.805,1,0.949
519982,Shripore Timbi,Vaghodia,22.316,73.300323,670.0,1,2,1,100.0,13.95,0.001,92.7,158.6,244.0,307.0,0.677,1,0.95
519977,Khandha,Vaghodia,22.325434,73.374753,1128.0,1,2,1,97.5,13.05,0.0,93.3,159.6,245.6,306.0,0.051,1,0.95
519976,Nava Ajva,Vaghodia,22.323725,73.395499,869.0,1,2,1,95.0,12.6,0.0,93.9,160.7,247.2,303.0,0.243,1,0.935
519980,Bakrol,Vaghodia,22.323132,73.284063,1017.0,1,2,1,100.0,13.5,0.0,93.6,160.2,246.4,305.0,1.03,1,0.95
520006,Ropa,Vaghodia,22.267676,73.333045,633.0,1,0,1,92.5,12.15,0.001,93.0,159.1,244.8,308.1,0.119,1,0.917
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,458.0,1,2,1,105.0,13.95,0.001,92.4,158.1,243.2,306.0,1.922,1,0.95
519981,Hanumanpura,Vaghodia,22.315167,73.270079,504.0,1,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.83,1,0.917
520000,Alva,Vaghodia,22.308185,73.32646,2066.0,1,2,1,97.5,12.6,0.001,92.7,158.6,244.0,303.5,0.679,1,0.938
520001,Amodar,Vaghodia,22.298566,73.303627,1591.0,0,3,1,102.5,13.95,0.001,92.4,158.1,243.2,301.5,0.875,1,0.95
520007,Limda,Vaghodia,22.283762,73.362083,2608.0,1,3,1,85.0,10.8,0.001,93.3,159.6,245.6,306.5,0.183,1,0.865
519999,Kamlapura,Vaghodia,22.287513,73.334125,433.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,304.5,1.613,1,0.915
519998,Dattapura,Vaghodia,22.290134,73.350391,40.0,0,1,0,92.5,12.15,0.001,93.3,159.6,245.6,303.5,0.798,1,0.914
520003,Pipaliya,Vaghodia,22.286007,73.31567,1320.0,0,3,1,90.0,11.7,0.001,92.7,158.6,244.0,301.5,0.914,1,0.892
520002,Pavlepur,Vaghodia,22.284299,73.289908,1313.0,0,3,1,92.5,12.15,0.001,92.4,158.1,243.2,303.0,0.834,1,0.91
520008,Madheli,Vaghodia,22.265344,73.374207,2057.0,1,3,1,90.0,11.7,0.001,93.0,159.1,244.8,307.6,1.307,1,0.899
520004,Umarva,Vaghodia,22.269155,73.310472,1090.0,0,1,1,95.0,13.05,0.001,92.4,158.1,243.2,304.5,1.056,1,0.941
520005,Mastupura,Vaghodia,22.258596,73.318803,487.0,1,2,1,92.5,12.15,0.0,92.7,158.6,244.0,308.1,0.202,1,0.916
520019,Falod,Vaghodia,22.251891,73.393337,1903.0,1,2,1,100.0,13.5,0.001,92.4,158.1,243.2,310.6,0.473,1,0.95
519927,Alamgir,Vadodara Rural,22.211725,73.197007,0.0,0,0,0,85.0,10.8,0.0,93.0,159.1,244.8,304.0,1.239,1,0.862
519906,Nandesari,Vadodara Rural,22.41435,73.095614,8290.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.095,0,0.388
519909,Bajwa,Vadodara Rural,22.366252,73.140935,9611.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.401,0,0.388
519907,Ranoli,Vadodara Rural,22.398552,73.131306,11726.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.995,0,0.388
519908,Karachiya,Vadodara Rural,22.379471,73.131637,7103.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.471,0,0.388
519910,Jawaharnagar Gujarat Refinery CT,Vadodara Rural,22.359056,73.132399,3417.0,0,0,0,102.5,13.95,0.001,93.3,159.6,245.6,309.1,1.587,1,0.95
802593,Nandesari INA,Vadodara Rural,22.403717,73.104746,3679.0,0,0,0,90.0,11.7,0.001,93.9,160.7,247.2,309.6,0.155,1,0.904
802595,GSFC Complex INA,Vadodara Rural,22.372328,73.152346,2242.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.918,0,0.388
802594,Petro Chemical Complex INA,Vadodara Rural,22.389119,73.111768,1951.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.394,0,0.388
519911,Undera,Vadodara Rural,22.343372,73.137039,16902.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.478,0,0.388
519919,Dasharath,Vadodara Rural,22.385983,73.157488,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,1.656,0,0.388
999999,Sayaji Sarovar,Vaghodia,22.380487,73.406611,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.401,0,0.388
519923,Gorva OG,Vadodara Rural,22.338225,73.15438,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.656,0,0.388
519924,Sevasi,Vadodara Rural,22.306627,73.117423,0.0,0,0,0,102.5,13.95,0.001,93.0,159.1,244.8,307.6,0.5,1,0.95
519918,Kalali OG,Vadodara Rural,22.250808,73.16557,0.0,0,0,0,102.5,12.6,0.0,93.3,159.6,245.6,310.1,0.171,1,0.95
519925,Bhayli,Vadodara Rural,22.281721,73.121784,0.0,0,0,0,100.0,13.5,0.001,93.3,159.6,245.6,310.1,0.847,1,0.95
519926,Bil,Vadodara Rural,22.248134,73.140536,0.0,0,0,0,90.0,11.7,0.002,93.3,159.6,245.6,307.6,1.387,1,0.9
519913,Karodiya OG,Vadodara Rural,22.349552,73.162735,0.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.692,0,0.388
519912,Tarsali CT,Vadodara Rural,22.246946,73.229342,4929.0,0,0,0,92.5,12.15,0.001,92.7,158.6,244.0,307.6,0.233,1,0.915
520022,Jarod CT,Vaghodia,22.429672,73.332882,7200.0,0,0,0,97.5,13.05,0.0,92.7,158.6,244.0,299.5,1.098,1,0.946
520023,Vaghodia CT,Vaghodia,22.297497,73.39063,16604.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,1.441,0,0.388
802598,Vaghodia INA,Vaghodia,22.311117,73.38898,248.0,0,0,0,97.5,13.05,0.001,93.6,160.2,246.4,304.5,0.978,1,0.95
519921,Dumad,Vadodara Rural,22.376152,73.201184,0.0,0,0,0,87.5,11.25,0.001,93.9,160.7,247.2,305.0,1.72,1,0.883
519922,Vemali,Vadodara Rural,22.35407,73.209843,0.0,0,0,0,87.5,11.25,0.001,93.9,160.7,247.2,309.6,0.193,1,0.887
519916,Sayajipura OG,Vadodara Rural,22.325296,73.25876,0.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,2.62,0,0.388
519917,Bapod OG,Vadodara Rural,22.299225,73.259733,0.0,0,0,0,85.0,10.8,0.0,93.6,160.2,246.4,305.0,1.728,1,0.865
519914,Harni OG,Vadodara Rural,22.344634,73.257466,0.0,0,0,0,95.0,12.6,0.0,93.3,159.6,245.6,308.1,2.846,1,0.937
520943,Bamboj,Dabhoi,22.211975,73.457983,1331.0,1,2,0,92.5,12.15,0.001,93.3,159.6,245.6,306.5,0.659,1,0.917
520945,Lunadra,Dabhoi,22.206681,73.479518,245.0,0,2,1,95.0,13.05,0.001,93.6,160.2,246.4,306.0,0.048,1,0.947
520942,Naranpura,Dabhoi,22.204176,73.42546,180.0,1,2,0,95.0,13.05,0.001,93.9,160.7,247.2,305.0,0.348,1,0.947
520946,Simaliya,Dabhoi,22.19153,73.482411,3180.0,1,3,0,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.524,1,0.917
520947,Sunvalja,Dabhoi,22.193872,73.456124,492.0,0,2,0,97.5,13.05,0.001,93.0,159.1,244.8,307.0,1.0,1,0.95
520941,Karalipura,Dabhoi,22.196452,73.417099,306.0,1,2,0,95.0,12.6,0.001,93.9,160.7,247.2,304.5,0.55,1,0.936
520948,Dangiwada,Dabhoi,22.186472,73.434297,737.0,1,2,2,87.5,11.25,0.001,93.6,160.2,246.4,307.6,1.306,1,0.884
520965,Gopalpura,Dabhoi,22.169907,73.49663,517.0,1,3,2,25.0,0.2,0.05,45.6,78.0,120.0,238.0,3.111,0,0.388
520950,Vasaipura,Dabhoi,22.178906,73.405451,534.0,0,3,0,87.5,12.15,0.001,93.0,159.1,244.8,307.0,0.663,1,0.901
520949,Pragpura,Dabhoi,22.180934,73.423394,425.0,1,2,1,87.5,11.7,0.001,93.0,159.1,244.8,309.1,0.888,1,0.893
520964,Akotadar,Dabhoi,22.17537,73.463987,1395.0,0,2,2,87.5,11.25,0.001,93.3,159.6,245.6,304.0,0.455,1,0.88
520963,Pansoli,Dabhoi,22.166243,73.452333,2213.0,1,3,2,87.5,11.7,0.0,93.6,160.2,246.4,303.5,0.279,1,0.89
520962,Morpura,Dabhoi,22.16282,73.420509,492.0,1,2,0,87.5,11.25,0.0,93.0,159.1,244.8,304.0,1.118,1,0.879
520966,Vadhvana,Dabhoi,22.150349,73.491283,1357.0,1,1,1,92.5,12.15,0.001,93.6,160.2,246.4,305.5,2.571,1,0.917
520967,Samsherpura,Dabhoi,22.150824,73.481159,383.0,1,1,0,92.5,12.15,0.0,93.6,160.2,246.4,309.6,2.305,1,0.921
520968,Kukad,Dabhoi,22.143096,73.46806,1501.0,1,2,0,92.5,12.15,0.0,93.6,160.2,246.4,306.0,2.614,1,0.918
520969,Timbi,Dabhoi,22.15226,73.418344,1001.0,1,3,1,85.0,10.8,0.0,93.6,160.2,246.4,308.1,1.69,1,0.868
520970,Tarsana,Dabhoi,22.143425,73.407585,1108.0,1,3,2,87.5,11.7,0.0,93.9,160.7,247.2,305.5,1.318,1,0.893
520944,Amreshwar,Dabhoi,22.227089,73.472862,788.0,1,2,0,97.5,13.05,0.001,93.0,159.1,244.8,307.0,0.626,1,0.95
519975,Madodhar,Vaghodia,22.324726,73.419003,4634.0,1,3,1,97.5,13.05,0.0,93.6,160.2,246.4,302.5,0.355,1,0.95
519974,Sangadol,Vaghodia,22.317903,73.442354,2626.0,0,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.0,1.298,1,0.917
519971,Chipat,Vaghodia,22.326852,73.514534,408.0,0,2,1,87.5,11.25,0.0,93.9,160.7,247.2,302.5,2.448,1,0.881
520012,Kachhota,Vaghodia,22.265121,73.51416,263.0,1,2,1,102.5,13.95,0.001,93.0,159.1,244.8,313.1,1.042,1,0.95
519988,Vedpur,Vaghodia,22.312013,73.529351,1603.0,1,2,1,85.0,11.25,0.0,94.2,161.2,248.0,306.0,2.195,1,0.878
519986,Ghodadra,Vaghodia,22.305494,73.459221,1564.0,1,2,1,100.0,13.5,0.001,93.6,160.2,246.4,306.5,0.91,1,0.95
519987,Asha,Vaghodia,22.308156,73.496906,336.0,1,2,1,90.0,11.7,0.0,94.2,161.2,248.0,301.0,1.351,1,0.898
519989,Moti Manekpur,Vaghodia,22.298435,73.531655,806.0,1,2,1,87.5,11.25,0.0,94.5,161.7,248.8,302.5,1.071,1,0.883
519993,Vasvel,Vaghodia,22.296555,73.472661,1880.0,0,2,1,92.5,12.15,0.0,93.6,160.2,246.4,305.5,1.535,1,0.917
519992,Saidal,Vaghodia,22.286926,73.50285,1792.0,1,2,1,95.0,12.6,0.0,93.6,160.2,246.4,306.0,2.245,1,0.936
519985,Timbi,Vaghodia,22.299284,73.418253,685.0,0,3,1,97.5,13.05,0.001,93.3,159.6,245.6,305.5,1.294,1,0.95
519996,Dankheda,Vaghodia,22.286677,73.436341,794.0,1,3,1,95.0,12.6,0.001,93.3,159.6,245.6,311.6,0.289,1,0.94
519990,Nani Manekpur,Vaghodia,22.288167,73.543629,207.0,1,2,1,97.5,13.95,0.0,94.2,161.2,248.0,306.5,0.43,1,0.95
519997,Tavra,Vaghodia,22.286469,73.417679,1427.0,0,2,1,97.5,13.05,0.001,93.9,160.7,247.2,306.0,1.103,1,0.95
519994,Chandpur,Vaghodia,22.285523,73.475938,378.0,1,2,1,100.0,13.5,0.0,94.2,161.2,248.0,314.6,2.684,1,0.95
520013,Rustampura,Vaghodia,22.276456,73.536888,1460.0,1,2,1,100.0,13.5,0.001,93.9,160.7,247.2,307.0,0.785,1,0.95
519995,Ambali,Vaghodia,22.278101,73.446408,934.0,1,3,1,97.5,13.05,0.001,93.9,160.7,247.2,301.5,0.688,1,0.95
520010,Gugalpur,Vaghodia,22.267272,73.467115,448.0,1,3,1,95.0,13.05,0.0,92.7,158.6,244.0,310.6,2.216,1,0.947
520009,Vejalpur,Vaghodia,22.27193,73.405579,1589.0,1,1,1,95.0,12.6,0.001,93.0,159.1,244.8,305.0,0.919,1,0.933
520011,Khervadi,Vaghodia,22.262781,73.483262,1207.0,1,3,1,100.0,13.5,0.0,92.4,158.1,243.2,311.6,1.598,1,0.95
520018,Vyara,Vaghodia,22.252538,73.422919,4994.0,1,2,1,90.0,12.6,0.001,93.6,160.2,246.4,302.5,1.556,1,0.917
520014,Ghoda,Vaghodia,22.264944,73.528892,554.0,1,2,1,107.5,14.85,0.001,93.3,159.6,245.6,311.6,0.04,1,0.95
520015,Nurpuri,Vaghodia,22.255319,73.516521,356.0,1,3,1,102.5,13.05,0.001,93.6,160.2,246.4,311.6,0.412,1,0.95
520016,Tarsva,Vaghodia,22.247893,73.482445,1537.0,1,3,1,97.5,13.05,0.0,92.4,158.1,243.2,309.6,0.537,1,0.95
520017,Jambuwada,Vaghodia,22.235421,73.446638,1233.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,307.6,0.561,1,0.95
520020,Antoli,Vaghodia,22.221961,73.417043,1292.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,303.5,1.029,1,0.899
520021,Karamliya Pura,Vaghodia,22.217807,73.437697,1336.0,1,2,1,90.0,11.7,0.001,93.3,159.6,245.6,303.0,0.386,1,0.896
519991,Koba,Vaghodia,22.284556,73.521797,0.0,0,0,0,97.5,13.5,0.001,93.9,160.7,247.2,302.5,2.243,1,0.95
519940,Adiran,Vaghodia,22.436866,73.411595,2423.0,1,1,1,92.5,12.15,0.0,93.0,159.1,244.8,303.0,0.16,1,0.913
519955,Navgam,Vaghodia,22.407331,73.435575,1353.0,1,3,1,97.5,12.6,0.0,93.6,160.2,246.4,300.0,1.187,1,0.939
519941,Karmasiya Kheda,Vaghodia,22.410759,73.412333,3574.0,1,2,1,92.5,12.15,0.001,93.3,159.6,245.6,301.0,0.824,1,0.912
519956,Gutal,Vaghodia,22.373695,73.447886,3767.0,0,3,1,92.5,12.15,0.0,93.6,160.2,246.4,307.0,0.715,1,0.919
519964,Juna Rampura,Vaghodia,22.3582,73.410424,1280.0,1,2,1,105.0,14.4,0.0,93.0,159.1,244.8,306.0,2.076,1,0.95
519967,Dundelav,Vaghodia,22.347733,73.465353,599.0,0,2,1,97.5,13.05,0.001,93.0,159.1,244.8,299.5,0.557,1,0.947
519973,Goraj,Vaghodia,22.332591,73.47929,5093.0,1,2,1,97.5,13.05,0.001,93.6,160.2,246.4,308.1,0.313,1,0.95
519965,Nava Rampura,Vaghodia,22.344775,73.408848,608.0,1,2,1,97.5,13.05,0.0,93.0,159.1,244.8,306.0,1.446,1,0.95
519966,Vesaniya,Vaghodia,22.342325,73.438877,1007.0,1,3,1,100.0,13.5,0.0,93.0,159.1,244.8,302.5,2.788,1,0.95
519968,Valva,Vaghodia,22.342418,73.503181,700.0,1,2,1,92.5,12.15,0.001,93.6,160.2,246.4,306.5,0.619,1,0.918
519969,Hamirpuri,Vaghodia,22.339955,73.525062,127.0,1,2,1,95.0,12.6,0.0,94.2,161.2,248.0,303.0,2.02,1,0.936
519970,Dharola,Vaghodia,22.334722,73.546397,283.0,0,2,1,97.5,11.7,0.05,93.6,160.2,246.4,300.0,3.608,1,0.917
519972,Gambhirpura,Vaghodia,22.333731,73.521104,711.0,1,2,1,92.5,12.15,0.0,93.9,160.7,247.2,303.5,2.311,1,0.917
519768,Wankaner,Savli,22.552458,73.177017,8770.0,1,2,2,92.5,11.7,0.001,93.9,160.7,247.2,298.5,2.523,1,0.902
519787,Bhadarva,Savli,22.510437,73.129922,5951.0,0,2,2,105.0,14.4,0.001,93.9,160.7,247.2,303.0,1.382,1,0.95
519794,Ranipura B,Savli,22.50843,73.174065,482.0,1,2,0,100.0,12.6,0.001,93.6,160.2,246.4,301.5,1.648,1,0.948
519790,Khandi,Savli,22.499195,73.100319,1467.0,1,2,0,97.5,12.15,0.001,93.6,160.2,246.4,302.5,1.105,1,0.93
519789,Jalampura,Savli,22.502329,73.105973,837.0,1,2,2,97.5,13.5,0.001,94.2,161.2,248.0,300.0,1.357,1,0.95
519792,Raniya,Savli,22.495709,73.133102,3279.0,1,2,2,107.5,14.85,0.001,93.9,160.7,247.2,301.5,2.948,1,0.95
519793,Mahapura,Savli,22.495327,73.160927,694.0,1,2,1,105.0,14.4,0.0,93.6,160.2,246.4,302.0,1.559,1,0.95
519810,Anjesar,Savli,22.480895,73.17266,2334.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,300.0,0.322,1,0.896
519791,Poicha Raniya,Savli,22.475894,73.114821,2945.0,1,2,1,95.0,12.15,0.0,94.2,161.2,248.0,303.5,2.597,1,0.926
519811,Moksi,Savli,22.468066,73.147281,5706.0,1,2,2,97.5,13.05,0.001,94.5,161.7,248.8,300.5,0.31,1,0.95
519786,Bahidhara Alias Natvarnagar,Savli,22.512292,73.159483,3711.0,1,2,0,100.0,14.4,0.001,93.6,160.2,246.4,301.0,2.929,1,0.95
519788,Parthampura Khandi,Savli,22.511161,73.118198,898.0,1,2,2,92.5,12.15,0.001,94.2,161.2,248.0,300.5,0.84,1,0.915
