village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET,river_proximity_score,elevation_inverse,rainfall_density,flood_exposure,infrastructure_exposure,flood_vulnerability
521196,Pachhiyapura,Karjan,21.894566,73.156396,1144.0,254.0,603.0,541.0,29.11,1.692,0,0.0,0.0,1,2,1,8.0,54.0,97.5,13.05,1.024,0.001,1091.2,247.2,42.9,3,0.5,0.14,0.477,70.0,0.889679715302491,0.01015228426395939,539.1304347826087,545.688,0.8070839999999999,0.13885469999999997
521197,Delvada,Karjan,21.877363,73.14759,504.0,131.0,246.0,258.0,27.98,1.775,1,1.0,0.0,1,2,0,5.0,56.0,97.5,13.05,0.584,0.0,1102.0,248.8,45.8,3,0.5,0.14,0.508,32.8,1.4619883040935673,0.01015228426395939,695.7070707070707,256.032,0.9017,0.1421384
521199,Arjanpura,Karjan,21.867865,73.164557,368.0,75.0,182.0,186.0,15.49,3.041,0,0.0,0.0,0,2,0,11.0,61.0,97.5,13.05,1.078,0.001,1094.8,248.0,42.4,3,0.54,0.24,0.479,24.6,0.8488964346349744,0.01015228426395939,526.8527430221366,176.272,1.456639,0.0741971
521198,Somaj,Karjan,21.868243,73.149303,230.0,53.0,132.0,98.0,37.83,1.438,1,1.0,0.0,1,2,0,8.0,56.0,95.0,12.6,1.083,0.001,1111.0,247.2,44.1,3,0.49,0.12,0.471,13.6,0.8453085376162299,0.010416666666666666,533.3653384541526,108.33,0.677298,0.17817929999999998
521192,Samri,Karjan,21.935162,73.197469,1436.0,267.0,727.0,709.0,12.4,5.419,1,1.0,0.0,1,2,1,16.0,38.0,97.5,13.05,2.709,0.001,1118.2,248.0,31.3,2,0.61,0.43,0.376,86.9,0.35599857600569595,0.01015228426395939,301.48287948234025,539.936,2.037544,0.046624
521173,Methi,Karjan,21.973103,73.221783,1076.0,252.0,565.0,511.0,40.33,1.871,0,0.0,0.0,0,2,1,14.0,35.0,97.5,13.05,0.844,0.001,1102.0,250.4,44.9,3,0.51,0.15,0.492,68.5,1.0593220338983051,0.01015228426395939,597.6138828633406,529.3919999999999,0.920532,0.1984236
521174,Chhanchhva,Karjan,21.973599,73.197097,727.0,153.0,367.0,360.0,60.52,1.298,1,1.0,0.0,1,2,0,9.0,45.0,97.5,13.05,0.113,0.001,1102.0,248.8,50.5,3,0.49,0.1,0.54,48.6,4.694835680751173,0.01015228426395939,990.1168014375562,392.58000000000004,0.7009200000000001,0.32680800000000004
521175,Kala,Karjan,21.949247,73.1791,1323.0,253.0,669.0,654.0,15.42,3.5,1,0.0,1.0,1,2,0,20.0,42.0,92.5,13.05,0.367,0.001,1114.6,248.0,48.0,3,0.55,0.28,0.531,101.2,2.1413276231263385,0.0106951871657754,815.3621068032187,702.513,1.8585,0.0818802
521187,Simli,Karjan,21.952537,73.220691,1682.0,363.0,868.0,814.0,55.95,2.288,1,0.0,1.0,1,2,0,18.0,38.0,97.5,13.05,1.488,0.002,1102.0,247.2,40.1,3,0.52,0.18,0.447,99.8,0.6297229219143576,0.01015228426395939,442.9260450160772,751.854,1.0227359999999999,0.2500965
521186,Kanthariya,Karjan,21.947104,73.19995,574.0,137.0,304.0,270.0,45.12,1.421,1,1.0,0.0,1,2,0,20.0,45.0,100.0,13.5,2.212,0.001,1100.2,247.2,34.5,2,0.49,0.11,0.392,28.1,0.4325259515570934,0.009900990099009901,342.5280199252802,225.008,0.5570320000000001,0.1768704
521188,Kothiya,Karjan,21.943,73.238991,1072.0,249.0,568.0,504.0,27.61,2.325,1,1.0,1.0,0,2,0,22.0,50.0,102.5,13.95,0.843,0.001,1111.0,248.8,45.5,3,0.52,0.19,0.493,70.8,1.0604453870625663,0.00966183574879227,602.8214867064569,528.496,1.146225,0.1361173
521190,Deroli,Karjan,21.935378,73.221769,581.0,139.0,308.0,273.0,28.4,1.478,1,1.0,0.0,0,2,1,20.0,48.0,107.5,14.85,1.034,0.001,1087.6,249.6,43.3,3,0.49,0.12,0.476,34.8,0.8818342151675485,0.009216589861751152,534.7099311701081,276.556,0.7035279999999999,0.13518399999999997
521193,Samra,Karjan,21.918272,73.193568,936.0,191.0,481.0,455.0,24.89,1.498,1,1.0,0.0,0,2,0,19.0,40.0,97.5,13.05,3.06,0.05,1091.2,247.2,28.1,2,0.49,0.12,0.333,39.3,0.3164556962025316,0.01015228426395939,268.76847290640393,311.68800000000005,0.498834,0.0828837
521191,Fatepur,Karjan,21.918199,73.21762,668.0,146.0,342.0,326.0,55.39,1.403,1,1.0,1.0,0,2,0,20.0,55.0,97.5,13.95,0.678,0.001,1091.2,249.6,45.8,3,0.49,0.11,0.501,41.8,1.2853470437017995,0.01015228426395939,650.2979737783076,334.668,0.7029030000000001,0.2775039
521194,Sherpura,Karjan,21.905708,73.187584,238.0,50.0,119.0,119.0,66.39,1.46,0,0.0,0.0,0,2,0,15.0,65.0,92.5,12.15,3.651,0.05,1098.4,249.6,24.2,2,0.49,0.12,0.292,8.8,0.2665955745134631,0.0106951871657754,236.16426574930125,69.496,0.42632,0.1938588
521203,Kahona,Karjan,21.90302,73.210746,582.0,140.0,314.0,268.0,64.95,1.406,1,1.0,0.0,0,1,0,23.0,42.0,92.5,12.15,1.258,0.0,1091.2,250.4,41.4,3,0.49,0.11,0.46,33.4,0.7363770250368188,0.0106951871657754,483.25952170062004,267.72,0.64676,0.29877000000000004
521140,Kambola,Karjan,22.040465,73.053253,1244.0,311.0,620.0,624.0,53.54,1.296,0,0.0,0.0,1,2,0,8.0,43.0,92.5,12.15,1.748,0.0,1105.6,245.6,37.8,3,0.49,0.1,0.424,65.3,0.5411255411255411,0.0106951871657754,402.32896652110617,527.456,0.549504,0.22700959999999998
521202,Ropa,Karjan,21.890067,73.20414,729.0,156.0,377.0,352.0,60.22,3.878,1,0.0,1.0,0,2,0,20.0,55.0,100.0,13.5,1.983,0.0,1089.4,248.8,36.0,2,0.57,0.31,0.421,45.2,0.48007681228996635,0.009900990099009901,365.2028159570902,306.909,1.632638,0.2535262
521204,Hirjipura,Karjan,21.896063,73.215054,212.0,55.0,105.0,107.0,58.49,1.395,1,1.0,0.0,0,1,1,23.0,42.0,95.0,12.6,0.813,0.0,1100.2,249.6,44.4,3,0.49,0.11,0.491,13.0,1.095290251916758,0.010416666666666666,606.8394925537783,104.092,0.684945,0.2871859
521201,Rarod,Karjan,21.873413,73.196423,1335.0,313.0,686.0,649.0,53.26,1.943,0,0.0,0.0,0,2,1,8.0,65.0,87.5,11.25,3.436,0.05,1057.0,248.0,27.1,2,0.51,0.16,0.325,56.6,0.2828054298642534,0.011299435028248588,238.27772768259695,433.875,0.631475,0.173095
521200,Oz,Karjan,21.87564,73.180678,1616.0,341.0,824.0,792.0,46.35,1.758,0,0.0,0.0,1,2,0,12.0,62.0,95.0,12.6,2.402,0.0,1093.0,248.0,33.0,2,0.5,0.14,0.381,79.0,0.39968025579536365,0.010416666666666666,321.28159905937684,615.696,0.669798,0.17659350000000001
521205,Bakapur,Karjan,21.890455,73.218039,114.0,24.0,54.0,60.0,79.82,0.613,1,1.0,0.0,1,1,0,23.0,42.0,100.0,13.5,0.622,0.0,1094.8,240.8,52.9,4,0.47,0.05,0.498,6.7,1.3850415512465375,0.009900990099009901,674.9691738594328,56.772,0.305274,0.39750359999999996
521208,Malod,Karjan,21.875783,73.219811,587.0,115.0,314.0,273.0,13.63,3.413,1,0.0,1.0,0,1,0,20.0,55.0,100.0,13.5,1.277,0.0,1091.2,248.0,40.9,3,0.55,0.27,0.467,39.2,0.7262164124909223,0.009900990099009901,479.2270531400966,274.129,1.593871,0.0636521
521207,Sayar,Karjan,21.857272,73.234331,2364.0,491.0,1192.0,1172.0,16.07,2.926,1,1.0,0.0,1,2,0,15.0,67.0,100.0,13.5,1.034,0.001,1121.8,248.0,44.1,3,0.54,0.23,0.482,157.7,0.8818342151675485,0.009900990099009901,551.5240904621436,1139.4479999999999,1.410332,0.0774574
521209,Sagdol,Karjan,21.861315,73.214469,1022.0,231.0,521.0,501.0,55.77,2.044,0,0.0,0.0,1,2,0,15.0,70.0,95.0,12.6,2.723,0.0,1091.2,248.0,30.8,2,0.51,0.16,0.36,48.0,0.35423308537017356,0.010416666666666666,293.0969648133226,367.91999999999996,0.7358399999999999,0.20077200000000003
521210,Pura,Karjan,21.84658,73.185721,1149.0,239.0,608.0,541.0,48.74,2.082,1,1.0,0.0,0,2,0,16.0,76.0,102.5,14.4,1.525,0.0,1112.8,247.2,40.9,3,0.51,0.17,0.443,67.0,0.6153846153846154,0.00966183574879227,440.71287128712873,509.007,0.922326,0.2159182
521213,Nani Koral,Karjan,21.836794,73.222085,723.0,157.0,377.0,346.0,47.72,1.38,1,1.0,1.0,1,1,0,16.0,52.0,105.0,14.4,0.797,0.001,1094.8,245.6,45.6,3,0.49,0.11,0.49,44.2,1.1148272017837235,0.009433962264150943,609.2376182526432,354.27,0.6761999999999999,0.233828
521211,Moti Koral,Karjan,21.835705,73.206877,2809.0,602.0,1437.0,1372.0,7.19,4.168,1,1.0,0.0,0,2,1,15.0,78.0,100.0,13.5,0.955,0.001,1112.8,245.6,44.7,3,0.58,0.33,0.493,207.2,0.9478672985781991,0.009900990099009901,569.2071611253197,1384.837,2.054824,0.035446700000000005
521235,Mota Karala,Sinor,21.985864,73.394809,1932.0,460.0,998.0,934.0,72.15,2.128,0,0.0,0.0,2,2,1,15.0,52.0,102.5,13.95,3.118,0.05,1094.8,246.4,28.3,2,0.51,0.17,0.331,84.2,0.3107520198881293,0.00966183574879227,265.8572122389509,639.4920000000001,0.7043680000000001,0.23881650000000001
521236,Simli,Sinor,21.984892,73.361907,1695.0,377.0,902.0,793.0,61.06,2.008,0,0.0,0.0,2,3,1,18.0,52.0,97.5,13.5,1.356,0.0,1103.8,247.2,40.3,3,0.51,0.16,0.455,100.6,0.6868131868131867,0.01015228426395939,468.50594227504246,771.225,0.91364,0.27782300000000004
521229,Utraj,Sinor,21.982802,73.275034,1851.0,431.0,996.0,855.0,33.55,2.738,1,0.0,1.0,2,3,1,10.0,42.0,102.5,13.95,0.901,0.0,1096.6,249.6,44.1,3,0.53,0.22,0.491,124.7,0.9990009990009989,0.00966183574879227,576.8542872172541,908.841,1.344358,0.16473049999999997
521238,Tersa,Sinor,21.979599,73.329423,761.0,166.0,393.0,368.0,53.35,2.408,0,0.0,0.0,1,2,0,25.0,45.0,107.5,14.85,1.68,0.001,1100.2,247.2,38.6,3,0.52,0.19,0.434,44.2,0.5617977528089888,0.009216589861751152,410.52238805970154,330.274,1.045072,0.231539
521239,Manjrol,Sinor,21.958358,73.313963,1903.0,415.0,1004.0,899.0,29.16,2.068,1,0.0,1.0,0,2,0,28.0,45.0,97.5,13.05,0.228,0.0,1098.4,248.8,49.6,3,0.51,0.17,0.535,134.0,3.048780487804878,0.01015228426395939,894.4625407166125,1018.105,1.1063800000000001,0.15600600000000003
521237,Kukas,Sinor,21.968984,73.339508,1885.0,423.0,945.0,940.0,31.25,2.417,0,0.0,0.0,2,2,1,25.0,42.0,100.0,13.05,0.487,0.0,1103.8,248.0,46.5,3,0.52,0.19,0.518,130.7,1.7035775127768313,0.009900990099009901,742.2999327505042,976.4300000000001,1.252006,0.161875
521228,Bavaliya,Sinor,21.972337,73.245191,851.0,184.0,429.0,422.0,55.46,1.351,1,0.0,1.0,0,2,0,10.0,45.0,92.5,12.15,2.05,0.002,1094.8,248.8,35.6,2,0.49,0.11,0.404,42.9,0.46511627906976744,0.0106951871657754,358.95081967213116,343.80400000000003,0.5458040000000001,0.22405840000000002
521244,Mota Fofaliya,Sinor,21.962219,73.372037,2235.0,549.0,1191.0,1044.0,50.78,2.37,0,0.0,0.0,2,3,1,20.0,55.0,105.0,14.4,2.326,0.0,1100.2,244.0,33.4,2,0.52,0.19,0.387,115.8,0.4122011541632316,0.009433962264150943,330.78773301262777,864.945,0.9171900000000001,0.19651860000000002
521241,Diver,Sinor,21.948215,73.272071,1252.0,298.0,642.0,610.0,48.8,1.276,0,0.0,0.0,1,2,1,25.0,45.0,107.5,14.85,1.346,0.001,1087.6,250.4,40.7,3,0.49,0.1,0.454,70.3,0.6915629322268325,0.009216589861751152,463.5976129582267,568.408,0.579304,0.221552
521240,Mindhol,Sinor,21.952392,73.295069,1517.0,317.0,808.0,709.0,21.29,1.662,0,0.0,0.0,2,3,0,24.0,43.0,105.0,12.6,0.238,0.001,1085.8,249.6,48.8,3,0.5,0.13,0.533,102.8,2.958579881656805,0.009433962264150943,877.0597738287561,808.561,0.885846,0.1134757
521249,Kanjetha,Sinor,21.945834,73.354149,786.0,193.0,411.0,375.0,47.07,0.872,0,0.0,0.0,0,3,1,23.0,65.0,97.5,13.05,1.74,0.001,1091.2,246.4,38.0,3,0.48,0.07,0.423,40.0,0.5434782608695652,0.01015228426395939,398.24817518248176,332.478,0.36885599999999996,0.1991061
521253,Zanzad,Sinor,21.934401,73.397659,1418.0,362.0,751.0,667.0,43.58,1.682,0,0.0,0.0,1,2,1,23.0,60.0,105.0,14.4,1.923,0.0,1102.0,246.4,36.6,3,0.5,0.13,0.413,74.4,0.49431537320810676,0.009433962264150943,377.0099213137188,585.634,0.6946659999999999,0.1799854
521248,Ambali,Sinor,21.941445,73.383561,765.0,191.0,380.0,385.0,59.22,1.587,0,0.0,0.0,2,2,0,25.0,60.0,110.0,15.3,1.725,0.0,1103.8,245.6,37.5,3,0.5,0.13,0.427,41.5,0.547945205479452,0.009009009009009009,405.0642201834862,326.655,0.677649,0.25286939999999997
521243,Damapura,Sinor,21.938019,73.340071,692.0,159.0,362.0,330.0,42.34,1.524,0,0.0,0.0,0,3,0,24.0,60.0,102.5,13.95,2.048,0.001,1096.6,248.0,35.7,2,0.5,0.12,0.405,35.3,0.46554934823091243,0.00966183574879227,359.77690288713904,280.26,0.6172200000000001,0.17147700000000005
521242,Surasamal,Sinor,21.935182,73.299184,1982.0,407.0,994.0,988.0,32.19,1.787,0,0.0,0.0,2,3,0,25.0,48.0,95.0,12.6,1.372,0.0,1082.2,250.4,40.6,3,0.5,0.14,0.454,115.4,0.6793478260869564,0.010416666666666666,456.239460370995,899.828,0.811298,0.14614259999999998
521250,Sinor,Sinor,21.913786,73.32889,8041.0,1806.0,4135.0,3906.0,24.35,4.964,1,1.0,0.0,1,3,1,27.0,65.0,102.5,13.95,1.535,0.0,1102.0,250.4,39.4,3,0.6,0.4,0.457,578.8,0.6116207951070336,0.00966183574879227,434.71400394477314,3674.737,2.2685480000000005,0.11127950000000002
521251,Mandva,Sinor,21.916101,73.302506,1756.0,351.0,894.0,862.0,23.29,3.76,0,0.0,0.0,0,3,0,28.0,65.0,112.5,15.75,2.035,0.0,1089.4,248.0,35.5,2,0.56,0.3,0.415,106.6,0.46838407494145196,0.00881057268722467,358.9456342668863,728.74,1.5603999999999998,0.09665349999999999
521252,Malsar,Sinor,21.900312,73.310124,2284.0,564.0,1159.0,1125.0,46.23,2.827,1,1.0,0.0,1,2,1,32.0,63.0,117.5,16.2,1.418,0.0,1105.6,246.4,40.7,3,0.53,0.23,0.453,143.2,0.6587615283267457,0.008438818565400843,457.2373862696443,1034.652,1.280631,0.2094219
521139,Bodaka,Karjan,22.051885,73.042031,1292.0,291.0,664.0,628.0,31.81,2.091,1,1.0,0.0,0,2,0,12.0,47.0,97.5,13.05,0.945,0.0,1103.8,245.6,43.9,3,0.51,0.17,0.483,82.1,0.9569377990430623,0.01015228426395939,567.5064267352185,624.036,1.009953,0.15364229999999998
521148,Juni Jitharadi,Karjan,22.036119,73.142535,1417.0,328.0,731.0,686.0,45.31,3.499,1,1.0,0.0,1,3,1,3.0,7.0,105.0,14.4,1.564,0.001,1114.6,248.0,39.6,3,0.55,0.28,0.447,91.2,0.6009615384615384,0.009433962264150943,434.71138845553816,633.399,1.5640530000000001,0.2025357
521149,Miyagam,Karjan,22.024358,73.081515,5416.0,1106.0,2788.0,2628.0,9.47,2.49,1,0.0,1.0,1,3,1,3.0,45.0,95.0,12.6,1.155,0.001,1093.0,247.2,41.5,3,0.52,0.2,0.471,344.4,0.796812749003984,0.010416666666666666,507.1925754060324,2550.9359999999997,1.17279,0.0446037
521147,Navi Jithardi,Karjan,22.033466,73.159902,502.0,105.0,255.0,247.0,44.22,1.812,0,0.0,0.0,1,3,0,4.0,40.0,107.5,14.85,1.702,0.001,1112.8,247.2,38.8,3,0.5,0.14,0.429,27.6,0.5549389567147613,0.009216589861751152,411.8430792005922,215.358,0.777348,0.18970379999999998
521138,Sanpa,Karjan,22.034048,73.012524,2120.0,449.0,1082.0,1038.0,40.05,1.941,0,0.0,0.0,1,2,0,14.0,50.0,90.0,11.7,2.008,0.0,1096.6,246.4,37.1,3,0.51,0.16,0.413,114.3,0.47438330170777987,0.01098901098901099,364.56117021276594,875.56,0.8016329999999999,0.16540649999999998
521154,Bharthana,Karjan,22.010464,73.135645,1761.0,364.0,904.0,857.0,39.52,1.865,0,0.0,0.0,0,2,1,5.0,40.0,100.0,13.5,0.611,0.001,1098.4,247.2,46.5,3,0.51,0.15,0.507,115.5,1.4064697609001406,0.009900990099009901,681.8125387957791,892.827,0.945555,0.20036640000000003
521037,Karnali,Dabhoi,21.984619,73.497232,2084.0,470.0,1068.0,1016.0,47.36,1.857,1,1.0,1.0,0,2,1,22.0,56.0,90.0,11.7,1.338,0.001,1073.2,245.6,41.5,3,0.51,0.15,0.46,124.0,0.6954102920723226,0.01098901098901099,459.02480752780156,958.64,0.85422,0.21785600000000002
521035,Bhimpura,Dabhoi,21.987198,73.436545,232.0,63.0,125.0,107.0,84.05,0.847,1,1.0,0.0,0,2,0,22.0,56.0,95.0,13.05,0.197,0.0,1094.8,247.2,48.7,3,0.48,0.07,0.532,14.9,3.3670033670033663,0.010416666666666666,914.6198830409356,123.424,0.450604,0.44714600000000004
521036,Nanderiya,Dabhoi,21.977089,73.428682,554.0,132.0,297.0,257.0,32.49,1.063,1,1.0,0.0,0,2,0,22.0,57.0,102.5,13.95,0.922,0.0,1094.8,247.2,43.9,3,0.48,0.09,0.481,32.7,0.9784735812133072,0.00966183574879227,569.614984391259,266.474,0.511303,0.1562769
521245,Bithali,Sinor,21.968351,73.408341,1045.0,256.0,528.0,517.0,53.3,1.762,0,0.0,0.0,2,2,1,20.0,52.0,100.0,13.5,2.555,0.0,1107.4,244.8,32.4,2,0.5,0.14,0.369,49.5,0.3766478342749529,0.009900990099009901,311.5049226441632,385.605,0.650178,0.19667699999999996
521246,Dariapura,Sinor,21.961805,73.426855,315.0,80.0,177.0,138.0,62.54,1.312,0,0.0,0.0,0,2,0,15.0,56.0,107.5,14.85,1.315,0.0,1093.0,246.4,41.3,3,0.49,0.1,0.455,17.7,0.7067137809187279,0.009216589861751152,472.1382289416847,143.32500000000002,0.59696,0.284557
521247,Moletha,Sinor,21.942678,73.417418,1402.0,324.0,728.0,674.0,57.7,1.119,1,1.0,0.0,2,2,0,20.0,58.0,105.0,14.4,2.515,0.001,1075.0,248.0,32.5,2,0.48,0.09,0.37,63.6,0.3824091778202677,0.009433962264150943,305.8321479374111,518.74,0.41403,0.21349
521254,Barkal,Sinor,21.926138,73.414838,1896.0,466.0,986.0,910.0,54.27,3.286,1,0.0,1.0,1,0,1,25.0,56.0,115.0,16.2,1.342,0.001,1094.8,244.8,41.2,3,0.55,0.26,0.461,123.9,0.6934812760055478,0.008620689655172414,467.46370623398803,874.056,1.5148460000000001,0.25018470000000004
521150,Mangrol,Karjan,22.010746,73.042253,1485.0,316.0,785.0,700.0,45.05,1.672,0,0.0,0.0,0,3,0,9.0,47.0,95.0,12.6,0.767,0.001,1100.2,247.2,44.9,3,0.5,0.13,0.495,93.4,1.1534025374855825,0.010416666666666666,622.6372382569327,735.075,0.8276399999999999,0.2229975
521153,Vadava,Karjan,22.016245,73.117332,63.0,19.0,33.0,30.0,68.25,0.223,1,0.0,1.0,0,2,0,5.0,40.0,97.5,13.05,0.611,0.001,1102.0,247.2,45.9,3,0.46,0.05,0.5,3.7,1.4064697609001406,0.01015228426395939,684.0471756672874,31.5,0.1115,0.34125
521155,Bharthali,Karjan,22.012236,73.158012,697.0,158.0,355.0,342.0,58.97,1.636,1,0.0,1.0,0,2,0,4.0,40.0,102.5,13.95,0.26,0.001,1109.2,247.2,49.7,3,0.5,0.13,0.53,47.0,2.7777777777777777,0.00966183574879227,880.3174603174604,369.41,0.86708,0.312541
521161,Sandarna,Karjan,22.009674,73.171879,621.0,138.0,327.0,294.0,52.5,2.326,1,0.0,1.0,1,2,0,8.0,35.0,107.5,14.85,0.632,0.001,1118.2,246.4,45.8,3,0.52,0.19,0.507,42.2,1.366120218579235,0.009216589861751152,685.1715686274509,314.847,1.179282,0.266175
521053,Majatan,Padra,22.200015,72.946778,3288.0,629.0,1704.0,1584.0,1.61,7.195,1,0.0,1.0,1,2,0,17.0,42.0,100.0,13.5,1.851,0.0,1116.4,244.0,37.8,3,0.66,0.58,0.442,258.3,0.5125576627370579,0.009900990099009901,391.5819010873378,1453.296,3.18019,0.0071162
521068,Sandha,Padra,22.195533,72.9519,2600.0,531.0,1349.0,1251.0,0.96,7.715,1,0.0,1.0,1,2,0,16.0,45.0,97.5,13.05,1.412,0.0,1100.2,243.2,40.9,3,0.68,0.62,0.475,225.1,0.6613756613756614,0.01015228426395939,456.1359867330017,1235.0,3.6646249999999996,0.00456
521051,Dudhwada,Padra,22.188995,72.88756,1854.0,460.0,1001.0,853.0,17.96,3.02,1,0.0,1.0,1,2,1,26.0,46.0,90.0,11.7,1.525,0.001,1085.8,244.8,39.6,3,0.54,0.24,0.451,116.6,0.6153846153846154,0.01098901098901099,430.019801980198,836.154,1.36202,0.0809996
521069,Chitral,Padra,22.181074,72.94459,1728.0,351.0,885.0,843.0,4.34,4.645,0,0.0,0.0,1,1,1,19.0,35.0,105.0,14.4,0.343,0.001,1112.8,243.2,48.9,3,0.59,0.37,0.536,142.8,2.257336343115124,0.009433962264150943,828.5927029039464,926.2080000000001,2.4897199999999997,0.023262400000000003
521073,Gavasad,Padra,22.157491,72.945741,3613.0,780.0,1886.0,1727.0,9.38,3.815,1,0.0,1.0,1,3,1,18.0,35.0,95.0,12.6,0.205,0.001,1102.0,246.4,49.7,3,0.56,0.31,0.543,289.1,3.278688524590164,0.010416666666666666,914.5228215767635,1961.8590000000002,2.071545,0.05093340000000001
521070,Brahmanvasi,Padra,22.156645,72.87854,2175.0,430.0,1146.0,1029.0,5.24,3.68,1,0.0,1.0,1,2,0,10.0,46.0,95.0,12.6,1.139,0.001,1084.0,245.6,42.6,3,0.56,0.29,0.477,150.6,0.8071025020177562,0.010416666666666666,506.778868630201,1037.475,1.75536,0.0249948
521072,Gametha,Padra,22.158279,72.921893,3759.0,762.0,1967.0,1792.0,2.08,10.959,1,0.0,1.0,1,2,0,18.0,38.0,95.0,12.6,2.255,0.002,1093.0,246.4,34.3,2,0.78,0.75,0.432,319.7,0.42462845010615713,0.010416666666666666,335.7910906298003,1623.888,4.734287999999999,0.0089856
521071,Masar,Padra,22.138,72.902181,3552.0,764.0,1833.0,1719.0,11.97,2.61,1,0.0,1.0,1,3,1,13.0,45.0,92.5,12.15,0.556,0.001,1080.4,232.8,49.7,4,0.53,0.21,0.508,245.6,1.524390243902439,0.0106951871657754,694.3444730077122,1804.416,1.32588,0.0608076
521089,Kural,Padra,22.135169,72.92693,2659.0,569.0,1416.0,1243.0,11.36,4.731,1,0.0,1.0,1,3,0,15.0,38.0,95.0,12.6,2.358,0.001,1091.2,244.8,33.4,2,0.59,0.38,0.396,163.5,0.4068348250610252,0.010416666666666666,324.95533055390115,1052.964,1.8734760000000001,0.0449856
521092,Pindapa,Padra,22.118469,72.939888,1572.0,302.0,828.0,744.0,3.31,2.278,1,1.0,1.0,1,2,0,15.0,40.0,97.5,13.05,1.529,0.001,1103.8,244.8,41.8,3,0.52,0.18,0.443,92.4,0.6138735420503376,0.01015228426395939,436.4570976670621,696.396,1.009154,0.014663299999999999
521091,Abhor,Padra,22.113757,72.911893,2304.0,472.0,1193.0,1111.0,8.2,3.076,1,0.0,1.0,1,3,1,13.0,36.0,92.5,12.15,0.455,0.001,1085.8,247.2,47.8,3,0.53,0.25,0.521,168.8,1.8018018018018016,0.0106951871657754,746.254295532646,1200.384,1.6025960000000001,0.042721999999999996
521038,Mahmadpura,Padra,22.291407,72.940406,1481.0,323.0,793.0,688.0,1.35,1.438,1,1.0,0.0,1,2,0,18.0,40.0,90.0,11.7,0.774,0.001,1138.0,228.0,59.2,5,0.49,0.12,0.489,91.3,1.1441647597254005,0.01098901098901099,641.488162344983,724.209,0.703182,0.006601500000000001
521047,Dabka,Padra,22.256706,72.942834,7345.0,1545.0,3963.0,3382.0,3.38,3.854,1,1.0,0.0,1,2,1,15.0,35.0,90.0,11.7,0.766,0.001,1112.8,241.6,46.1,3,0.57,0.31,0.507,548.8,1.1547344110854503,0.01098901098901099,630.1245753114382,3723.915,1.953978,0.0171366
521046,Sultanpura,Padra,22.262225,72.953614,892.0,167.0,462.0,430.0,3.48,2.983,1,1.0,1.0,1,2,0,17.0,37.0,85.0,11.25,0.158,0.001,1096.6,232.8,61.3,5,0.51,0.24,0.559,69.6,3.875968992248062,0.011627906976744186,946.9775474956822,498.62800000000004,1.6674970000000002,0.0194532
521050,Tithor,Padra,22.236859,72.879837,4916.0,1078.0,2630.0,2286.0,2.2,1.997,1,1.0,0.0,1,1,1,28.0,50.0,25.0,0.2,4.786,0.05,850.0,120.0,35.1,2,0.51,0.16,0.452,290.0,0.20466639377814166,0.038461538461538464,146.90632561354997,2222.032,0.9026440000000001,0.009944000000000001
521048,Pavda,Padra,22.236162,72.947623,2113.0,453.0,1130.0,983.0,0.0,3.753,1,1.0,1.0,1,2,0,16.0,34.0,97.5,13.05,1.983,0.001,1091.2,248.8,36.0,2,0.56,0.3,0.419,129.5,0.48007681228996635,0.01015228426395939,365.8062353335568,885.347,1.5725069999999999,0.0
521049,Chokari,Padra,22.224893,72.932033,8884.0,1811.0,4706.0,4178.0,2.45,6.438,1,1.0,1.0,1,1,1,22.0,50.0,97.5,13.05,2.802,0.0,1084.0,248.8,30.4,2,0.64,0.52,0.374,568.2,0.34458993797381116,0.01015228426395939,285.1130983692793,3322.616,2.407812,0.009163000000000001
521052,Karkhadi,Padra,22.211761,72.909747,4791.0,1100.0,2511.0,2280.0,9.41,2.886,1,1.0,1.0,1,2,1,24.0,44.0,92.5,12.15,3.811,0.05,1085.8,246.4,23.2,2,0.54,0.23,0.287,190.3,0.25568908207619534,0.0106951871657754,225.69112450633963,1375.0169999999998,0.828282,0.027006699999999998
521066,Vadu,Padra,22.209616,72.986248,9626.0,1916.0,5027.0,4599.0,3.66,11.014,0,0.0,0.0,1,3,1,12.0,29.0,97.5,13.05,2.512,0.0,1075.0,244.8,32.4,2,0.78,0.75,0.414,784.6,0.3828483920367534,0.01015228426395939,306.09339407744875,3985.1639999999998,4.5597959999999995,0.0151524
