village_code,village_name,subdistrict,latitude,longitude,geo_area_ha,pct_forest,pct_barren_uncultivable,pct_net_sown,pct_fallow,pct_pastures,pct_non_agri_builtup,irrigation_coverage_pct,cover_management_index_C_proxy,slope_deg_EXTERNAL_TOFILL,slope_length_m_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,soil_erodibility_K_EXTERNAL_TOFILL,rainfall_erosivity_R_EXTERNAL_TOFILL,support_practice_P_EXTERNAL_TOFILL,erosion_risk_score_TARGET,distance_to_river_km_EXTERNAL_TOFILL
521104,Bhadari,Padra,22.131602,73.046963,374.0,0.0,1.34,88.24,0.0,5.88,4.55,39.39,0.286,11.7,190.4,Alluvial Loamy Soil,0.303,473.8,0.75,0.92,0.537
521094,Sadra,Padra,22.129314,72.989277,784.0,0.0,2.55,88.9,0.0,2.93,3.7,24.39,0.294,12.15,195.8,Alluvial Loamy Soil,0.303,473.1,0.75,0.92,1.529
521102,Medhad,Padra,22.130513,73.090522,421.0,0.0,1.81,79.46,12.64,4.29,0.45,22.73,0.337,12.6,201.2,Alluvial Loamy Soil,0.309,484.3,0.75,0.92,0.097
521105,Gayapura,Padra,22.128234,73.022714,195.0,0.0,5.13,87.18,0.0,3.59,2.05,23.53,0.313,13.05,206.6,Alluvial Loamy Soil,0.293,470.5,0.75,0.92,0.632
521103,Husepur,Padra,22.125176,73.075912,430.0,0.0,0.0,84.55,4.55,4.77,5.68,80.65,0.288,12.6,201.2,Alluvial Loamy Soil,0.312,471.2,0.75,0.92,1.012
521106,Kanda,Padra,22.124838,73.006094,413.0,0.0,4.12,40.68,0.0,0.48,0.97,29.76,0.16,12.6,201.2,Alluvial Loamy Soil,0.3,474.5,0.9,0.92,0.494
521115,Sadad,Padra,22.114914,73.061825,400.0,0.0,2.59,88.08,0.0,6.48,1.3,70.59,0.297,11.25,185.0,Alluvial Loamy Soil,0.295,472.5,0.75,0.92,0.183
521114,Thikariya Math,Padra,22.118614,73.022857,187.0,0.0,4.81,83.96,0.0,1.07,6.95,50.96,0.297,11.7,190.4,Alluvial Loamy Soil,0.293,470.5,0.75,0.92,0.854
519872,Khalipur,Vadodara Rural,22.204744,73.165883,485.0,1.33,0.0,51.22,7.54,5.54,14.41,25.97,0.207,12.15,195.8,Alluvial Loamy Soil,0.317,474.5,0.9,0.92,0.214
519882,Karali,Vadodara Rural,22.173667,73.153527,317.0,0.0,3.16,85.44,6.33,1.58,2.53,62.96,0.325,12.15,195.8,Alluvial Loamy Soil,0.31,473.8,0.75,0.92,0.84
519883,Itola,Vadodara Rural,22.15177,73.142673,1554.0,0.0,8.82,86.1,0.0,4.57,0.51,10.46,0.345,12.6,201.2,Alluvial Loamy Soil,0.322,473.1,0.75,0.92,1.04
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,251.0,4.76,1.19,86.11,0.0,6.75,1.19,27.65,0.28,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.75,0.035,0.726
519896,Gosindra,Vadodara Rural,22.127304,73.126298,727.0,0.57,0.43,98.01,0.0,0.43,0.57,49.28,0.299,12.15,195.8,Alluvial Loamy Soil,0.308,473.8,0.75,0.92,0.437
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,369.0,0.0,0.0,87.74,0.0,5.57,6.69,31.75,0.272,12.15,195.8,Alluvial Loamy Soil,0.314,474.5,0.75,0.92,0.305
520921,Mahmadpura,Dabhoi,22.216605,73.282351,208.0,12.5,1.44,78.37,0.0,7.69,0.0,87.04,0.262,12.6,201.2,Deep Black Cotton Soil,0.306,475.8,0.75,0.92,0.572
520922,Palaswada,Dabhoi,22.209198,73.299901,675.0,0.0,0.0,83.83,0.0,16.17,0.0,100.0,0.276,11.7,190.4,Deep Black Cotton Soil,0.295,477.1,0.75,0.92,1.866
520938,Kaddhara,Dabhoi,22.206892,73.373629,709.0,0.0,3.39,85.75,0.0,0.0,10.86,97.86,0.288,13.05,206.6,Deep Black Cotton Soil,0.316,481.0,0.75,0.92,1.577
520920,Mosampura,Dabhoi,22.206209,73.27003,276.0,9.78,1.45,86.59,0.0,2.17,0.0,100.0,0.278,13.05,206.6,Deep Black Cotton Soil,0.318,477.7,0.75,0.92,1.873
520930,Valipura,Dabhoi,22.207937,73.317144,202.0,5.94,0.0,87.62,0.0,5.45,0.99,100.0,0.272,12.6,201.2,Deep Black Cotton Soil,0.297,471.8,0.75,0.92,1.762
520937,Kaddharapura,Dabhoi,22.211852,73.35813,121.0,0.0,4.1,85.25,0.0,0.0,10.66,100.0,0.293,13.5,212.0,Deep Black Cotton Soil,0.311,482.9,0.75,0.92,0.034
520929,Bhavpura,Dabhoi,22.207408,73.328601,169.0,5.92,2.37,86.98,0.0,4.73,0.0,100.0,0.291,12.6,201.2,Deep Black Cotton Soil,0.31,468.6,0.75,0.92,1.285
520940,Karali,Dabhoi,22.202326,73.400652,349.0,4.87,4.87,84.53,0.0,5.73,0.0,100.0,0.307,12.15,195.8,Deep Black Cotton Soil,0.348,480.3,0.75,0.92,0.503
520936,Abdalapura,Dabhoi,22.200262,73.353441,190.0,0.0,4.74,84.21,0.0,0.0,11.05,68.75,0.295,13.5,212.0,Deep Black Cotton Soil,0.315,480.3,0.75,0.92,0.777
520935,Vayadpur,Dabhoi,22.198432,73.342671,336.0,0.0,4.76,84.23,0.0,0.0,11.01,98.94,0.296,13.05,206.6,Deep Black Cotton Soil,0.307,473.1,0.75,0.92,0.518
520931,Kundhela,Dabhoi,22.188539,73.281796,1229.0,8.06,3.34,77.46,0.0,11.15,0.0,31.51,0.281,12.6,201.2,Deep Black Cotton Soil,0.306,475.1,0.75,0.92,1.73
520952,Gojali,Dabhoi,22.190698,73.378433,402.0,0.0,13.43,81.34,0.0,5.22,0.0,100.0,0.373,12.6,201.2,Deep Black Cotton Soil,0.345,481.0,0.75,0.92,0.297
520934,Bhilapur,Dabhoi,22.192919,73.325929,567.0,0.0,1.24,79.51,0.0,0.0,19.26,98.67,0.25,13.5,212.0,Deep Black Cotton Soil,0.316,474.5,0.75,0.92,0.968
520953,Banaiya,Dabhoi,22.184445,73.35092,151.0,0.0,21.19,77.48,0.0,1.32,0.0,91.45,0.425,11.25,185.0,Deep Black Cotton Soil,0.306,476.4,0.75,0.92,0.569
520951,Vasai,Dabhoi,22.173534,73.392085,844.0,7.7,17.54,69.91,0.0,4.86,0.0,100.0,0.376,12.15,195.8,Deep Black Cotton Soil,0.342,475.1,0.9,0.92,0.53
520932,Baherampura,Dabhoi,22.176949,73.301674,365.0,0.0,11.78,83.29,0.0,4.93,0.0,67.11,0.363,12.6,201.2,Deep Black Cotton Soil,0.31,467.3,0.75,0.92,0.446
520933,Navapur,Dabhoi,22.181324,73.316668,138.0,0.0,2.88,82.01,0.0,0.0,12.23,56.14,0.272,12.6,201.2,Deep Black Cotton Soil,0.309,470.5,0.75,0.92,0.163
520958,Ambav,Dabhoi,22.163756,73.364609,305.0,0.0,1.64,92.13,0.0,0.33,5.9,100.0,0.292,13.05,206.6,Deep Black Cotton Soil,0.349,473.8,0.75,0.92,2.263
520959,Puda,Dabhoi,22.17066,73.375582,559.0,0.0,6.79,86.79,0.0,6.43,0.0,58.85,0.331,11.25,185.0,Deep Black Cotton Soil,0.344,472.5,0.75,0.92,0.913
520957,Thuvavi,Dabhoi,22.160641,73.341034,1365.0,0.0,0.88,86.89,0.0,5.27,6.96,70.49,0.276,13.5,212.0,Deep Black Cotton Soil,0.31,481.0,0.75,0.92,0.608
520954,Rajli,Dabhoi,22.165455,73.323543,316.0,0.0,2.54,84.76,0.0,6.35,6.35,100.0,0.287,13.5,212.0,Deep Black Cotton Soil,0.305,477.7,0.75,0.92,0.558
520955,Anguthan,Dabhoi,22.159431,73.3033,757.0,0.0,10.29,81.4,0.0,4.49,3.83,100.0,0.344,14.4,222.8,Deep Black Cotton Soil,0.299,472.5,0.75,0.92,0.612
520960,Hansapura,Dabhoi,22.153796,73.382468,299.0,0.0,11.07,79.87,0.0,5.03,4.03,100.0,0.347,11.7,190.4,Deep Black Cotton Soil,0.356,475.1,0.75,0.92,1.811
520961,Kajapur,Dabhoi,22.154333,73.39991,189.0,0.0,3.16,84.21,0.0,12.63,0.0,100.0,0.3,11.7,190.4,Deep Black Cotton Soil,0.357,482.9,0.75,0.92,0.224
520972,Vega,Dabhoi,22.14562,73.385446,333.0,0.0,18.07,75.3,0.0,4.22,2.41,23.2,0.395,11.7,190.4,Deep Black Cotton Soil,0.361,477.1,0.75,0.92,1.96
520974,Borbar,Dabhoi,22.136422,73.338357,785.0,7.14,3.06,84.44,0.0,5.36,0.0,75.53,0.29,12.6,201.2,Deep Black Cotton Soil,0.339,473.1,0.75,0.92,1.587
520956,Nariya,Dabhoi,22.138527,73.302603,678.0,0.0,2.65,84.07,0.0,13.27,0.0,56.14,0.296,14.4,222.8,Deep Black Cotton Soil,0.31,473.8,0.75,0.92,1.927
520971,Fartikui,Dabhoi,22.141432,73.372255,280.0,0.0,9.32,85.3,0.0,5.38,0.0,15.97,0.348,12.6,201.2,Deep Black Cotton Soil,0.345,473.8,0.75,0.6859999999999999,3.384
520975,Thikariya,Dabhoi,22.129972,73.310806,230.0,0.0,6.52,88.26,0.0,5.22,0.0,92.61,0.331,12.15,195.8,Deep Black Cotton Soil,0.311,474.5,0.75,0.92,1.704
520976,Dangikuva,Dabhoi,22.127059,73.277309,284.0,0.0,0.35,89.44,0.0,10.21,0.0,78.74,0.287,15.3,233.6,Deep Black Cotton Soil,0.31,472.5,0.75,0.92,2.236
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,227.0,0.0,4.85,87.22,0.0,5.73,1.32,22.73,0.314,11.7,190.4,Alluvial Loamy Soil,0.309,472.5,0.75,0.92,1.614
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,393.0,0.0,7.89,80.66,0.0,4.83,1.27,6.31,0.32,11.7,190.4,Alluvial Loamy Soil,0.317,473.1,0.75,0.92,1.202
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,1356.0,0.5,0.0,66.04,31.01,0.0,1.13,7.6,0.384,13.95,217.4,Alluvial Loamy Soil,0.302,471.2,0.9,0.92,2.303
519873,Varnama,Vadodara Rural,22.180305,73.185476,1762.0,0.0,0.0,73.63,2.57,4.12,0.39,17.03,0.242,12.6,201.2,Alluvial Loamy Soil,0.309,484.9,0.75,0.92,1.62
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,377.0,0.0,8.22,86.74,0.0,4.77,0.27,46.63,0.341,14.4,222.8,Alluvial Loamy Soil,0.316,471.8,0.75,0.92,1.944
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,370.0,0.0,0.46,47.7,29.49,5.07,5.53,48.31,0.332,13.05,206.6,Alluvial Loamy Soil,0.31,473.8,0.9,0.92,0.896
519879,Patarveni,Vadodara Rural,22.173582,73.25714,384.0,0.0,3.86,81.23,2.57,2.83,1.29,22.15,0.298,12.6,201.2,Alluvial Loamy Soil,0.307,476.4,0.75,0.92,0.514
519875,Shahpura,Vadodara Rural,22.177526,73.236638,320.0,0.0,0.0,71.07,0.0,5.97,8.18,22.12,0.222,13.05,206.6,Alluvial Loamy Soil,0.303,472.5,0.75,0.92,0.256
519878,Samaspura,Vadodara Rural,22.177009,73.265683,344.0,0.0,3.82,79.3,0.0,3.18,3.5,68.27,0.277,12.6,201.2,Alluvial Loamy Soil,0.311,480.3,0.75,0.92,0.008
519887,Hansapura,Vadodara Rural,22.163973,73.244571,193.0,1.55,10.88,64.25,0.0,6.74,16.06,40.32,0.301,12.6,201.2,Alluvial Loamy Soil,0.306,473.8,0.9,0.92,1.366
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,148.0,1.46,2.19,84.67,0.0,2.19,1.46,51.72,0.277,14.4,222.8,Alluvial Loamy Soil,0.312,473.1,0.75,0.92,1.072
519881,Fatepura,Vadodara Rural,22.166403,73.223225,173.0,0.0,0.0,87.93,3.45,5.75,1.15,19.61,0.293,12.6,201.2,Alluvial Loamy Soil,0.305,475.8,0.75,0.92,0.114
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,188.0,0.0,0.0,79.26,0.0,3.72,5.85,26.85,0.243,12.15,195.8,Alluvial Loamy Soil,0.308,469.2,0.75,0.92,1.132
519886,Kajapur,Vadodara Rural,22.156066,73.213603,270.0,0.0,0.0,89.26,0.0,5.19,5.19,24.9,0.276,13.05,206.6,Alluvial Loamy Soil,0.303,466.6,0.75,0.92,0.375
519891,Salad,Vadodara Rural,22.148334,73.2608,803.0,0.5,4.86,88.54,0.0,0.37,0.5,8.44,0.31,13.5,212.0,Alluvial Loamy Soil,0.305,477.7,0.75,0.92,1.224
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,199.0,0.0,0.0,78.89,0.0,7.04,10.55,25.48,0.247,12.6,201.2,Alluvial Loamy Soil,0.306,472.5,0.75,0.92,0.899
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,279.0,0.0,0.0,83.04,13.15,1.38,1.38,12.5,0.33,14.85,228.2,Alluvial Loamy Soil,0.304,473.8,0.75,0.92,2.288
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,128.0,0.0,1.56,70.31,0.0,3.12,1.56,33.33,0.23,12.15,195.8,Alluvial Loamy Soil,0.311,471.2,0.75,0.92,0.522
519894,Por,Vadodara Rural,22.134139,73.195065,613.0,0.0,0.0,63.62,0.0,12.89,19.58,41.03,0.21,11.7,190.4,Alluvial Loamy Soil,0.311,475.8,0.9,0.92,0.603
519900,Ankhi,Vadodara Rural,22.129567,73.203911,377.0,5.03,2.38,86.51,0.0,0.0,6.08,30.58,0.282,11.7,190.4,Alluvial Loamy Soil,0.309,469.9,0.75,0.92,1.27
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,148.0,0.0,0.0,74.32,0.0,4.73,6.76,36.36,0.23,13.5,212.0,Alluvial Loamy Soil,0.304,475.8,0.75,0.92,0.347
519904,Runvad,Vadodara Rural,22.127215,73.239275,635.0,0.31,0.0,95.75,0.0,0.79,1.57,26.32,0.288,12.6,201.2,Alluvial Loamy Soil,0.315,471.2,0.75,0.92,1.37
519902,Ramnath,Vadodara Rural,22.134989,73.223695,288.0,15.97,1.74,78.47,0.0,0.0,3.82,35.4,0.254,12.15,195.8,Alluvial Loamy Soil,0.302,473.8,0.75,0.92,1.031
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,191.0,5.76,8.9,84.82,0.0,0.0,0.52,37.04,0.336,13.05,206.6,Alluvial Loamy Soil,0.302,477.7,0.75,0.92,2.324
521039,Jaspur,Padra,22.286455,73.060154,1575.0,0.89,8.25,61.9,0.0,0.0,28.95,45.33,0.26,11.7,190.4,Alluvial Loamy Soil,0.311,479.0,0.9,0.92,2.142
521043,Umaraya,Padra,22.268181,73.02998,539.0,18.25,8.38,59.59,0.0,5.03,7.45,93.75,0.265,12.6,201.2,Alluvial Loamy Soil,0.309,477.1,0.9,0.92,1.519
521041,Tajpura,Padra,22.266245,73.069227,333.0,0.0,0.65,96.75,0.0,1.62,0.97,67.11,0.299,14.85,228.2,Alluvial Loamy Soil,0.306,479.0,0.75,0.92,2.688
521042,Luna,Padra,22.26456,73.049273,448.0,0.0,0.6,61.11,24.21,1.59,12.1,64.94,0.336,12.6,201.2,Alluvial Loamy Soil,0.309,478.4,0.9,0.6859999999999999,3.248
521040,Sangma,Padra,22.264793,73.087969,329.0,0.0,6.08,86.02,0.0,1.22,3.65,75.97,0.315,14.4,222.8,Alluvial Loamy Soil,0.31,476.4,0.75,0.92,2.153
521044,Ekalbara,Padra,22.256383,73.017797,593.0,0.0,11.91,77.66,0.0,9.57,0.43,68.49,0.355,13.5,212.0,Alluvial Loamy Soil,0.307,475.8,0.75,0.92,1.567
521045,Mujpur,Padra,22.245552,72.992466,889.0,0.0,7.31,72.55,0.0,4.95,15.19,53.49,0.291,13.5,212.0,Alluvial Loamy Soil,0.313,481.0,0.75,0.92,1.39
521058,Dabhasa,Padra,22.23737,73.038788,1199.0,0.0,3.25,81.9,0.17,0.33,14.35,77.92,0.276,12.6,201.2,Alluvial Loamy Soil,0.307,475.8,0.75,0.92,2.848
521059,Sokhdakhurd,Padra,22.244837,73.11375,447.0,0.22,0.44,95.78,1.78,0.44,0.22,48.72,0.303,13.5,212.0,Alluvial Loamy Soil,0.316,477.1,0.75,0.92,0.774
521057,Mahuvad,Padra,22.234796,73.013282,483.0,0.0,1.25,87.53,0.0,3.33,7.9,92.64,0.279,13.95,217.4,Alluvial Loamy Soil,0.306,474.5,0.75,0.6859999999999999,3.495
521061,Darapura,Padra,22.228044,73.106676,408.0,0.0,0.49,80.49,0.98,0.24,17.8,90.91,0.252,11.25,185.0,Alluvial Loamy Soil,0.301,469.2,0.75,0.92,0.815
521060,Patod,Padra,22.225549,73.120499,511.0,0.0,0.78,87.18,1.17,1.55,6.02,2.45,0.278,11.25,185.0,Alluvial Loamy Soil,0.31,471.8,0.75,0.92,0.61
521055,Narsipura,Padra,22.229941,72.973697,267.0,0.0,10.49,82.77,0.0,1.12,3.0,88.24,0.344,13.05,206.6,Alluvial Loamy Soil,0.299,476.4,0.75,0.92,2.452
521056,Dhobikuwa,Padra,22.22517,73.002439,197.0,0.0,0.0,90.86,0.0,0.0,9.14,72.07,0.273,13.5,212.0,Alluvial Loamy Soil,0.311,475.1,0.75,0.6859999999999999,3.864
521063,Latipura,Padra,22.222343,73.058454,350.0,0.0,0.27,84.49,12.83,0.53,0.0,78.48,0.334,12.6,201.2,Alluvial Loamy Soil,0.303,475.8,0.75,0.92,1.698
521062,Ghayaj,Padra,22.219221,73.082331,738.0,1.35,1.48,86.68,2.69,2.96,3.5,83.85,0.294,12.15,195.8,Alluvial Loamy Soil,0.323,473.1,0.75,0.92,0.541
521054,Somjipura,Padra,22.215018,72.968122,252.0,0.0,0.4,87.7,0.0,3.17,7.94,89.14,0.271,13.5,212.0,Alluvial Loamy Soil,0.304,477.1,0.75,0.6859999999999999,3.852
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,1099.0,13.19,0.0,59.6,0.0,6.73,15.92,65.65,0.192,11.25,185.0,Alluvial Loamy Soil,0.308,467.9,0.9,0.92,0.615
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,521.0,0.0,0.18,57.27,17.51,2.28,0.0,30.58,0.282,13.95,217.4,Alluvial Loamy Soil,0.302,477.7,0.9,0.92,1.283
519825,Rayaka,Vadodara Rural,22.439928,73.10356,595.0,5.03,10.05,71.69,7.37,0.0,2.01,35.05,0.351,12.15,195.8,Alluvial Loamy Soil,0.296,471.2,0.75,0.92,1.97
519826,Sankarda,Vadodara Rural,22.433457,73.127512,734.0,6.12,2.99,84.76,0.0,4.9,0.0,72.23,0.29,12.15,195.8,Alluvial Loamy Soil,0.301,471.8,0.75,0.92,0.706
519828,Sokhda,Vadodara Rural,22.424976,73.16211,1180.0,0.0,0.23,78.83,15.47,0.7,4.69,39.64,0.332,11.7,190.4,Alluvial Loamy Soil,0.297,473.8,0.75,0.92,1.726
519829,Padmala,Vadodara Rural,22.415159,73.132252,695.0,0.0,5.9,77.7,0.0,5.9,10.36,83.33,0.295,12.6,201.2,Alluvial Loamy Soil,0.303,472.5,0.75,0.92,1.325
519832,Ajod,Vadodara Rural,22.40144,73.158016,406.0,0.0,0.0,75.41,0.0,4.37,12.02,45.29,0.233,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.75,0.029,1.963
519831,Anagadh,Vadodara Rural,22.373755,73.080302,1137.0,12.5,2.02,56.69,0.0,0.0,10.92,89.29,0.191,12.15,195.8,Alluvial Loamy Soil,0.306,479.0,0.9,0.92,0.098
519836,Dhanora,Vadodara Rural,22.379574,73.097867,374.0,0.0,7.64,79.62,0.0,6.37,6.37,14.0,0.317,11.7,190.4,Alluvial Loamy Soil,0.307,477.1,0.75,0.92,1.065
519837,Kotna,Vadodara Rural,22.359605,73.058884,414.0,0.0,15.5,60.53,0.0,4.84,4.84,60.8,0.328,12.15,195.8,Alluvial Loamy Soil,0.301,476.4,0.9,0.92,1.13
519848,Khanpur,Vadodara Rural,22.318836,73.118396,193.0,0.0,0.47,64.79,18.78,8.45,0.47,43.48,0.324,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.049,0.822
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,1235.0,10.85,0.0,68.91,0.0,0.0,14.17,91.66,0.209,14.4,222.8,Alluvial Loamy Soil,0.31,475.8,0.9,0.92,1.714
519859,Chapad,Vadodara Rural,22.229309,73.156898,496.0,0.0,0.0,87.1,0.0,9.07,2.02,45.14,0.275,12.6,201.2,Alluvial Loamy Soil,0.316,473.8,0.75,0.92,0.748
519846,Ampad,Vadodara Rural,22.303464,73.085825,459.0,0.0,0.0,90.07,0.0,3.16,6.55,57.64,0.275,12.15,195.8,Alluvial Loamy Soil,0.311,479.7,0.75,0.92,1.537
519847,Mahapura,Vadodara Rural,22.302753,73.103757,130.0,0.0,0.0,90.77,0.0,0.0,0.0,84.75,0.272,13.95,217.4,Alluvial Loamy Soil,0.309,473.8,0.75,0.92,0.686
519845,Hinglot,Vadodara Rural,22.293659,73.078092,273.0,0.0,0.0,86.81,0.0,2.2,1.83,50.63,0.264,13.05,206.6,Alluvial Loamy Soil,0.302,476.4,0.75,0.92,1.694
519851,Raypura,Vadodara Rural,22.279864,73.09255,449.0,0.0,10.96,65.79,6.14,1.1,1.32,26.67,0.335,12.6,201.2,Alluvial Loamy Soil,0.31,473.1,0.9,0.92,1.848
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,165.0,0.0,9.43,89.94,0.0,0.63,0.0,79.02,0.356,13.5,212.0,Alluvial Loamy Soil,0.318,479.7,0.75,0.92,0.002
519853,Samiyala,Vadodara Rural,22.25584,73.124736,499.0,0.0,3.7,77.78,0.0,2.61,5.66,57.98,0.271,13.5,212.0,Alluvial Loamy Soil,0.315,479.0,0.75,0.92,0.106
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,614.0,0.0,27.69,64.98,0.0,0.0,6.19,27.57,0.444,12.15,195.8,Alluvial Loamy Soil,0.299,471.2,0.9,0.92,1.8
251214,Padra,Padra,22.244951,73.080335,0.0,,,,,,,,0.0,0.2,52.4,Alluvial Loamy Soil,0.15,387.6,0.9,0.02,0.16
520926,Kunvarwada,Dabhoi,22.252725,73.337496,612.0,0.0,1.47,83.69,0.0,14.85,0.0,100.0,0.287,11.7,190.4,Deep Black Cotton Soil,0.301,475.1,0.75,0.92,1.686
520927,Vanadra,Dabhoi,22.238186,73.364509,1368.0,5.12,0.8,87.06,0.0,0.0,0.0,62.97,0.269,12.15,195.8,Deep Black Cotton Soil,0.307,481.0,0.75,0.92,2.392
520925,Saguwada,Dabhoi,22.240843,73.32019,446.0,0.0,15.7,83.18,0.0,0.0,1.12,100.0,0.391,11.7,190.4,Deep Black Cotton Soil,0.308,477.7,0.75,0.92,1.437
520924,Malharpura,Dabhoi,22.238425,73.302594,178.0,0.0,0.0,79.66,0.0,6.21,6.21,26.24,0.248,11.7,190.4,Deep Black Cotton Soil,0.295,477.7,0.75,0.92,0.188
520939,Dholar,Dabhoi,22.222189,73.395816,847.0,3.03,5.48,81.45,2.33,7.7,0.0,85.96,0.32,12.6,201.2,Deep Black Cotton Soil,0.344,479.0,0.75,0.92,1.076
520928,Mavli,Dabhoi,22.221537,73.342496,629.0,0.0,8.74,83.31,0.0,7.95,0.0,91.6,0.341,13.05,206.6,Deep Black Cotton Soil,0.31,471.8,0.75,0.92,0.744
520923,Rasulpura,Dabhoi,22.22173,73.317514,277.0,6.12,0.0,84.53,0.0,5.04,0.0,48.94,0.262,12.15,195.8,Deep Black Cotton Soil,0.312,472.5,0.75,0.92,0.497
519818,Indrad,Savli,22.439792,73.273307,1046.0,0.0,3.92,83.44,0.0,5.93,6.7,80.28,0.294,12.15,195.8,Alluvial Loamy Soil,0.309,473.8,0.75,0.92,0.947
519817,Pilol,Savli,22.422196,73.230199,603.0,0.0,6.8,66.17,0.0,11.28,15.75,38.6,0.277,11.7,190.4,Alluvial Loamy Soil,0.296,469.2,0.9,0.92,0.339
519833,Asoj,Vadodara Rural,22.421,73.199415,1094.0,0.0,1.95,92.09,0.0,5.21,0.74,62.63,0.302,11.7,190.4,Alluvial Loamy Soil,0.284,471.2,0.75,0.92,0.704
519834,Virod,Vadodara Rural,22.394473,73.226574,1092.0,0.0,10.01,71.73,0.0,4.73,0.56,10.34,0.312,10.8,179.6,Alluvial Loamy Soil,0.3,466.6,0.75,0.92,1.235
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,321.0,7.31,0.0,74.09,0.0,5.65,2.66,13.45,0.232,11.7,190.4,Alluvial Loamy Soil,0.306,476.4,0.75,0.92,0.114
519838,Dena,Vadodara Rural,22.365988,73.221735,444.0,0.0,8.56,82.43,0.0,5.41,0.0,43.72,0.332,11.7,190.4,Alluvial Loamy Soil,0.307,477.1,0.75,0.92,0.198
519841,Kotali,Vadodara Rural,22.35516,73.235373,312.0,8.07,0.0,71.93,0.0,4.56,8.42,4.88,0.224,11.7,190.4,Alluvial Loamy Soil,0.307,478.4,0.75,0.92,1.044
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,483.0,13.5,0.0,64.16,0.0,2.88,12.83,34.48,0.199,12.6,201.2,Alluvial Loamy Soil,0.31,475.1,0.9,0.92,1.12
519849,Ankhol,Vadodara Rural,22.304008,73.270046,371.0,1.08,8.36,84.91,0.0,5.66,0.0,19.05,0.339,11.7,190.4,Alluvial Loamy Soil,0.318,472.5,0.75,0.92,0.99
519850,Khatamba,Vadodara Rural,22.286521,73.27036,363.0,0.0,1.38,72.73,0.0,12.4,8.54,13.26,0.249,12.6,201.2,Alluvial Loamy Soil,0.303,475.1,0.75,0.92,0.424
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,393.0,0.0,0.0,93.64,0.0,2.8,0.0,16.3,0.285,11.25,185.0,Alluvial Loamy Soil,0.307,479.0,0.75,0.92,0.14
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,477.0,0.0,0.46,76.43,0.0,4.58,1.6,23.95,0.24,11.25,185.0,Alluvial Loamy Soil,0.303,479.7,0.75,0.92,0.948
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,93.0,0.0,1.83,62.39,29.36,5.5,0.0,29.41,0.388,11.7,190.4,Alluvial Loamy Soil,0.302,477.7,0.9,0.92,0.253
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,295.0,0.0,0.0,73.02,10.79,5.04,0.36,27.09,0.291,11.25,185.0,Alluvial Loamy Soil,0.302,476.4,0.75,0.92,0.82
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,847.0,0.26,0.51,76.73,0.0,15.73,0.77,13.33,0.258,12.6,201.2,Alluvial Loamy Soil,0.303,479.7,0.75,0.92,0.308
519857,Vadadla,Vadodara Rural,22.248199,73.250718,395.0,0.0,1.01,71.65,0.0,6.08,0.0,10.6,0.233,11.25,185.0,Alluvial Loamy Soil,0.304,469.9,0.75,0.92,2.052
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,226.0,0.44,0.0,88.89,7.11,1.78,0.89,20.0,0.312,11.25,185.0,Alluvial Loamy Soil,0.304,474.5,0.75,0.92,0.296
519863,Navapura,Vadodara Rural,22.242051,73.265192,102.0,1.0,1.0,75.0,0.0,2.0,0.0,53.33,0.237,11.7,190.4,Alluvial Loamy Soil,0.308,477.1,0.75,0.92,0.796
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,507.0,0.0,4.54,78.11,0.0,6.71,10.65,30.3,0.285,12.15,195.8,Alluvial Loamy Soil,0.303,482.3,0.75,0.92,0.139
