village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,male_population,female_population,sc_st_population_share_pct,population_density_per_ha,surface_water_exposure,river_canal_present,tank_pond_lake_present,drainage_quality_score,road_connectivity_score,healthcare_access_score,nearest_town_dist_km,district_hq_dist_km,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,distance_to_river_km_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,rainfall_24hr_max_mm_EXTERNAL_TOFILL,historical_flood_inundation_pct_EXTERNAL_TOFILL,historical_flood_event_count_EXTERNAL_TOFILL,runoff_coefficient_EXTERNAL_TOFILL,building_footprint_density_EXTERNAL_TOFILL,flood_hazard_score_TARGET,flood_damage_estimate_TARGET
521161,Sandarna,Karjan,22.009674,73.171879,621.0,138.0,327.0,294.0,52.5,2.326,1,0.0,1.0,1,2,0,8.0,35.0,107.5,14.85,0.632,0.001,1118.2,246.4,45.8,3,0.52,0.19,0.507,42.2
521053,Majatan,Padra,22.200015,72.946778,3288.0,629.0,1704.0,1584.0,1.61,7.195,1,0.0,1.0,1,2,0,17.0,42.0,100.0,13.5,1.851,0.0,1116.4,244.0,37.8,3,0.66,0.58,0.442,258.3
521068,Sandha,Padra,22.195533,72.9519,2600.0,531.0,1349.0,1251.0,0.96,7.715,1,0.0,1.0,1,2,0,16.0,45.0,97.5,13.05,1.412,0.0,1100.2,243.2,40.9,3,0.68,0.62,0.475,225.1
521051,Dudhwada,Padra,22.188995,72.88756,1854.0,460.0,1001.0,853.0,17.96,3.02,1,0.0,1.0,1,2,1,26.0,46.0,90.0,11.7,1.525,0.001,1085.8,244.8,39.6,3,0.54,0.24,0.451,116.6
521069,Chitral,Padra,22.181074,72.94459,1728.0,351.0,885.0,843.0,4.34,4.645,0,0.0,0.0,1,1,1,19.0,35.0,105.0,14.4,0.343,0.001,1112.8,243.2,48.9,3,0.59,0.37,0.536,142.8
521073,Gavasad,Padra,22.157491,72.945741,3613.0,780.0,1886.0,1727.0,9.38,3.815,1,0.0,1.0,1,3,1,18.0,35.0,95.0,12.6,0.205,0.001,1102.0,246.4,49.7,3,0.56,0.31,0.543,289.1
521070,Brahmanvasi,Padra,22.156645,72.87854,2175.0,430.0,1146.0,1029.0,5.24,3.68,1,0.0,1.0,1,2,0,10.0,46.0,95.0,12.6,1.139,0.001,1084.0,245.6,42.6,3,0.56,0.29,0.477,150.6
521072,Gametha,Padra,22.158279,72.921893,3759.0,762.0,1967.0,1792.0,2.08,10.959,1,0.0,1.0,1,2,0,18.0,38.0,95.0,12.6,2.255,0.002,1093.0,246.4,34.3,2,0.78,0.75,0.432,319.7
521071,Masar,Padra,22.138,72.902181,3552.0,764.0,1833.0,1719.0,11.97,2.61,1,0.0,1.0,1,3,1,13.0,45.0,92.5,12.15,0.556,0.001,1080.4,232.8,49.7,4,0.53,0.21,0.508,245.6
521089,Kural,Padra,22.135169,72.92693,2659.0,569.0,1416.0,1243.0,11.36,4.731,1,0.0,1.0,1,3,0,15.0,38.0,95.0,12.6,2.358,0.001,1091.2,244.8,33.4,2,0.59,0.38,0.396,163.5
521092,Pindapa,Padra,22.118469,72.939888,1572.0,302.0,828.0,744.0,3.31,2.278,1,1.0,1.0,1,2,0,15.0,40.0,97.5,13.05,1.529,0.001,1103.8,244.8,41.8,3,0.52,0.18,0.443,92.4
521091,Abhor,Padra,22.113757,72.911893,2304.0,472.0,1193.0,1111.0,8.2,3.076,1,0.0,1.0,1,3,1,13.0,36.0,92.5,12.15,0.455,0.001,1085.8,247.2,47.8,3,0.53,0.25,0.521,168.8
521038,Mahmadpura,Padra,22.291407,72.940406,1481.0,323.0,793.0,688.0,1.35,1.438,1,1.0,0.0,1,2,0,18.0,40.0,90.0,11.7,0.774,0.001,1138.0,228.0,59.2,5,0.49,0.12,0.489,91.3
521047,Dabka,Padra,22.256706,72.942834,7345.0,1545.0,3963.0,3382.0,3.38,3.854,1,1.0,0.0,1,2,1,15.0,35.0,90.0,11.7,0.766,0.001,1112.8,241.6,46.1,3,0.57,0.31,0.507,548.8
521046,Sultanpura,Padra,22.262225,72.953614,892.0,167.0,462.0,430.0,3.48,2.983,1,1.0,1.0,1,2,0,17.0,37.0,85.0,11.25,0.158,0.001,1096.6,232.8,61.3,5,0.51,0.24,0.559,69.6
521050,Tithor,Padra,22.236859,72.879837,4916.0,1078.0,2630.0,2286.0,2.2,1.997,1,1.0,0.0,1,1,1,28.0,50.0,25.0,0.2,4.786,0.05,850.0,120.0,35.1,2,0.51,0.16,0.452,290.0
521048,Pavda,Padra,22.236162,72.947623,2113.0,453.0,1130.0,983.0,0.0,3.753,1,1.0,1.0,1,2,0,16.0,34.0,97.5,13.05,1.983,0.001,1091.2,248.8,36.0,2,0.56,0.3,0.419,129.5
521049,Chokari,Padra,22.224893,72.932033,8884.0,1811.0,4706.0,4178.0,2.45,6.438,1,1.0,1.0,1,1,1,22.0,50.0,97.5,13.05,2.802,0.0,1084.0,248.8,30.4,2,0.64,0.52,0.374,568.2
521052,Karkhadi,Padra,22.211761,72.909747,4791.0,1100.0,2511.0,2280.0,9.41,2.886,1,1.0,1.0,1,2,1,24.0,44.0,92.5,12.15,3.811,0.05,1085.8,246.4,23.2,2,0.54,0.23,0.287,190.3
521066,Vadu,Padra,22.209616,72.986248,9626.0,1916.0,5027.0,4599.0,3.66,11.014,0,0.0,0.0,1,3,1,12.0,29.0,97.5,13.05,2.512,0.0,1075.0,244.8,32.4,2,0.78,0.75,0.414,784.6
521082,Chansad,Padra,22.205561,73.144045,2775.0,634.0,1438.0,1337.0,39.93,1.603,1,1.0,1.0,1,2,1,7.0,24.0,90.0,11.7,1.688,0.001,1076.8,245.6,38.5,3,0.5,0.13,0.434,153.1
521064,Ranu,Padra,22.211772,73.031885,6092.0,1188.0,3208.0,2884.0,8.54,7.1,0,0.0,0.0,1,2,1,7.0,24.0,100.0,14.4,1.002,0.0,1085.8,247.2,43.8,3,0.66,0.57,0.502,540.2
521065,Bhoj,Padra,22.193754,73.008189,7072.0,1403.0,3658.0,3414.0,4.19,6.134,1,1.0,0.0,1,2,1,14.0,34.0,90.0,11.7,1.839,0.001,1103.8,247.2,38.0,3,0.63,0.49,0.444,526.3
521079,Sejakuva,Padra,22.198411,73.068203,2343.0,512.0,1212.0,1131.0,24.93,6.332,1,0.0,1.0,1,2,1,5.0,22.0,85.0,12.15,1.441,0.001,1093.0,244.8,43.1,3,0.64,0.51,0.494,196.6
521078,Pipli,Padra,22.2017,73.053223,2046.0,406.0,1051.0,995.0,11.49,5.115,1,0.0,1.0,1,1,0,7.0,22.0,95.0,12.15,1.373,0.001,1091.2,246.4,40.8,3,0.6,0.41,0.467,151.6
521081,Sareja,Padra,22.203683,73.113123,10.0,2.0,6.0,4.0,100.0,0.053,0,0.0,0.0,1,0,0,4.0,22.0,92.5,12.15,0.151,0.001,1084.0,244.8,48.4,3,0.45,0.05,0.529,0.6
521080,Goriyad,Padra,22.196894,73.091538,1943.0,429.0,1003.0,940.0,16.16,3.164,1,0.0,1.0,1,3,1,4.0,20.0,87.5,11.25,0.641,0.001,1085.8,244.8,47.0,3,0.54,0.25,0.524,143.2
521067,Vishrampura,Padra,22.193413,72.967121,2997.0,606.0,1538.0,1459.0,2.64,12.753,1,0.0,1.0,1,2,1,15.0,35.0,90.0,11.7,1.694,0.0,1094.8,243.2,39.2,3,0.83,0.75,0.482,284.4
521083,Madapur,Padra,22.186936,73.111059,865.0,182.0,447.0,418.0,24.86,2.912,1,0.0,1.0,1,2,0,5.0,20.0,92.5,12.15,0.793,0.001,1076.8,246.4,44.0,3,0.54,0.23,0.499,59.7
521076,Karnakuva,Padra,22.187439,72.979074,1289.0,283.0,667.0,622.0,8.69,8.425,0,0.0,0.0,1,3,0,14.0,34.0,95.0,13.05,0.685,0.0,1096.6,245.6,46.2,3,0.7,0.67,0.53,128.4
521077,Vadadla,Padra,22.188515,73.028952,927.0,180.0,478.0,449.0,12.94,3.511,1,1.0,1.0,1,2,0,9.0,25.0,90.0,11.7,0.667,0.0,1093.0,246.4,46.4,3,0.56,0.28,0.515,68.7
521085,Sadhi,Padra,22.161574,73.052519,3794.0,819.0,2007.0,1787.0,18.5,2.71,1,0.0,1.0,1,2,1,7.0,22.0,92.5,12.15,1.016,0.001,1084.0,246.4,42.9,3,0.53,0.22,0.481,250.5
521084,Amla,Padra,22.163586,73.07259,2129.0,449.0,1063.0,1066.0,11.65,2.083,1,0.0,1.0,1,2,1,7.0,23.0,85.0,10.8,1.323,0.001,1082.2,244.8,43.4,3,0.51,0.17,0.483,135.4
521098,Saras Vani,Padra,22.172324,73.097141,2305.0,511.0,1195.0,1110.0,28.37,2.115,1,0.0,1.0,1,3,1,7.0,22.0,90.0,11.7,0.645,0.001,1073.2,246.4,45.5,3,0.51,0.17,0.509,154.4
521074,Lola,Padra,22.177699,72.962268,1535.0,270.0,805.0,730.0,1.69,12.792,1,0.0,1.0,1,2,0,17.0,35.0,92.5,13.05,0.853,0.001,1105.6,245.6,44.8,3,0.83,0.75,0.538,162.6
521099,Shihor,Padra,22.173503,73.125801,915.0,184.0,477.0,438.0,28.63,1.993,1,1.0,1.0,1,2,0,6.0,18.0,92.5,12.15,0.053,0.001,1100.2,245.6,49.2,3,0.51,0.16,0.546,65.2
521075,Muval,Padra,22.170072,72.975278,4164.0,903.0,2177.0,1987.0,10.16,5.332,1,0.0,1.0,1,2,0,16.0,32.0,95.0,12.6,0.673,0.001,1078.6,245.6,45.5,3,0.61,0.43,0.517,346.3
521086,Anti,Padra,22.165322,73.0332,5055.0,837.0,2602.0,2453.0,5.48,5.857,1,0.0,1.0,1,2,0,9.0,30.0,90.0,12.15,0.112,0.001,1094.8,246.4,51.3,3,0.63,0.47,0.564,471.5
521087,Rajupura,Padra,22.168519,73.012009,1185.0,277.0,612.0,573.0,8.86,4.593,1,0.0,1.0,1,0,0,20.0,35.0,87.5,12.15,1.985,0.001,1091.2,245.6,38.7,3,0.59,0.37,0.438,80.0
521088,Jalalpur,Padra,22.161426,72.996259,2069.0,434.0,1064.0,1005.0,9.57,4.857,1,1.0,1.0,1,2,1,15.0,33.0,92.5,11.7,2.464,0.0,1085.8,245.6,32.8,2,0.6,0.39,0.39,126.2
521100,Thikariya Mubarak,Padra,22.156815,73.117238,425.0,90.0,227.0,198.0,35.29,2.56,1,1.0,1.0,1,2,0,6.0,18.0,92.5,12.15,0.157,0.002,1091.2,245.6,48.7,3,0.53,0.2,0.541,31.0
521096,Ambada,Padra,22.148851,73.018604,1021.0,244.0,561.0,460.0,11.85,1.34,1,0.0,1.0,1,2,1,14.0,20.0,92.5,11.7,2.156,0.001,1075.0,244.8,35.8,3,0.49,0.11,0.395,50.4
521101,Virpur,Padra,22.145269,73.103502,310.0,71.0,168.0,142.0,34.19,1.065,1,1.0,1.0,1,3,0,10.0,30.0,97.5,13.05,0.008,0.001,1102.0,244.0,49.6,3,0.48,0.09,0.544,20.7
521095,Kalyankui,Padra,22.14601,73.000385,627.0,141.0,326.0,301.0,11.0,2.93,1,1.0,1.0,1,2,0,15.0,15.0,90.0,11.7,2.51,0.0,1094.8,244.8,33.2,2,0.54,0.23,0.382,33.1
521093,Mobha,Padra,22.132009,72.969914,4796.0,973.0,2481.0,2315.0,3.98,3.609,1,0.0,1.0,1,2,1,22.0,38.0,92.5,12.15,1.41,0.001,1084.0,245.6,40.4,3,0.56,0.29,0.458,318.8
521104,Bhadari,Padra,22.131602,73.046963,1111.0,217.0,554.0,557.0,19.71,2.971,1,0.0,1.0,1,1,0,14.0,28.0,90.0,11.7,0.537,0.001,1087.6,246.4,47.2,3,0.54,0.24,0.521,80.7
521094,Sadra,Padra,22.129314,72.989277,2275.0,465.0,1201.0,1074.0,6.55,2.902,1,1.0,1.0,1,2,0,23.0,32.0,92.5,12.15,1.529,0.0,1085.8,244.0,39.8,3,0.54,0.23,0.446,140.4
521102,Medhad,Padra,22.130513,73.090522,695.0,147.0,378.0,317.0,62.16,1.651,1,1.0,0.0,1,3,0,10.0,30.0,95.0,12.6,0.097,0.002,1116.4,246.4,50.5,3,0.5,0.13,0.541,47.8
521105,Gayapura,Padra,22.128234,73.022714,581.0,139.0,308.0,273.0,10.84,2.979,0,0.0,0.0,1,1,0,10.0,26.0,97.5,13.05,0.632,0.001,1078.6,244.0,45.7,3,0.54,0.24,0.509,41.3
521103,Husepur,Padra,22.125176,73.075912,709.0,186.0,368.0,341.0,61.35,1.649,1,1.0,1.0,1,1,1,12.0,28.0,97.5,12.6,1.012,0.002,1080.4,244.8,42.7,3,0.5,0.13,0.477,43.0
521106,Kanda,Padra,22.124838,73.006094,763.0,169.0,392.0,371.0,15.47,1.847,1,0.0,1.0,1,2,0,16.0,33.0,95.0,12.6,0.494,0.0,1089.4,244.0,46.4,3,0.51,0.15,0.514,50.7
521115,Sadad,Padra,22.114914,73.061825,727.0,164.0,370.0,357.0,22.15,1.817,1,1.0,0.0,1,0,0,14.0,36.0,87.5,11.25,0.183,0.001,1084.0,246.4,50.3,3,0.5,0.15,0.551,51.8
521114,Thikariya Math,Padra,22.118614,73.022857,329.0,78.0,166.0,163.0,48.02,1.759,1,1.0,1.0,1,1,0,16.0,35.0,90.0,11.7,0.854,0.001,1078.6,244.8,44.5,3,0.5,0.14,0.492,20.8
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1054.0,226.0,531.0,523.0,43.64,2.173,0,0.0,0.0,0,2,0,10.0,15.0,92.5,12.15,0.214,0.001,1089.4,246.4,48.1,3,0.51,0.17,0.535,74.2
519882,Karali,Vadodara Rural,22.173667,73.153527,1075.0,225.0,569.0,506.0,25.58,3.391,1,1.0,1.0,1,0,0,8.0,24.0,92.5,12.15,0.84,0.001,1087.6,245.6,43.5,3,0.55,0.27,0.496,76.2
519883,Itola,Vadodara Rural,22.15177,73.142673,3600.0,801.0,1866.0,1734.0,39.06,2.317,1,0.0,1.0,2,2,1,8.0,25.0,95.0,12.6,1.04,0.001,1085.8,246.4,42.5,3,0.52,0.19,0.478,230.4
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,559.0,126.0,281.0,278.0,51.52,2.227,1,0.0,1.0,2,2,0,20.0,20.0,25.0,0.2,0.726,0.001,850.0,120.0,60.8,3,0.51,0.18,0.733,54.4
519896,Gosindra,Vadodara Rural,22.127304,73.126298,1021.0,219.0,519.0,502.0,43.49,1.404,1,0.0,1.0,0,0,0,23.0,24.0,92.5,12.15,0.437,0.001,1087.6,245.6,46.5,3,0.49,0.11,0.516,65.8
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,733.0,150.0,377.0,356.0,32.61,1.986,1,0.0,1.0,2,2,0,13.0,30.0,97.5,12.15,0.305,0.002,1089.4,246.4,48.1,3,0.51,0.16,0.528,50.5
520921,Mahmadpura,Dabhoi,22.216605,73.282351,539.0,108.0,288.0,251.0,34.69,2.591,0,0.0,0.0,0,2,1,15.0,15.0,97.5,12.6,0.572,0.001,1093.0,245.6,45.8,3,0.5,0.21,0.508,37.3
520922,Palaswada,Dabhoi,22.209198,73.299901,1447.0,325.0,738.0,709.0,61.37,2.144,1,0.0,1.0,0,3,0,15.0,15.0,90.0,11.7,1.866,0.001,1096.6,241.6,36.4,2,0.51,0.17,0.421,80.2
520938,Kaddhara,Dabhoi,22.206892,73.373629,985.0,220.0,514.0,471.0,43.25,1.389,0,0.0,0.0,2,2,1,12.0,16.0,100.0,13.05,1.577,0.001,1107.4,244.8,40.7,3,0.49,0.11,0.436,53.6
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,66.0,164.0,149.0,54.63,1.134,1,1.0,0.0,0,2,0,15.0,15.0,97.5,13.05,1.873,0.0,1098.4,244.0,37.2,3,0.46,0.09,0.41,15.7
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,88.0,218.0,219.0,54.92,2.163,1,0.0,1.0,0,2,0,15.0,20.0,95.0,12.6,1.762,0.001,1082.2,243.2,36.8,2,0.5,0.17,0.423,24.3
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,112.0,232.0,226.0,55.02,3.785,0,0.0,0.0,0,2,0,14.0,22.0,100.0,13.5,0.034,0.001,1112.8,243.2,52.2,4,0.56,0.3,0.553,37.0
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,77.0,179.0,171.0,75.43,2.071,0,0.0,0.0,0,2,0,13.0,18.0,95.0,12.6,1.285,0.001,1073.2,244.8,40.5,3,0.5,0.17,0.457,21.1
520940,Karali,Dabhoi,22.202326,73.400652,605.0,142.0,314.0,291.0,55.04,1.734,1,1.0,1.0,0,3,1,8.0,44.0,90.0,12.15,0.503,0.001,1105.6,244.8,46.9,3,0.49,0.14,0.515,40.0
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,108.0,262.0,217.0,23.59,2.521,1,1.0,1.0,1,2,0,14.0,23.0,100.0,13.5,0.777,0.001,1105.6,243.2,46.0,3,0.53,0.2,0.497,32.1
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,199.0,485.0,458.0,67.34,2.807,0,0.0,0.0,0,1,0,14.0,23.0,97.5,13.05,0.518,0.001,1085.8,244.8,46.0,3,0.53,0.22,0.516,66.8
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,566.0,1323.0,1190.0,50.78,2.045,1,1.0,1.0,1,2,1,15.0,15.0,95.0,12.6,1.73,0.001,1091.2,243.2,37.6,3,0.5,0.16,0.426,139.7
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,155.0,302.0,263.0,67.96,1.405,1,1.0,1.0,2,2,0,10.0,40.0,95.0,12.6,0.297,0.001,1107.4,245.6,47.9,3,0.49,0.11,0.525,37.0
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,512.0,1163.0,1127.0,52.53,4.039,1,1.0,1.0,1,3,1,14.0,14.0,100.0,13.5,0.968,0.001,1089.4,244.8,42.8,3,0.57,0.32,0.49,166.6
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,77.0,173.0,165.0,41.42,2.238,1,1.0,0.0,0,2,0,11.0,25.0,87.5,11.25,0.569,0.001,1094.8,245.6,47.3,3,0.52,0.18,0.526,23.6
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,408.0,958.0,902.0,56.56,2.204,1,0.0,1.0,0,3,1,5.0,32.0,92.5,12.15,0.53,0.001,1091.2,246.4,46.0,3,0.5,0.18,0.511,126.2
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,130.0,264.0,250.0,75.29,1.408,1,0.0,1.0,0,2,0,13.0,16.0,95.0,12.6,0.446,0.001,1069.6,244.8,46.6,3,0.49,0.11,0.515,33.1
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,76.0,186.0,170.0,11.8,2.58,1,1.0,1.0,0,1,0,12.0,14.0,95.0,12.6,0.163,0.001,1078.6,245.6,48.4,3,0.53,0.21,0.541,26.2
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,161.0,431.0,420.0,76.62,2.79,0,0.0,0.0,2,2,0,10.0,25.0,100.0,13.05,2.263,0.001,1087.6,246.4,33.9,2,0.53,0.22,0.394,46.0
520959,Puda,Dabhoi,22.17066,73.375582,858.0,186.0,452.0,406.0,41.49,1.535,1,0.0,1.0,0,2,0,5.0,27.0,92.5,11.25,0.913,0.001,1084.0,245.6,43.3,3,0.5,0.12,0.484,52.3
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,612.0,1405.0,1246.0,47.42,1.942,0,0.0,0.0,2,2,1,10.0,20.0,100.0,13.5,0.608,0.001,1107.4,244.8,47.1,3,0.51,0.16,0.506,175.1
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,183.0,406.0,383.0,47.66,2.497,1,0.0,1.0,2,2,0,10.0,20.0,100.0,13.5,0.558,0.001,1098.4,243.2,45.7,3,0.52,0.2,0.511,54.4
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,299.0,605.0,572.0,55.48,1.555,1,1.0,0.0,2,2,1,12.0,25.0,100.0,14.4,0.612,0.001,1084.0,245.6,45.5,3,0.5,0.12,0.505,74.9
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,97.0,225.0,205.0,43.49,1.438,0,0.0,0.0,0,2,0,5.0,25.0,90.0,11.7,1.811,0.0,1091.2,246.4,38.1,3,0.49,0.12,0.424,23.0
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,154.0,341.0,353.0,10.23,3.672,1,0.0,1.0,2,3,0,5.0,35.0,90.0,11.7,0.224,0.0,1112.8,245.6,49.6,3,0.56,0.29,0.545,54.9
520972,Vega,Dabhoi,22.14562,73.385446,852.0,198.0,428.0,424.0,32.63,2.559,1,0.0,1.0,1,3,0,3.0,34.0,90.0,11.7,1.96,0.0,1096.6,245.6,36.4,2,0.53,0.2,0.419,48.2
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,276.0,609.0,540.0,56.31,1.464,1,0.0,1.0,0,2,1,9.0,18.0,95.0,12.6,1.587,0.0,1085.8,245.6,38.5,3,0.48,0.12,0.434,62.8
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,251.0,600.0,539.0,45.65,1.68,1,0.0,1.0,0,2,0,17.0,25.0,105.0,14.4,1.927,0.001,1087.6,243.2,37.3,3,0.5,0.13,0.412,59.7
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,208.0,447.0,430.0,42.76,3.132,1,0.0,1.0,2,3,1,5.0,35.0,95.0,12.6,3.384,0.05,1087.6,247.2,25.8,2,0.54,0.25,0.318,39.2
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,65.0,151.0,127.0,98.2,1.209,0,0.0,0.0,0,2,0,14.0,30.0,92.5,12.15,1.704,0.001,1089.4,244.8,38.2,3,0.49,0.1,0.427,14.7
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,81.0,207.0,182.0,40.62,1.37,1,1.0,1.0,0,2,0,18.0,25.0,110.0,15.3,2.236,0.0,1084.0,242.4,34.9,3,0.49,0.11,0.388,18.8
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,114.0,252.0,242.0,35.22,2.176,0,0.0,0.0,1,2,0,12.0,12.0,92.5,11.7,1.614,0.001,1084.0,246.4,38.1,3,0.52,0.17,0.438,28.5
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,147.0,348.0,340.0,21.22,1.751,0,0.0,0.0,2,2,0,11.0,11.0,90.0,11.7,1.202,0.001,1085.8,245.6,41.6,3,0.5,0.14,0.468,41.3
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,462.0,1208.0,1145.0,24.9,1.735,1,0.0,1.0,2,2,1,13.0,13.0,102.5,13.95,2.303,0.001,1080.4,245.6,33.7,2,0.5,0.14,0.387,116.8
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,951.0,2228.0,2023.0,30.82,2.413,0,0.0,0.0,2,2,1,12.0,12.0,95.0,12.6,1.62,0.0,1118.2,247.2,38.8,3,0.52,0.19,0.438,249.3
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,283.0,655.0,612.0,32.83,3.361,1,0.0,1.0,2,2,1,3.0,3.0,105.0,14.4,1.944,0.0,1082.2,246.4,35.8,2,0.55,0.27,0.42,76.0
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,176.0,440.0,410.0,27.29,2.297,1,0.0,1.0,2,2,1,15.0,15.0,97.5,13.05,0.896,0.0,1087.6,248.0,43.3,3,0.52,0.18,0.489,55.2
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,173.0,380.0,341.0,56.17,1.878,1,0.0,1.0,2,2,0,17.0,17.0,95.0,12.6,0.514,0.0,1094.8,246.4,46.1,3,0.51,0.15,0.514,47.9
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,118.0,268.0,225.0,48.48,1.541,1,0.0,1.0,0,2,0,12.0,12.0,95.0,13.05,0.256,0.0,1084.0,248.0,47.8,3,0.5,0.12,0.531,33.0
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,224.0,504.0,457.0,59.94,2.794,1,1.0,1.0,2,2,0,24.0,24.0,97.5,12.6,0.008,0.0,1105.6,248.0,49.6,3,0.53,0.22,0.553,72.9
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,76.0,162.0,146.0,47.08,1.596,1,1.0,1.0,1,2,0,15.0,15.0,95.0,12.6,1.366,0.001,1087.6,247.2,39.8,3,0.49,0.13,0.451,17.7
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,94.0,229.0,201.0,41.16,2.905,1,1.0,1.0,1,2,0,19.0,19.0,105.0,14.4,1.072,0.001,1085.8,244.0,42.1,3,0.53,0.23,0.477,28.4
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,63.0,146.0,132.0,17.99,1.607,0,0.0,0.0,0,1,0,15.0,15.0,97.5,12.6,0.114,0.001,1093.0,246.4,49.6,3,0.5,0.13,0.54,19.1
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,41.0,93.0,97.0,18.95,1.011,1,1.0,0.0,0,2,0,22.0,22.0,92.5,12.15,1.132,0.001,1075.0,246.4,41.9,3,0.48,0.08,0.466,10.8
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,108.0,228.0,234.0,5.63,1.711,1,1.0,1.0,1,2,0,22.0,22.0,97.5,13.05,0.375,0.001,1067.8,247.2,47.0,3,0.5,0.14,0.522,30.9
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,324.0,766.0,735.0,57.89,1.869,1,0.0,1.0,2,2,1,20.0,20.0,100.0,13.5,1.224,0.001,1098.4,246.4,42.5,3,0.51,0.15,0.464,90.1
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,79.0,160.0,153.0,65.81,1.573,1,0.0,1.0,1,3,0,20.0,20.0,95.0,12.6,0.899,0.001,1084.0,246.4,43.1,3,0.5,0.13,0.485,19.3
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,37.0,80.0,75.0,40.65,0.556,0,0.0,0.0,1,2,0,19.0,19.0,107.5,14.85,2.288,0.001,1087.6,243.2,34.8,3,0.47,0.05,0.382,7.0
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,17.0,40.0,42.0,12.2,0.641,1,0.0,1.0,0,2,0,23.0,23.0,95.0,12.15,0.522,0.001,1080.4,247.2,45.9,3,0.47,0.05,0.507,4.9
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1627.0,3787.0,3555.0,24.38,11.977,1,1.0,1.0,2,2,1,15.0,15.0,90.0,11.7,0.603,0.001,1093.0,247.2,46.3,3,0.81,0.75,0.557,805.1
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,243.0,605.0,574.0,19.76,3.127,1,0.0,1.0,2,2,0,16.0,16.0,92.5,11.7,1.27,0.001,1076.8,247.2,40.8,3,0.53,0.25,0.464,76.9
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,13.0,32.0,36.0,58.82,0.459,1,0.0,1.0,1,2,0,23.0,23.0,100.0,13.5,0.347,0.001,1093.0,246.4,47.1,3,0.46,0.05,0.518,4.2
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,315.0,734.0,666.0,44.5,2.205,1,0.0,1.0,2,2,0,23.0,23.0,95.0,12.6,1.37,0.0,1080.4,248.0,39.9,3,0.52,0.18,0.456,84.7
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,228.0,638.0,601.0,2.1,4.302,1,0.0,1.0,2,2,1,23.0,23.0,92.5,12.15,1.031,0.001,1087.6,247.2,42.2,3,0.55,0.34,0.484,90.4
