village_code,village_name,subdistrict,latitude,longitude,pct_forest,pct_barren_uncultivable,pct_pastures,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,aspect_deg_EXTERNAL_TOFILL,geology_lithology_EXTERNAL_TOFILL,soil_type_EXTERNAL_TOFILL,lineament_density_EXTERNAL_TOFILL,geomorphology_class_EXTERNAL_TOFILL,rainfall_annual_mm_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,historical_landslide_present_EXTERNAL_TOFILL,landslide_susceptibility_score_TARGET
521083,Madapur,Padra,22.186936,73.111059,0.0,2.02,0.67,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.593
521076,Karnakuva,Padra,22.187439,72.979074,0.0,6.49,1.95,95.0,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.616
521077,Vadadla,Padra,22.188515,73.028952,0.0,1.14,1.89,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.586
521085,Sadhi,Padra,22.161574,73.052519,0.0,5.14,1.86,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.594
521084,Amla,Padra,22.163586,73.07259,0.0,5.22,0.79,85.0,10.8,124.8,Quaternary Alluvium,Alluvial Loamy Soil,0.96,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.563
521098,Saras Vani,Padra,22.172324,73.097141,0.0,0.64,5.64,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.583
521074,Lola,Padra,22.177699,72.962268,0.0,10.83,5.0,92.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1105.6,0.001,0,0.618
521099,Shihor,Padra,22.173503,73.125801,0.0,7.41,3.92,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1100.2,0.001,0,0.596
521075,Muval,Padra,22.170072,72.975278,0.0,0.26,4.35,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.604
521086,Anti,Padra,22.165322,73.0332,0.33,1.11,0.33,90.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.595
521087,Rajupura,Padra,22.168519,73.012009,0.0,10.85,2.71,87.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.595
521088,Jalalpur,Padra,22.161426,72.996259,0.0,10.56,3.52,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.585
521100,Thikariya Mubarak,Padra,22.156815,73.117238,0.0,0.0,10.84,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1091.2,0.002,0,0.595
521096,Ambada,Padra,22.148851,73.018604,0.0,6.56,4.33,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.583
521101,Virpur,Padra,22.145269,73.103502,0.0,0.34,4.11,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.617
521095,Kalyankui,Padra,22.14601,73.000385,0.0,5.61,4.67,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.586
521093,Mobha,Padra,22.132009,72.969914,0.0,1.05,2.33,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.594
521104,Bhadari,Padra,22.131602,73.046963,0.0,1.34,5.88,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.585
521094,Sadra,Padra,22.129314,72.989277,0.0,2.55,2.93,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.594
521102,Medhad,Padra,22.130513,73.090522,0.0,1.81,4.29,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1116.4,0.002,0,0.609
521105,Gayapura,Padra,22.128234,73.022714,0.0,5.13,3.59,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.614
521103,Husepur,Padra,22.125176,73.075912,0.0,0.0,4.77,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1080.4,0.002,0,0.604
521106,Kanda,Padra,22.124838,73.006094,0.0,4.12,0.48,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1089.4,0.0,0,0.606
521115,Sadad,Padra,22.114914,73.061825,0.0,2.59,6.48,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.574
521114,Thikariya Math,Padra,22.118614,73.022857,0.0,4.81,1.07,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.584
519872,Khalipur,Vadodara Rural,22.204744,73.165883,1.33,0.0,5.54,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.593
519882,Karali,Vadodara Rural,22.173667,73.153527,0.0,3.16,1.58,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.595
519883,Itola,Vadodara Rural,22.15177,73.142673,0.0,8.82,4.57,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.605
519895,Raman Gamdi,Vadodara Rural,22.128858,73.171689,4.76,1.19,6.75,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.279
519896,Gosindra,Vadodara Rural,22.127304,73.126298,0.57,0.43,0.43,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.594
519897,Untiya Medhad,Vadodara Rural,22.117336,73.107781,0.0,0.0,5.57,97.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1089.4,0.002,0,0.595
520921,Mahmadpura,Dabhoi,22.216605,73.282351,12.5,1.44,7.69,97.5,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.587
520922,Palaswada,Dabhoi,22.209198,73.299901,0.0,0.0,16.17,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.586
520938,Kaddhara,Dabhoi,22.206892,73.373629,0.0,3.39,0.0,100.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.618
520920,Mosampura,Dabhoi,22.206209,73.27003,9.78,1.45,2.17,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.0,0,0.602
520930,Valipura,Dabhoi,22.207937,73.317144,5.94,0.0,5.45,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.596
520937,Kaddharapura,Dabhoi,22.211852,73.35813,0.0,4.1,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1112.8,0.001,0,0.629
520929,Bhavpura,Dabhoi,22.207408,73.328601,5.92,2.37,4.73,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1073.2,0.001,0,0.594
520940,Karali,Dabhoi,22.202326,73.400652,4.87,4.87,5.73,90.0,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1105.6,0.001,0,0.59
520936,Abdalapura,Dabhoi,22.200262,73.353441,0.0,4.74,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1105.6,0.001,0,0.628
520935,Vayadpur,Dabhoi,22.198432,73.342671,0.0,4.76,0.0,97.5,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.615
520931,Kundhela,Dabhoi,22.188539,73.281796,8.06,3.34,11.15,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.594
520952,Gojali,Dabhoi,22.190698,73.378433,0.0,13.43,5.22,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.608
520934,Bhilapur,Dabhoi,22.192919,73.325929,0.0,1.24,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.626
520953,Banaiya,Dabhoi,22.184445,73.35092,0.0,21.19,1.32,87.5,11.25,130.0,Quaternary Alluvium,Deep Black Cotton Soil,1.0,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.575
520951,Vasai,Dabhoi,22.173534,73.392085,7.7,17.54,4.86,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.584
520932,Baherampura,Dabhoi,22.176949,73.301674,0.0,11.78,4.93,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1069.6,0.001,0,0.603
520933,Navapur,Dabhoi,22.181324,73.316668,0.0,2.88,0.0,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1078.6,0.001,0,0.604
520958,Ambav,Dabhoi,22.163756,73.364609,0.0,1.64,0.33,100.0,13.05,150.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.14,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.615
520959,Puda,Dabhoi,22.17066,73.375582,0.0,6.79,6.43,92.5,11.25,130.0,Quaternary Alluvium,Deep Black Cotton Soil,1.0,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.574
520957,Thuvavi,Dabhoi,22.160641,73.341034,0.0,0.88,5.27,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.629
520954,Rajli,Dabhoi,22.165455,73.323543,0.0,2.54,6.35,100.0,13.5,156.0,Deccan Trap Basalt,Deep Black Cotton Soil,1.18,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.627
520955,Anguthan,Dabhoi,22.159431,73.3033,0.0,10.29,4.49,100.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.646
520960,Hansapura,Dabhoi,22.153796,73.382468,0.0,11.07,5.03,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1091.2,0.0,0,0.585
520961,Kajapur,Dabhoi,22.154333,73.39991,0.0,3.16,12.63,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1112.8,0.0,0,0.588
520972,Vega,Dabhoi,22.14562,73.385446,0.0,18.07,4.22,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.0,0,0.586
520974,Borbar,Dabhoi,22.136422,73.338357,7.14,3.06,5.36,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.594
520956,Nariya,Dabhoi,22.138527,73.302603,0.0,2.65,13.27,105.0,14.4,166.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.25,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.646
520971,Fartikui,Dabhoi,22.141432,73.372255,0.0,9.32,5.38,95.0,12.6,145.6,Deccan Trap Basalt,Deep Black Cotton Soil,1.11,Alluvial Plain / Valley Fill,1087.6,0.05,0,0.605
520975,Thikariya,Dabhoi,22.129972,73.310806,0.0,6.52,5.22,92.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1089.4,0.001,0,0.595
520976,Dangikuva,Dabhoi,22.127059,73.277309,0.0,0.35,10.21,110.0,15.3,176.8,Deccan Trap Basalt,Deep Black Cotton Soil,1.32,Structural/Denudational Hill,1084.0,0.0,0,0.666
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,0.0,4.85,5.73,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.584
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,0.0,7.89,4.83,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.585
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,0.5,0.0,0.0,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.635
519873,Varnama,Vadodara Rural,22.180305,73.185476,0.0,0.0,4.12,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1118.2,0.0,0,0.61
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,0.0,8.22,4.77,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.646
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,0.0,0.46,5.07,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1087.6,0.0,0,0.615
519879,Patarveni,Vadodara Rural,22.173582,73.25714,0.0,3.86,2.83,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1094.8,0.0,0,0.606
519875,Shahpura,Vadodara Rural,22.177526,73.236638,0.0,0.0,5.97,95.0,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1084.0,0.0,0,0.615
519878,Samaspura,Vadodara Rural,22.177009,73.265683,0.0,3.82,3.18,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1105.6,0.0,0,0.608
519887,Hansapura,Vadodara Rural,22.163973,73.244571,1.55,10.88,6.74,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.603
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,1.46,2.19,2.19,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.644
519881,Fatepura,Vadodara Rural,22.166403,73.223225,0.0,0.0,5.75,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.606
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,0.0,0.0,3.72,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1075.0,0.001,0,0.593
519886,Kajapur,Vadodara Rural,22.156066,73.213603,0.0,0.0,5.19,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1067.8,0.001,0,0.612
519891,Salad,Vadodara Rural,22.148334,73.2608,0.5,4.86,0.37,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.627
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,0.0,0.0,7.04,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.605
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,0.0,0.0,1.38,107.5,14.85,171.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.29,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.657
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,0.0,1.56,3.12,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.594
519894,Por,Vadodara Rural,22.134139,73.195065,0.0,0.0,12.89,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.586
519900,Ankhi,Vadodara Rural,22.129567,73.203911,5.03,2.38,0.0,92.5,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1076.8,0.001,0,0.576
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,0.0,0.0,4.73,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.627
519904,Runvad,Vadodara Rural,22.127215,73.239275,0.31,0.0,0.79,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1080.4,0.0,0,0.604
519902,Ramnath,Vadodara Rural,22.134989,73.223695,15.97,1.74,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.571
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,5.76,8.9,0.0,100.0,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.608
521039,Jaspur,Padra,22.286455,73.060154,0.89,8.25,0.0,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.586
521043,Umaraya,Padra,22.268181,73.02998,18.25,8.38,5.03,97.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.579
521041,Tajpura,Padra,22.266245,73.069227,0.0,0.65,1.62,107.5,14.85,171.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.29,Alluvial Plain / Valley Fill,1102.0,0.0,0,0.659
521042,Luna,Padra,22.26456,73.049273,0.0,0.6,1.59,90.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1100.2,0.05,0,0.607
521040,Sangma,Padra,22.264793,73.087969,0.0,6.08,1.22,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.647
521044,Ekalbara,Padra,22.256383,73.017797,0.0,11.91,9.57,95.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.627
521045,Mujpur,Padra,22.245552,72.992466,0.0,7.31,4.95,97.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1107.4,0.001,0,0.629
521058,Dabhasa,Padra,22.23737,73.038788,0.0,3.25,0.33,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.0,0,0.606
521059,Sokhdakhurd,Padra,22.244837,73.11375,0.22,0.44,0.44,97.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.627
521057,Mahuvad,Padra,22.234796,73.013282,0.0,1.25,3.33,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1089.4,0.05,0,0.637
521061,Darapura,Padra,22.228044,73.106676,0.0,0.49,0.24,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1075.0,0.0,0,0.572
521060,Patod,Padra,22.225549,73.120499,0.0,0.78,1.55,87.5,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1082.2,0.0,0,0.573
521055,Narsipura,Padra,22.229941,72.973697,0.0,10.49,1.12,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616
521056,Dhobikuwa,Padra,22.22517,73.002439,0.0,0.0,0.0,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1091.2,0.05,0,0.626
521063,Latipura,Padra,22.222343,73.058454,0.0,0.27,0.53,92.5,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.606
521062,Ghayaj,Padra,22.219221,73.082331,1.35,1.48,2.96,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1085.8,0.001,0,0.592
521054,Somjipura,Padra,22.215018,72.968122,0.0,0.4,3.17,100.0,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1096.6,0.05,0,0.627
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,13.19,0.0,6.73,90.0,11.25,130.0,Quaternary Alluvium,Alluvial Loamy Soil,1.0,Alluvial Plain / Valley Fill,1071.4,0.001,0,0.552
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,0.0,0.18,2.28,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1098.4,0.001,0,0.638
519825,Rayaka,Vadodara Rural,22.439928,73.10356,5.03,10.05,0.0,95.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.001,0,0.586
519826,Sankarda,Vadodara Rural,22.433457,73.127512,6.12,2.99,4.9,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1082.2,0.001,0,0.585
519828,Sokhda,Vadodara Rural,22.424976,73.16211,0.0,0.23,0.7,95.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1087.6,0.002,0,0.585
519829,Padmala,Vadodara Rural,22.415159,73.132252,0.0,5.9,5.9,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1084.0,0.001,0,0.605
519832,Ajod,Vadodara Rural,22.40144,73.158016,0.0,0.0,4.37,100.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.286
519831,Anagadh,Vadodara Rural,22.373755,73.080302,12.5,2.02,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.578
519836,Dhanora,Vadodara Rural,22.379574,73.097867,0.0,7.64,6.37,90.0,11.7,135.2,Quaternary Alluvium,Alluvial Loamy Soil,1.04,Alluvial Plain / Valley Fill,1096.6,0.001,0,0.586
519837,Kotna,Vadodara Rural,22.359605,73.058884,0.0,15.5,4.84,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.596
519848,Khanpur,Vadodara Rural,22.318836,73.118396,0.0,0.47,8.45,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.001,0,0.286
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,10.85,0.0,0.0,105.0,14.4,166.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.25,Alluvial Plain / Valley Fill,1093.0,0.001,0,0.631
519859,Chapad,Vadodara Rural,22.229309,73.156898,0.0,0.0,9.07,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1087.6,0.001,0,0.605
519846,Ampad,Vadodara Rural,22.303464,73.085825,0.0,0.0,3.16,90.0,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.597
519847,Mahapura,Vadodara Rural,22.302753,73.103757,0.0,0.0,0.0,102.5,13.95,161.2,Deccan Trap Basalt,Alluvial Loamy Soil,1.22,Alluvial Plain / Valley Fill,1087.6,0.0,0,0.637
519845,Hinglot,Vadodara Rural,22.293659,73.078092,0.0,0.0,2.2,97.5,13.05,150.8,Deccan Trap Basalt,Alluvial Loamy Soil,1.14,Alluvial Plain / Valley Fill,1094.8,0.001,0,0.616
519851,Raypura,Vadodara Rural,22.279864,73.09255,0.0,10.96,1.1,95.0,12.6,145.6,Deccan Trap Basalt,Alluvial Loamy Soil,1.11,Alluvial Plain / Valley Fill,1085.8,0.0,0,0.605
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,0.0,9.43,0.63,102.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1103.8,0.001,0,0.628
519853,Samiyala,Vadodara Rural,22.25584,73.124736,0.0,3.7,2.61,102.5,13.5,156.0,Deccan Trap Basalt,Alluvial Loamy Soil,1.18,Alluvial Plain / Valley Fill,1102.0,0.001,0,0.628
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,0.0,27.69,0.0,92.5,12.15,140.4,Deccan Trap Basalt,Alluvial Loamy Soil,1.07,Alluvial Plain / Valley Fill,1080.4,0.002,0,0.594
251214,Padra,Padra,22.244951,73.080335,,,,25.0,0.2,0.0,Quaternary Alluvium,Alluvial Loamy Soil,0.12,Alluvial Plain / Valley Fill,850.0,0.0,0,0.286
520926,Kunvarwada,Dabhoi,22.252725,73.337496,0.0,1.47,14.85,90.0,11.7,135.2,Quaternary Alluvium,Deep Black Cotton Soil,1.04,Alluvial Plain / Valley Fill,1091.2,0.001,0,0.585
520927,Vanadra,Dabhoi,22.238186,73.364509,5.12,0.8,0.0,97.5,12.15,140.4,Deccan Trap Basalt,Deep Black Cotton Soil,1.07,Alluvial Plain / Valley Fill,1107.4,0.0,0,0.59
