village_code,village_name,subdistrict,latitude,longitude,total_population,surface_water_exposure,road_connectivity_score,drainage_quality_score,elevation_m_EXTERNAL_TOFILL,slope_deg_EXTERNAL_TOFILL,drainage_density_km_per_km2_EXTERNAL_TOFILL,rainfall_1hr_intensity_mm_EXTERNAL_TOFILL,rainfall_3hr_intensity_mm_EXTERNAL_TOFILL,rainfall_24hr_intensity_mm_EXTERNAL_TOFILL,antecedent_rainfall_7day_mm_EXTERNAL_TOFILL,distance_to_vishwamitri_river_km_EXTERNAL_TOFILL,historical_cloudburst_flag_EXTERNAL_TOFILL,cloudburst_exceedance_probability_TARGET,intensity_3hr,topography_rainfall,cloudburst_exposure,drainage_vulnerability
520920,Mosampura,Dabhoi,22.206209,73.27003,313.0,1,2,0,97.5,13.05,0.0,92.7,158.6,244.0,307.6,1.873,1,0.95,231.75,90.3825,297.34999999999997,0.95
520930,Valipura,Dabhoi,22.207937,73.317144,437.0,1,2,0,95.0,12.6,0.001,92.4,158.1,243.2,303.0,1.762,1,0.929,231.0,87.78,405.973,0.929
520937,Kaddharapura,Dabhoi,22.211852,73.35813,458.0,0,2,0,100.0,13.5,0.001,92.4,158.1,243.2,311.6,0.034,1,0.95,231.0,92.4,435.09999999999997,0.95
520929,Bhavpura,Dabhoi,22.207408,73.328601,350.0,0,2,0,95.0,12.6,0.001,93.0,159.1,244.8,300.5,1.285,1,0.929,232.5,88.35,325.15000000000003,0.929
520940,Karali,Dabhoi,22.202326,73.400652,605.0,1,3,0,90.0,12.15,0.001,93.0,159.1,244.8,309.6,0.503,1,0.911,232.5,83.7,551.155,0.911
520936,Abdalapura,Dabhoi,22.200262,73.353441,479.0,1,2,1,100.0,13.5,0.001,92.4,158.1,243.2,309.6,0.777,1,0.95,231.0,92.4,455.04999999999995,0.6333333333333334
520935,Vayadpur,Dabhoi,22.198432,73.342671,943.0,0,1,0,97.5,13.05,0.001,93.0,159.1,244.8,304.0,0.518,1,0.95,232.5,90.675,895.8499999999999,0.95
520931,Kundhela,Dabhoi,22.188539,73.281796,2513.0,1,2,1,95.0,12.6,0.001,92.4,158.1,243.2,305.5,1.73,1,0.931,231.0,87.78,2339.603,0.6206666666666668
520952,Gojali,Dabhoi,22.190698,73.378433,565.0,1,2,2,95.0,12.6,0.001,93.3,159.6,245.6,310.1,0.297,1,0.938,233.25,88.635,529.9699999999999,0.3126666666666667
520934,Bhilapur,Dabhoi,22.192919,73.325929,2290.0,1,3,1,100.0,13.5,0.001,93.0,159.1,244.8,305.0,0.968,1,0.95,232.5,93.0,2175.5,0.6333333333333334
520953,Banaiya,Dabhoi,22.184445,73.35092,338.0,1,2,0,87.5,11.25,0.001,93.3,159.6,245.6,306.5,0.569,1,0.882,233.25,81.6375,298.116,0.882
520951,Vasai,Dabhoi,22.173534,73.392085,1860.0,1,3,0,92.5,12.15,0.001,93.6,160.2,246.4,305.5,0.53,1,0.917,234.0,86.58,1705.6200000000001,0.917
520932,Baherampura,Dabhoi,22.176949,73.301674,514.0,1,2,0,95.0,12.6,0.001,93.0,159.1,244.8,299.5,0.446,1,0.928,232.5,88.35,476.992,0.928
520933,Navapur,Dabhoi,22.181324,73.316668,356.0,1,1,0,95.0,12.6,0.001,93.3,159.6,245.6,302.0,0.163,1,0.931,233.25,88.635,331.43600000000004,0.931
520958,Ambav,Dabhoi,22.163756,73.364609,851.0,0,2,2,100.0,13.05,0.001,93.6,160.2,246.4,304.5,2.263,1,0.95,234.0,93.6,808.4499999999999,0.3166666666666667
520959,Puda,Dabhoi,22.17066,73.375582,858.0,1,2,0,92.5,11.25,0.001,93.3,159.6,245.6,303.5,0.913,1,0.893,233.25,86.3025,766.194,0.893
520957,Thuvavi,Dabhoi,22.160641,73.341034,2651.0,0,2,2,100.0,13.5,0.001,93.0,159.1,244.8,310.1,0.608,1,0.95,232.5,93.0,2518.45,0.3166666666666667
520954,Rajli,Dabhoi,22.165455,73.323543,789.0,1,2,2,100.0,13.5,0.001,92.4,158.1,243.2,307.6,0.558,1,0.95,231.0,92.4,749.55,0.3166666666666667
520955,Anguthan,Dabhoi,22.159431,73.3033,1177.0,1,2,2,100.0,14.4,0.001,93.3,159.6,245.6,303.5,0.612,1,0.95,233.25,93.3,1118.1499999999999,0.3166666666666667
520960,Hansapura,Dabhoi,22.153796,73.382468,430.0,0,2,0,90.0,11.7,0.0,93.6,160.2,246.4,305.5,1.811,1,0.9,234.0,84.24,387.0,0.9
520961,Kajapur,Dabhoi,22.154333,73.39991,694.0,1,3,2,90.0,11.7,0.0,93.3,159.6,245.6,311.6,0.224,1,0.904,233.25,83.97,627.376,0.3013333333333334
520972,Vega,Dabhoi,22.14562,73.385446,852.0,1,3,1,90.0,11.7,0.0,93.3,159.6,245.6,307.0,1.96,1,0.9,233.25,83.97,766.8000000000001,0.6000000000000001
520974,Borbar,Dabhoi,22.136422,73.338357,1149.0,1,2,0,95.0,12.6,0.0,93.3,159.6,245.6,304.0,1.587,1,0.933,233.25,88.635,1072.017,0.933
520956,Nariya,Dabhoi,22.138527,73.302603,1139.0,1,2,0,105.0,14.4,0.001,92.4,158.1,243.2,304.5,1.927,1,0.95,231.0,97.02,1082.05,0.95
520971,Fartikui,Dabhoi,22.141432,73.372255,877.0,1,3,2,95.0,12.6,0.05,93.9,160.7,247.2,304.5,3.384,1,0.936,234.75,89.205,820.8720000000001,0.31200000000000006
520975,Thikariya,Dabhoi,22.129972,73.310806,278.0,0,2,0,92.5,12.15,0.001,93.0,159.1,244.8,305.0,1.704,1,0.914,232.5,86.025,254.092,0.914
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,1,2,0,110.0,15.3,0.0,92.1,157.6,242.4,303.5,2.236,1,0.95,230.25,101.31,369.54999999999995,0.95
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,0,2,1,92.5,11.7,0.001,93.6,160.2,246.4,303.5,1.614,1,0.905,234.0,86.58,447.07,0.6033333333333334
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,0,2,2,90.0,11.7,0.001,93.3,159.6,245.6,304.0,1.202,1,0.897,233.25,83.97,617.136,0.29900000000000004
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,1,2,2,102.5,13.95,0.001,93.3,159.6,245.6,302.5,2.303,1,0.95,233.25,95.6325,2235.35,0.3166666666666667
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,0,2,2,95.0,12.6,0.0,93.9,160.7,247.2,313.1,1.62,1,0.943,234.75,89.205,4008.6929999999998,0.31433333333333335
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,1,2,2,105.0,14.4,0.0,93.6,160.2,246.4,303.0,1.944,1,0.95,234.0,98.28,1203.6499999999999,0.3166666666666667
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,1,2,2,97.5,13.05,0.0,94.2,161.2,248.0,304.5,0.896,1,0.95,235.5,91.845,807.5,0.3166666666666667
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,1,2,2,95.0,12.6,0.0,93.6,160.2,246.4,306.5,0.514,1,0.936,234.0,88.92,674.856,0.31200000000000006
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,1,2,0,95.0,13.05,0.0,94.2,161.2,248.0,303.5,0.256,1,0.947,235.5,89.49,466.871,0.947
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,1,2,2,97.5,12.6,0.0,94.2,161.2,248.0,309.6,0.008,1,0.949,235.5,91.845,911.9889999999999,0.31633333333333336
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,1,2,1,95.0,12.6,0.001,93.9,160.7,247.2,304.5,1.366,1,0.936,234.75,89.205,288.288,0.6240000000000001
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,1,2,1,105.0,14.4,0.001,92.7,158.6,244.0,304.0,1.072,1,0.95,231.75,97.335,408.5,0.6333333333333334
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,0,1,0,97.5,12.6,0.001,93.6,160.2,246.4,306.0,0.114,1,0.944,234.0,91.26,262.43199999999996,0.944
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,1,2,0,92.5,12.15,0.001,93.6,160.2,246.4,301.0,1.132,1,0.913,234.0,86.58,173.47,0.913
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,1,2,1,97.5,13.05,0.001,93.9,160.7,247.2,299.0,0.375,1,0.95,234.75,91.5525,438.9,0.6333333333333334
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,1,2,2,100.0,13.5,0.001,93.6,160.2,246.4,307.6,1.224,1,0.95,234.0,93.6,1425.95,0.3166666666666667
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,1,3,1,95.0,12.6,0.001,93.6,160.2,246.4,303.5,0.899,1,0.934,234.0,88.92,292.34200000000004,0.6226666666666668
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,0,2,1,107.5,14.85,0.001,92.4,158.1,243.2,304.5,2.288,1,0.95,231.0,99.33,147.25,0.6333333333333334
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,1,2,0,95.0,12.15,0.001,93.9,160.7,247.2,302.5,0.522,1,0.923,234.75,89.205,75.686,0.923
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,306.0,0.603,1,0.901,234.75,84.51,6615.142,0.3003333333333334
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,1,2,2,92.5,11.7,0.001,93.9,160.7,247.2,301.5,1.27,1,0.905,234.75,86.8575,1066.9950000000001,0.3016666666666667
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,1,2,1,100.0,13.5,0.001,93.6,160.2,246.4,306.0,0.347,1,0.95,234.0,93.6,64.6,0.6333333333333334
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,1,2,2,95.0,12.6,0.0,94.2,161.2,248.0,302.5,1.37,1,0.935,235.5,89.49,1309.0,0.3116666666666667
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,1,2,2,92.5,12.15,0.001,93.9,160.7,247.2,304.5,1.031,1,0.918,234.75,86.8575,1137.402,0.30600000000000005
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,1,2,2,100.0,13.05,0.001,93.9,160.7,247.2,307.6,2.324,1,0.95,234.75,93.9,550.05,0.3166666666666667
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,308.6,2.142,1,0.903,234.75,84.51,6915.174,0.6020000000000001
521043,Umaraya,Padra,22.268181,73.02998,4115.0,1,2,1,97.5,12.6,0.001,93.6,160.2,246.4,307.0,1.519,1,0.945,234.0,91.26,3888.6749999999997,0.63
521041,Tajpura,Padra,22.266245,73.069227,1720.0,1,2,1,107.5,14.85,0.0,93.3,159.6,245.6,308.6,2.688,1,0.95,233.25,100.2975,1634.0,0.6333333333333334
521042,Luna,Padra,22.26456,73.049273,2739.0,1,2,1,90.0,12.6,0.05,93.3,159.6,245.6,308.1,3.248,1,0.921,233.25,83.97,2522.619,0.6140000000000001
521040,Sangma,Padra,22.264793,73.087969,3096.0,1,3,1,105.0,14.4,0.001,93.0,159.1,244.8,306.5,2.153,1,0.95,232.5,97.65,2941.2,0.6333333333333334
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,1,3,1,95.0,13.5,0.001,93.3,159.6,245.6,306.0,1.567,1,0.95,233.25,88.635,4213.25,0.6333333333333334
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1,2,1,97.5,13.5,0.001,94.2,161.2,248.0,310.1,1.39,1,0.95,235.5,91.845,8939.5,0.6333333333333334
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1,3,1,95.0,12.6,0.0,93.3,159.6,245.6,306.0,2.848,1,0.935,233.25,88.635,7795.095,0.6233333333333334
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,1,2,1,97.5,13.5,0.001,93.9,160.7,247.2,307.0,0.774,1,0.95,234.75,91.5525,2032.05,0.6333333333333334
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,1,3,1,102.5,13.95,0.05,93.0,159.1,244.8,305.0,3.495,1,0.95,232.5,95.325,2435.7999999999997,0.6333333333333334
521061,Darapura,Padra,22.228044,73.106676,3032.0,1,2,1,87.5,11.25,0.0,93.3,159.6,245.6,301.0,0.815,1,0.877,233.25,81.6375,2659.064,0.5846666666666668
521060,Patod,Padra,22.225549,73.120499,2479.0,1,2,1,87.5,11.25,0.0,93.9,160.7,247.2,303.0,0.61,1,0.881,234.75,82.1625,2183.999,0.5873333333333334
521055,Narsipura,Padra,22.229941,72.973697,3447.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,306.5,2.452,1,0.95,233.25,90.9675,3274.6499999999996,0.6333333333333334
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,1,2,1,100.0,13.5,0.05,93.3,159.6,245.6,305.5,3.864,1,0.95,233.25,93.3,3222.3999999999996,0.6333333333333334
521063,Latipura,Padra,22.222343,73.058454,2702.0,0,2,1,92.5,12.6,0.001,93.6,160.2,246.4,306.0,1.698,1,0.928,234.0,86.58,2507.456,0.6186666666666668
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,1,3,1,92.5,12.15,0.001,93.3,159.6,245.6,304.0,0.541,1,0.915,233.25,86.3025,2440.3050000000003,0.6100000000000001
521054,Somjipura,Padra,22.215018,72.968122,2480.0,1,2,1,100.0,13.5,0.05,92.4,158.1,243.2,307.0,3.852,1,0.95,231.0,92.4,2356.0,0.6333333333333334
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1,3,2,90.0,11.25,0.001,94.2,161.2,248.0,300.0,0.615,1,0.887,235.5,84.78,6232.9490000000005,0.2956666666666667
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,1,2,2,102.5,13.95,0.001,93.6,160.2,246.4,307.6,1.283,1,0.95,234.0,95.94,4377.599999999999,0.3166666666666667
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,1,3,2,95.0,12.15,0.001,93.9,160.7,247.2,302.5,1.97,1,0.923,234.75,89.205,1828.4630000000002,0.3076666666666667
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,0,2,2,92.5,12.15,0.001,93.9,160.7,247.2,303.0,0.706,1,0.916,234.75,86.8575,6833.360000000001,0.3053333333333334
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,1,2,1,95.0,11.7,0.002,93.6,160.2,246.4,304.5,1.726,1,0.913,234.0,88.92,11512.93,0.6086666666666668
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1,3,2,95.0,12.6,0.001,93.6,160.2,246.4,303.5,1.325,1,0.934,234.0,88.92,5086.564,0.3113333333333334
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,1,2,2,100.0,0.2,0.001,45.6,78.0,120.0,238.0,1.963,0,0.391,114.0,45.6,1040.451,0.13033333333333336
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,0,2,2,92.5,12.15,0.001,94.2,161.2,248.0,308.6,0.098,1,0.922,235.5,87.135,13627.16,0.3073333333333334
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,307.0,1.065,1,0.902,234.75,84.51,3613.4120000000003,0.3006666666666667
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,1,2,2,92.5,12.15,0.001,94.2,161.2,248.0,306.5,1.13,1,0.92,235.5,87.135,2669.84,0.3066666666666667
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,1,3,2,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.822,0,0.388,114.0,11.4,568.808,0.12933333333333336
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,0,3,2,105.0,14.4,0.001,93.3,159.6,245.6,306.0,1.714,1,0.95,233.25,97.965,8990.8,0.3166666666666667
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,1,2,2,95.0,12.6,0.001,93.6,160.2,246.4,304.5,0.748,1,0.935,234.0,88.92,2261.7650000000003,0.3116666666666667
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,0,2,2,90.0,12.15,0.001,93.6,160.2,246.4,309.1,1.537,1,0.913,234.0,84.24,1469.93,0.3043333333333334
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,1,2,2,102.5,13.95,0.0,93.3,159.6,245.6,304.5,0.686,1,0.95,233.25,95.6325,1520.9499999999998,0.3166666666666667
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,1,2,2,97.5,13.05,0.001,93.9,160.7,247.2,306.5,1.694,1,0.95,234.75,91.5525,1004.15,0.3166666666666667
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,0,2,2,95.0,12.6,0.0,93.0,159.1,244.8,304.0,1.848,1,0.932,232.5,88.35,5236.908,0.3106666666666667
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,1,3,2,102.5,13.5,0.001,93.0,159.1,244.8,309.1,0.002,1,0.95,232.5,95.325,980.4,0.3166666666666667
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1,3,2,102.5,13.5,0.001,93.6,160.2,246.4,308.6,0.106,1,0.95,234.0,95.94,6045.799999999999,0.3166666666666667
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,1,3,1,92.5,12.15,0.002,93.6,160.2,246.4,302.5,1.8,1,0.915,234.0,86.58,4337.1,0.6100000000000001
251214,Padra,Padra,22.244951,73.080335,46660.0,0,0,0,25.0,0.2,0.0,45.6,78.0,120.0,238.0,0.16,0,0.388,114.0,11.4,18104.08,0.388
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,1,2,2,90.0,11.7,0.001,93.0,159.1,244.8,305.5,1.686,1,0.897,232.5,83.7,909.558,0.29900000000000004
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,1,3,0,97.5,12.15,0.0,92.4,158.1,243.2,310.1,2.392,1,0.932,231.0,90.09,2358.8920000000003,0.932
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,1,1,0,90.0,11.7,0.001,93.0,159.1,244.8,307.6,1.437,1,0.899,232.5,83.7,755.16,0.899
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,1,1,0,90.0,11.7,0.001,92.4,158.1,243.2,307.6,0.188,1,0.897,231.0,83.16,331.89,0.897
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,1,3,0,97.5,12.6,0.001,92.1,157.6,242.4,308.6,1.076,1,0.94,230.25,89.7975,1926.06,0.94
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,0,2,2,97.5,13.05,0.0,91.8,157.0,241.6,303.0,0.744,1,0.945,229.5,89.505,909.0899999999999,0.315
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,0,2,0,92.5,12.15,0.001,92.4,158.1,243.2,303.5,0.497,1,0.911,231.0,85.47,342.536,0.911
519818,Indrad,Savli,22.439792,73.273307,1912.0,1,2,2,92.5,12.15,0.001,93.6,160.2,246.4,304.5,0.947,1,0.916,234.0,86.58,1751.392,0.3053333333333334
519817,Pilol,Savli,22.422196,73.230199,3242.0,1,2,2,90.0,11.7,0.001,93.6,160.2,246.4,301.0,0.339,1,0.896,234.0,84.24,2904.832,0.2986666666666667
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,0,2,2,87.5,11.7,0.001,93.9,160.7,247.2,302.5,0.704,1,0.891,234.75,82.1625,3386.6910000000003,0.29700000000000004
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,1,2,2,85.0,10.8,0.001,93.6,160.2,246.4,299.0,1.235,1,0.86,234.0,79.55999999999999,2116.46,0.2866666666666667
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,1,1,2,90.0,11.7,0.001,93.9,160.7,247.2,306.5,0.114,1,0.902,234.75,84.51,849.684,0.3006666666666667
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,1,2,2,90.0,11.7,0.001,93.9,160.7,247.2,307.0,0.198,1,0.902,234.75,84.51,2313.63,0.3006666666666667
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,1,3,2,92.5,11.7,0.001,93.6,160.2,246.4,308.1,1.044,1,0.909,234.0,86.58,1153.521,0.30300000000000005
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,1,3,2,97.5,12.6,0.001,93.3,159.6,245.6,305.5,1.12,1,0.942,233.25,90.9675,1524.156,0.314
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,1,2,2,90.0,11.7,0.0,93.0,159.1,244.8,303.5,0.99,1,0.895,232.5,83.7,1010.455,0.2983333333333334
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,1,2,2,95.0,12.6,0.001,93.0,159.1,244.8,305.5,0.424,1,0.933,232.5,88.35,858.36,0.31100000000000005
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,1,3,2,87.5,11.25,0.001,93.6,160.2,246.4,308.6,0.14,1,0.885,234.0,81.89999999999999,664.635,0.29500000000000004
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,0,2,2,87.5,11.25,0.001,92.1,157.6,242.4,309.1,0.948,1,0.879,230.25,80.58749999999999,919.434,0.29300000000000004
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,0,2,1,85.0,11.7,0.001,93.0,159.1,244.8,307.6,0.253,1,0.884,232.5,79.05,380.12,0.5893333333333334
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,1,3,2,87.5,11.25,0.001,93.9,160.7,247.2,306.5,0.82,1,0.884,234.75,82.1625,1333.0720000000001,0.2946666666666667
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,0,3,2,90.0,12.6,0.002,93.0,159.1,244.8,309.1,0.308,1,0.92,232.5,83.7,2694.6800000000003,0.3066666666666667
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,1,2,2,87.5,11.25,0.001,93.3,159.6,245.6,301.5,2.052,1,0.878,233.25,81.6375,2022.034,0.2926666666666667
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,1,2,1,90.0,11.25,0.001,93.0,159.1,244.8,305.0,0.296,1,0.887,232.5,83.7,264.326,0.5913333333333334
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,1,2,1,90.0,11.7,0.001,93.9,160.7,247.2,307.0,0.796,1,0.902,234.75,84.51,349.074,0.6013333333333334
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,1,2,0,92.5,12.15,0.0,93.0,159.1,244.8,311.1,0.139,1,0.92,232.5,86.025,911.72,0.92
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,1,1,2,90.0,11.7,0.001,93.3,159.6,245.6,301.0,0.84,1,0.894,233.25,83.97,1344.576,0.29800000000000004
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,1,3,2,90.0,11.7,0.001,92.7,158.6,244.0,305.5,0.759,1,0.896,231.75,83.43,592.256,0.2986666666666667
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,1,2,2,97.5,13.05,0.001,93.0,159.1,244.8,309.1,0.479,1,0.95,232.5,90.675,1822.1,0.3166666666666667
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,0,0,0,25.0,0.2,0.001,45.6,78.0,120.0,238.0,0.277,0,0.388,114.0,11.4,679919.948,0.388
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,1,3,1,95.0,12.6,0.001,93.3,159.6,245.6,297.5,1.658,1,0.927,233.25,88.635,803.7090000000001,0.6180000000000001
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,1,2,1,95.0,13.05,0.001,93.0,159.1,244.8,303.0,1.641,1,0.942,232.5,88.35,590.634,0.628
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,1,3,1,95.0,12.15,0.001,93.6,160.2,246.4,303.5,0.825,1,0.923,234.0,88.92,1935.5310000000002,0.6153333333333334
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,1,2,1,97.5,13.05,0.0,93.0,159.1,244.8,303.0,2.881,1,0.95,232.5,90.675,378.09999999999997,0.6333333333333334
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,1,2,1,97.5,13.05,0.001,93.3,159.6,245.6,306.5,1.513,1,0.95,233.25,90.9675,456.0,0.6333333333333334
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,1,3,1,90.0,11.7,0.001,92.4,158.1,243.2,301.5,0.35,1,0.891,231.0,83.16,3332.34,0.5940000000000001
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,1,3,1,102.5,13.95,0.0,92.7,158.6,244.0,305.5,1.867,1,0.95,231.75,95.0175,1613.1,0.6333333333333334
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,1,2,1,100.0,13.5,0.0,92.7,158.6,244.0,305.0,1.44,1,0.95,231.75,92.7,562.4,0.6333333333333334
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,0,2,1,100.0,13.5,0.001,92.7,158.6,244.0,304.0,1.146,1,0.95,231.75,92.7,734.3499999999999,0.6333333333333334
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,1,2,1,97.5,12.6,0.001,93.3,159.6,245.6,303.5,1.281,1,0.94,233.25,90.9675,922.14,0.6266666666666667
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,1,1,1,92.5,12.15,0.0,92.7,158.6,244.0,303.5,0.365,1,0.912,231.75,85.7475,373.00800000000004,0.6080000000000001
519947,Bhaniyara,Vaghodia,22.393587,73.264179,1796.0,1,3,1,92.5,12.15,0.001,93.3,159.6,245.6,302.0,0.018,1,0.913,233.25,86.3025,1639.748,0.6086666666666668
519954,Jafarpura,Vaghodia,22.389601,73.367701,358.0,0,1,1,95.0,12.6,0.0,93.9,160.7,247.2,301.0,0.236,1,0.933,234.75,89.205,334.014,0.6220000000000001
519952,Intoli,Vaghodia,22.38544,73.332133,1060.0,0,2,1,92.5,12.6,0.001,93.0,159.1,244.8,298.0,1.382,1,0.919,232.5,86.025,974.14,0.6126666666666668
519953,Rasulabad,Vaghodia,22.379755,73.345826,2279.0,1,3,1,90.0,11.7,0.0,93.0,159.1,244.8,301.5,1.678,1,0.894,232.5,83.7,2037.426,0.5960000000000001
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,1597.0,1,1,1,92.5,12.15,0.0,94.2,161.2,248.0,299.0,1.758,1,0.914,235.5,87.135,1459.6580000000001,0.6093333333333334
519948,Bhaupura,Vaghodia,22.379426,73.279252,663.0,1,3,1,97.5,13.05,0.001,93.6,160.2,246.4,304.5,0.663,1,0.95,234.0,91.26,629.85,0.6333333333333334
519951,Sakariya,Vaghodia,22.370251,73.321545,654.0,1,2,1,92.5,12.15,0.001,92.7,158.6,244.0,302.5,1.932,1,0.911,231.75,85.7475,595.794,0.6073333333333334
519949,Kumetha,Vaghodia,22.36591,73.282281,1595.0,1,2,1,90.0,12.15,0.0,93.3,159.6,245.6,303.0,2.163,1,0.906,233.25,83.97,1445.07,0.6040000000000001
519958,Morlipura,Vaghodia,22.361659,73.295115,993.0,1,2,1,100.0,13.5,0.0,93.0,159.1,244.8,303.5,2.993,1,0.95,232.5,93.0,943.3499999999999,0.6333333333333334
519962,Raval,Vaghodia,22.347207,73.346467,2702.0,1,3,1,100.0,13.5,0.0,93.0,159.1,244.8,306.0,2.003,1,0.95,232.5,93.0,2566.9,0.6333333333333334
