village_code,village_name,subdistrict,latitude,longitude,total_population,total_households,sc_st_population_share_pct,population_density_per_ha,drainage_quality_score,road_connectivity_score,healthcare_access_score,surface_water_exposure,flood_hazard_score_FROM_MODEL1,erosion_risk_score_FROM_MODEL2,cloudburst_exceedance_probability_FROM_MODEL3,landslide_susceptibility_score_FROM_MODEL4,exposure_score_TARGET,vulnerability_score_TARGET,composite_risk_score_TARGET,priority_category_TARGET
520976,Dangikuva,Dabhoi,22.127059,73.277309,389.0,81.0,40.62,1.37,0,2,0,1,0.388,0.98,0.95,0.666,0.586,0.462,0.586,Medium (Mitigation)
519871,Mujar Gamdi,Vadodara Rural,22.208463,73.208264,494.0,114.0,35.22,2.176,1,2,0,0,0.438,0.98,0.905,0.584,0.136,0.441,0.49,Medium (Mitigation)
519870,Vora Gamdi,Vadodara Rural,22.212751,73.219301,688.0,147.0,21.22,1.751,2,2,0,0,0.468,0.98,0.897,0.585,0.109,0.385,0.474,Medium (Mitigation)
519869,Dhaniyavi,Vadodara Rural,22.206285,73.249285,2353.0,462.0,24.9,1.735,2,2,1,1,0.387,0.98,0.95,0.635,0.608,0.25,0.524,Medium (Mitigation)
519873,Varnama,Vadodara Rural,22.180305,73.185476,4251.0,951.0,30.82,2.413,2,2,1,0,0.438,0.98,0.943,0.61,0.151,0.273,0.449,Medium (Mitigation)
519874,Sundarpura,Vadodara Rural,22.184391,73.218524,1267.0,283.0,32.83,3.361,2,2,1,1,0.42,0.98,0.95,0.646,0.71,0.281,0.562,Medium (Mitigation)
519877,Raghavpura,Vadodara Rural,22.186983,73.262388,850.0,176.0,27.29,2.297,2,2,1,1,0.489,0.98,0.95,0.615,0.644,0.259,0.556,Medium (Mitigation)
519879,Patarveni,Vadodara Rural,22.173582,73.25714,721.0,173.0,56.17,1.878,2,2,0,1,0.514,0.98,0.936,0.606,0.617,0.525,0.634,Medium (Mitigation)
519875,Shahpura,Vadodara Rural,22.177526,73.236638,493.0,118.0,48.48,1.541,0,2,0,1,0.531,0.98,0.947,0.615,0.596,0.494,0.626,Medium (Mitigation)
519878,Samaspura,Vadodara Rural,22.177009,73.265683,961.0,224.0,59.94,2.794,2,2,0,1,0.553,0.98,0.949,0.608,0.675,0.54,0.66,High (Relocation Priority)
519887,Hansapura,Vadodara Rural,22.163973,73.244571,308.0,76.0,47.08,1.596,1,2,0,1,0.451,0.98,0.936,0.603,0.6,0.488,0.605,Medium (Mitigation)
519888,Mastupur Gamdi,Vadodara Rural,22.163233,73.277417,430.0,94.0,41.16,2.905,1,2,0,1,0.477,0.98,0.95,0.644,0.682,0.465,0.625,Medium (Mitigation)
519881,Fatepura,Vadodara Rural,22.166403,73.223225,278.0,63.0,17.99,1.607,0,1,0,0,0.54,0.98,0.944,0.606,0.1,0.522,0.536,Medium (Mitigation)
519892,Ajitpura,Vadodara Rural,22.153972,73.234141,190.0,41.0,18.95,1.011,0,2,0,1,0.466,0.98,0.913,0.593,0.563,0.376,0.564,Medium (Mitigation)
519886,Kajapur,Vadodara Rural,22.156066,73.213603,462.0,108.0,5.63,1.711,1,2,0,1,0.522,0.98,0.95,0.612,0.607,0.323,0.575,Medium (Mitigation)
519891,Salad,Vadodara Rural,22.148334,73.2608,1501.0,324.0,57.89,1.869,2,2,1,1,0.464,0.98,0.95,0.627,0.617,0.382,0.582,Medium (Mitigation)
519885,Untiya Kajapur,Vadodara Rural,22.151983,73.198403,313.0,79.0,65.81,1.573,1,3,0,1,0.485,0.98,0.934,0.605,0.598,0.413,0.589,Medium (Mitigation)
519889,Kandkoi,Vadodara Rural,22.152256,73.280713,155.0,37.0,40.65,0.556,1,2,0,0,0.382,0.98,0.95,0.657,0.05,0.463,0.477,Medium (Mitigation)
519893,Dolatpura,Vadodara Rural,22.145677,73.218235,82.0,17.0,12.2,0.641,0,2,0,1,0.507,0.98,0.923,0.594,0.54,0.349,0.562,Medium (Mitigation)
519894,Por,Vadodara Rural,22.134139,73.195065,7342.0,1627.0,24.38,11.977,2,2,1,1,0.557,0.98,0.901,0.586,0.98,0.248,0.628,Medium (Mitigation)
519900,Ankhi,Vadodara Rural,22.129567,73.203911,1179.0,243.0,19.76,3.127,2,2,0,1,0.464,0.98,0.905,0.576,0.695,0.379,0.589,Medium (Mitigation)
519903,Rasulpur,Vadodara Rural,22.140617,73.233564,68.0,13.0,58.82,0.459,1,2,0,1,0.518,0.98,0.95,0.627,0.529,0.535,0.623,Medium (Mitigation)
519904,Runvad,Vadodara Rural,22.127215,73.239275,1400.0,315.0,44.5,2.205,2,2,0,1,0.456,0.98,0.935,0.604,0.638,0.478,0.61,Medium (Mitigation)
519902,Ramnath,Vadodara Rural,22.134989,73.223695,1239.0,228.0,2.1,4.302,2,2,1,1,0.484,0.98,0.918,0.571,0.769,0.158,0.543,Medium (Mitigation)
519901,Fajalpur Ankhi,Vadodara Rural,22.123439,73.221401,579.0,125.0,12.95,3.031,2,2,1,1,0.39,0.98,0.95,0.608,0.689,0.202,0.525,Medium (Mitigation)
521039,Jaspur,Padra,22.286455,73.060154,7658.0,1530.0,5.08,4.862,1,2,1,1,0.416,0.98,0.903,0.586,0.804,0.17,0.538,Medium (Mitigation)
521043,Umaraya,Padra,22.268181,73.02998,4115.0,775.0,1.36,7.635,1,2,1,1,0.463,0.98,0.945,0.579,0.977,0.155,0.582,Medium (Mitigation)
521041,Tajpura,Padra,22.266245,73.069227,1720.0,360.0,20.12,5.165,1,2,1,1,0.375,0.98,0.95,0.659,0.823,0.23,0.56,Medium (Mitigation)
521042,Luna,Padra,22.26456,73.049273,2739.0,521.0,9.6,6.114,1,2,0,1,0.344,0.98,0.921,0.607,0.882,0.338,0.591,Medium (Mitigation)
521040,Sangma,Padra,22.264793,73.087969,3096.0,664.0,13.02,9.41,1,3,1,1,0.431,0.98,0.95,0.647,0.98,0.052,0.55,Medium (Mitigation)
521044,Ekalbara,Padra,22.256383,73.017797,4435.0,917.0,2.21,7.479,1,3,0,1,0.464,0.98,0.95,0.627,0.967,0.159,0.586,Medium (Mitigation)
521045,Mujpur,Padra,22.245552,72.992466,9410.0,1923.0,4.39,10.585,1,2,1,1,0.492,0.98,0.95,0.629,0.98,0.168,0.597,Medium (Mitigation)
521058,Dabhasa,Padra,22.23737,73.038788,8337.0,1708.0,8.29,6.953,1,3,1,1,0.372,0.98,0.935,0.606,0.935,0.05,0.523,Medium (Mitigation)
521059,Sokhdakhurd,Padra,22.244837,73.11375,2139.0,462.0,24.4,4.785,1,2,1,1,0.508,0.98,0.95,0.627,0.799,0.248,0.589,Medium (Mitigation)
521057,Mahuvad,Padra,22.234796,73.013282,2564.0,534.0,9.56,5.308,1,3,1,1,0.319,0.98,0.95,0.637,0.832,0.05,0.494,Medium (Mitigation)
521061,Darapura,Padra,22.228044,73.106676,3032.0,666.0,15.2,7.431,1,2,0,1,0.532,0.98,0.877,0.572,0.964,0.361,0.649,Medium (Mitigation)
521060,Patod,Padra,22.225549,73.120499,2479.0,532.0,16.9,4.851,1,2,0,1,0.536,0.98,0.881,0.573,0.803,0.368,0.621,Medium (Mitigation)
521055,Narsipura,Padra,22.229941,72.973697,3447.0,729.0,0.52,12.91,1,2,0,1,0.427,0.98,0.95,0.616,0.98,0.302,0.622,Medium (Mitigation)
521056,Dhobikuwa,Padra,22.22517,73.002439,3392.0,710.0,0.18,17.218,1,2,0,1,0.33,0.98,0.95,0.626,0.98,0.301,0.6,Medium (Mitigation)
521063,Latipura,Padra,22.222343,73.058454,2702.0,592.0,20.91,7.72,1,2,0,0,0.456,0.98,0.928,0.606,0.482,0.384,0.55,Medium (Mitigation)
521062,Ghayaj,Padra,22.219221,73.082331,2667.0,594.0,25.12,3.614,1,3,0,1,0.519,0.98,0.915,0.592,0.726,0.25,0.571,Medium (Mitigation)
521054,Somjipura,Padra,22.215018,72.968122,2480.0,518.0,1.25,9.841,1,2,0,1,0.315,0.98,0.95,0.627,0.98,0.305,0.598,Medium (Mitigation)
519844,Sindhrot,Vadodara Rural,22.328932,73.071113,7027.0,1480.0,2.8,6.394,2,3,1,1,0.528,0.98,0.887,0.552,0.9,0.05,0.542,Medium (Mitigation)
519842,Ankodiya,Vadodara Rural,22.334255,73.122831,4608.0,937.0,26.41,8.845,2,2,1,1,0.491,0.98,0.95,0.638,0.98,0.256,0.624,Medium (Mitigation)
519825,Rayaka,Vadodara Rural,22.439928,73.10356,1981.0,361.0,6.71,3.329,2,3,0,1,0.417,0.98,0.923,0.586,0.708,0.177,0.523,Medium (Mitigation)
519826,Sankarda,Vadodara Rural,22.433457,73.127512,7460.0,1472.0,5.12,10.163,2,2,1,0,0.535,0.98,0.916,0.585,0.635,0.17,0.532,Medium (Mitigation)
519828,Sokhda,Vadodara Rural,22.424976,73.16211,12610.0,2454.0,10.06,10.686,1,2,1,1,0.468,0.98,0.913,0.585,0.98,0.19,0.591,Medium (Mitigation)
519829,Padmala,Vadodara Rural,22.415159,73.132252,5446.0,1059.0,10.72,7.836,2,3,1,1,0.484,0.98,0.934,0.605,0.98,0.05,0.557,Medium (Mitigation)
519832,Ajod,Vadodara Rural,22.40144,73.158016,2661.0,526.0,16.27,6.554,2,2,1,1,0.379,0.029,0.391,0.286,0.91,0.215,0.395,Low (Monitoring)
519831,Anagadh,Vadodara Rural,22.373755,73.080302,14780.0,2815.0,3.83,12.999,2,2,1,0,0.588,0.98,0.922,0.578,0.812,0.165,0.578,Medium (Mitigation)
519836,Dhanora,Vadodara Rural,22.379574,73.097867,4006.0,864.0,7.16,10.711,2,2,1,1,0.519,0.98,0.902,0.586,0.98,0.179,0.599,Medium (Mitigation)
519837,Kotna,Vadodara Rural,22.359605,73.058884,2902.0,594.0,0.48,7.01,2,2,1,1,0.494,0.98,0.92,0.596,0.938,0.152,0.579,Medium (Mitigation)
519848,Khanpur,Vadodara Rural,22.318836,73.118396,1466.0,304.0,13.17,7.596,2,3,0,1,0.752,0.049,0.388,0.286,0.975,0.203,0.49,Medium (Mitigation)
519843,Sherkhi,Vadodara Rural,22.33714,73.093718,9464.0,1841.0,4.21,7.663,2,3,1,0,0.452,0.98,0.95,0.631,0.479,0.05,0.453,Medium (Mitigation)
519859,Chapad,Vadodara Rural,22.229309,73.156898,2419.0,530.0,26.0,4.877,2,2,0,1,0.511,0.98,0.935,0.605,0.805,0.404,0.634,Medium (Mitigation)
519846,Ampad,Vadodara Rural,22.303464,73.085825,1610.0,296.0,2.8,3.508,2,2,1,0,0.454,0.98,0.913,0.597,0.219,0.161,0.428,Medium (Mitigation)
519847,Mahapura,Vadodara Rural,22.302753,73.103757,1601.0,268.0,4.62,12.315,2,2,0,1,0.548,0.98,0.95,0.637,0.98,0.318,0.655,High (Relocation Priority)
519845,Hinglot,Vadodara Rural,22.293659,73.078092,1057.0,206.0,1.7,3.872,2,2,0,1,0.44,0.98,0.95,0.616,0.742,0.307,0.579,Medium (Mitigation)
519851,Raypura,Vadodara Rural,22.279864,73.09255,5619.0,1085.0,0.61,12.514,2,2,1,0,0.468,0.98,0.932,0.605,0.782,0.152,0.544,Medium (Mitigation)
519852,Gokalpura,Vadodara Rural,22.266038,73.114605,1032.0,208.0,25.0,6.255,2,3,0,1,0.568,0.98,0.95,0.628,0.891,0.25,0.621,Medium (Mitigation)
519853,Samiyala,Vadodara Rural,22.25584,73.124736,6364.0,1315.0,10.39,12.754,2,3,1,1,0.59,0.98,0.95,0.628,0.98,0.05,0.584,Medium (Mitigation)
519830,Fajalpur Sankarda,Vadodara Rural,22.426235,73.087611,4740.0,950.0,3.76,7.72,1,3,0,1,0.449,0.98,0.915,0.594,0.98,0.165,0.581,Medium (Mitigation)
251214,Padra,Padra,22.244951,73.080335,46660.0,9579.0,,,0,0,0,0,0.773,0.02,0.388,0.286,0.148,0.7,0.476,Medium (Mitigation)
520926,Kunvarwada,Dabhoi,22.252725,73.337496,1014.0,215.0,34.32,1.657,2,2,0,1,0.434,0.98,0.897,0.585,0.604,0.437,0.581,Medium (Mitigation)
520927,Vanadra,Dabhoi,22.238186,73.364509,2531.0,547.0,40.1,1.85,0,3,0,1,0.379,0.98,0.932,0.59,0.616,0.31,0.537,Medium (Mitigation)
520925,Saguwada,Dabhoi,22.240843,73.32019,840.0,162.0,38.57,1.883,0,1,1,1,0.453,0.98,0.899,0.586,0.618,0.454,0.594,Medium (Mitigation)
520924,Malharpura,Dabhoi,22.238425,73.302594,370.0,85.0,13.51,2.079,0,1,0,1,0.539,0.98,0.897,0.586,0.63,0.504,0.63,Medium (Mitigation)
520939,Dholar,Dabhoi,22.222189,73.395816,2049.0,491.0,42.46,2.419,0,3,1,1,0.474,0.98,0.94,0.603,0.651,0.17,0.525,Medium (Mitigation)
520928,Mavli,Dabhoi,22.221537,73.342496,962.0,212.0,57.59,1.529,2,2,0,0,0.494,0.98,0.945,0.614,0.096,0.53,0.528,Medium (Mitigation)
520923,Rasulpura,Dabhoi,22.22173,73.317514,376.0,90.0,60.9,1.357,0,2,0,0,0.509,0.98,0.911,0.585,0.085,0.544,0.528,Medium (Mitigation)
519818,Indrad,Savli,22.439792,73.273307,1912.0,422.0,36.77,1.828,2,2,0,1,0.482,0.98,0.916,0.595,0.614,0.447,0.6,Medium (Mitigation)
519817,Pilol,Savli,22.422196,73.230199,3242.0,646.0,16.19,5.376,2,2,0,1,0.545,0.98,0.896,0.583,0.836,0.365,0.631,Medium (Mitigation)
519833,Asoj,Vadodara Rural,22.421,73.199415,3801.0,827.0,18.71,3.474,2,2,1,0,0.522,0.98,0.891,0.584,0.217,0.225,0.459,Medium (Mitigation)
519834,Virod,Vadodara Rural,22.394473,73.226574,2461.0,506.0,47.3,2.254,2,2,1,1,0.491,0.98,0.86,0.561,0.641,0.339,0.566,Medium (Mitigation)
519839,Sukhlipur,Vadodara Rural,22.374111,73.255936,942.0,185.0,37.26,2.935,2,1,0,1,0.548,0.98,0.902,0.575,0.683,0.599,0.671,High (Relocation Priority)
519838,Dena,Vadodara Rural,22.365988,73.221735,2565.0,480.0,25.22,5.777,2,2,0,1,0.557,0.98,0.902,0.586,0.861,0.401,0.65,Medium (Mitigation)
519841,Kotali,Vadodara Rural,22.35516,73.235373,1269.0,266.0,42.71,4.067,2,3,0,1,0.484,0.98,0.909,0.575,0.754,0.321,0.588,Medium (Mitigation)
519840,Amaliyara,Vadodara Rural,22.362429,73.256445,1618.0,344.0,57.42,3.35,2,3,1,1,0.472,0.98,0.942,0.586,0.709,0.23,0.553,Medium (Mitigation)
519849,Ankhol,Vadodara Rural,22.304008,73.270046,1129.0,233.0,56.69,3.043,2,2,0,1,0.488,0.98,0.895,0.583,0.69,0.527,0.637,Medium (Mitigation)
519850,Khatamba,Vadodara Rural,22.286521,73.27036,920.0,190.0,50.43,2.534,2,2,0,1,0.522,0.98,0.933,0.606,0.658,0.502,0.636,Medium (Mitigation)
519854,Shankarpura,Vadodara Rural,22.275823,73.272863,751.0,167.0,36.09,1.911,2,3,0,1,0.555,0.98,0.885,0.576,0.619,0.294,0.567,Medium (Mitigation)
519864,Tatarpura,Vadodara Rural,22.265645,73.294879,1046.0,233.0,45.89,2.193,2,2,0,0,0.498,0.98,0.879,0.576,0.137,0.484,0.514,Medium (Mitigation)
519855,Jobantekri,Vadodara Rural,22.267751,73.281069,430.0,92.0,81.86,4.624,1,2,0,0,0.569,0.98,0.884,0.586,0.289,0.627,0.604,Medium (Mitigation)
519856,Ratanpur,Vadodara Rural,22.268483,73.256635,1508.0,344.0,41.45,5.112,2,3,0,1,0.521,0.98,0.884,0.575,0.82,0.316,0.606,Medium (Mitigation)
519868,Kelanpur,Vadodara Rural,22.242363,73.281591,2929.0,614.0,50.46,3.458,2,3,1,0,0.538,0.98,0.92,0.607,0.216,0.202,0.46,Medium (Mitigation)
519857,Vadadla,Vadodara Rural,22.248199,73.250718,2303.0,503.0,17.89,5.83,2,2,1,1,0.437,0.98,0.878,0.573,0.864,0.222,0.566,Medium (Mitigation)
519865,Sultanpura,Vadodara Rural,22.245836,73.303381,298.0,75.0,34.56,1.319,1,2,0,1,0.53,0.98,0.887,0.574,0.582,0.438,0.597,Medium (Mitigation)
519863,Navapura,Vadodara Rural,22.242051,73.265192,387.0,73.0,0.0,3.794,1,2,0,1,0.506,0.98,0.902,0.585,0.737,0.3,0.583,Medium (Mitigation)
519862,Alhadpura,Vadodara Rural,22.230247,73.265911,991.0,217.0,34.01,1.955,0,2,0,1,0.539,0.98,0.92,0.598,0.622,0.436,0.611,Medium (Mitigation)
519867,Hetampura,Vadodara Rural,22.227236,73.2839,1504.0,317.0,1.2,6.04,2,1,0,1,0.513,0.98,0.894,0.582,0.878,0.455,0.659,High (Relocation Priority)
519866,Diwalipura,Vadodara Rural,22.228,73.295272,661.0,136.0,21.63,2.146,2,3,0,1,0.5,0.98,0.896,0.585,0.634,0.237,0.542,Medium (Mitigation)
519860,Maretha,Vadodara Rural,22.223075,73.183108,1918.0,403.0,18.2,7.959,2,2,0,1,0.542,0.98,0.95,0.617,0.98,0.373,0.669,High (Relocation Priority)
251209,Vadodara,Vadodara Rural,22.306225,73.182732,1752371.0,393887.0,,,0,0,0,0,0.765,0.02,0.388,0.286,0.148,0.7,0.474,Medium (Mitigation)
519938,Panch Devla,Vaghodia,22.43723,73.378274,867.0,179.0,21.8,3.335,1,3,0,1,0.439,0.98,0.927,0.602,0.708,0.237,0.547,Medium (Mitigation)
519939,Abhrampura,Vaghodia,22.430948,73.384792,627.0,147.0,19.62,1.39,1,2,0,1,0.431,0.98,0.942,0.614,0.587,0.378,0.566,Medium (Mitigation)
519936,Kamrol,Vaghodia,22.426497,73.295766,2097.0,441.0,46.78,2.074,1,3,1,1,0.492,0.98,0.923,0.594,0.63,0.187,0.528,Medium (Mitigation)
519942,Kodarvaya,Vaghodia,22.415313,73.384313,398.0,88.0,71.11,1.579,1,2,0,1,0.346,0.98,0.95,0.614,0.599,0.584,0.612,Medium (Mitigation)
519935,Amreshwar,Vaghodia,22.413419,73.264611,480.0,106.0,45.0,1.943,1,2,0,1,0.443,0.98,0.95,0.616,0.621,0.48,0.607,Medium (Mitigation)
519950,Kotambi,Vaghodia,22.396152,73.312378,3740.0,755.0,47.57,1.918,1,3,0,1,0.527,0.98,0.891,0.576,0.62,0.34,0.575,Medium (Mitigation)
519937,Lilora,Vaghodia,22.428497,73.363664,1698.0,371.0,28.03,3.093,1,3,1,1,0.422,0.98,0.95,0.637,0.693,0.112,0.508,Medium (Mitigation)
519943,Vyankatpura,Vaghodia,22.404352,73.368516,592.0,134.0,63.68,1.194,1,2,0,1,0.445,0.98,0.95,0.626,0.575,0.555,0.622,Medium (Mitigation)
519945,Rahkui,Vaghodia,22.408263,73.335659,773.0,169.0,80.6,2.534,1,2,0,0,0.471,0.98,0.95,0.626,0.158,0.622,0.564,Medium (Mitigation)
519946,Ganeshpura,Vaghodia,22.402363,73.274967,981.0,204.0,40.06,1.666,1,2,0,1,0.458,0.98,0.94,0.605,0.604,0.46,0.599,Medium (Mitigation)
519944,Amrutpura,Vaghodia,22.398513,73.352163,409.0,88.0,90.46,1.561,1,1,0,1,0.522,0.98,0.912,0.594,0.598,0.812,0.714,High (Relocation Priority)
519947,Bhaniyara,Vaghodia,22.393587,73.264179,1796.0,405.0,26.28,2.595,1,3,1,1,0.551,0.98,0.913,0.593,0.662,0.105,0.522,Medium (Mitigation)
519954,Jafarpura,Vaghodia,22.389601,73.367701,358.0,81.0,53.35,2.452,1,1,0,0,0.535,0.98,0.933,0.604,0.153,0.663,0.586,Medium (Mitigation)
519952,Intoli,Vaghodia,22.38544,73.332133,1060.0,204.0,2.92,4.69,1,2,0,0,0.464,0.98,0.919,0.602,0.293,0.312,0.492,Medium (Mitigation)
519953,Rasulabad,Vaghodia,22.379755,73.345826,2279.0,453.0,43.97,2.185,1,3,1,1,0.437,0.98,0.894,0.583,0.637,0.176,0.51,Medium (Mitigation)
519957,Rayan Talavadi,Vaghodia,22.369731,73.378642,1597.0,336.0,24.67,2.442,1,1,1,1,0.429,0.98,0.914,0.592,0.653,0.399,0.581,Medium (Mitigation)
519948,Bhaupura,Vaghodia,22.379426,73.279252,663.0,143.0,28.21,2.046,1,3,0,1,0.503,0.98,0.95,0.615,0.628,0.263,0.557,Medium (Mitigation)
519951,Sakariya,Vaghodia,22.370251,73.321545,654.0,163.0,62.84,1.546,1,2,0,1,0.412,0.98,0.911,0.594,0.597,0.551,0.611,Medium (Mitigation)
519949,Kumetha,Vaghodia,22.36591,73.282281,1595.0,298.0,18.06,2.058,1,2,1,1,0.402,0.98,0.906,0.594,0.629,0.222,0.516,Medium (Mitigation)
519958,Morlipura,Vaghodia,22.361659,73.295115,993.0,209.0,17.72,2.52,1,2,0,1,0.342,0.98,0.95,0.625,0.658,0.371,0.56,Medium (Mitigation)
519962,Raval,Vaghodia,22.347207,73.346467,2702.0,575.0,40.64,2.183,1,3,1,1,0.41,0.98,0.95,0.627,0.636,0.163,0.508,Medium (Mitigation)
519963,Sanoli,Vaghodia,22.346867,73.382726,1202.0,250.0,50.42,1.164,1,1,0,1,0.439,0.98,0.95,0.615,0.573,0.652,0.648,Medium (Mitigation)
519961,Nimetha,Vaghodia,22.346736,73.31377,2328.0,458.0,55.28,1.73,1,2,1,1,0.3,0.98,0.95,0.637,0.608,0.371,0.541,Medium (Mitigation)
519960,Jesangpura,Vaghodia,22.337236,73.288132,811.0,162.0,29.84,3.06,1,2,0,1,0.421,0.98,0.932,0.604,0.691,0.419,0.595,Medium (Mitigation)
519978,Chipad,Vaghodia,22.331109,73.336834,944.0,204.0,16.84,1.975,1,2,0,1,0.468,0.98,0.95,0.658,0.623,0.367,0.582,Medium (Mitigation)
519984,Gajadra,Vaghodia,22.320324,73.360103,1685.0,366.0,45.22,1.95,1,2,0,0,0.504,0.98,0.95,0.616,0.122,0.481,0.521,Medium (Mitigation)
519979,Navi Jambuvai,Vaghodia,22.331554,73.307663,491.0,116.0,35.64,2.063,1,2,0,1,0.418,0.98,0.911,0.594,0.629,0.443,0.586,Medium (Mitigation)
519959,Sikandarpura,Vaghodia,22.333964,73.270463,2905.0,653.0,11.6,18.043,1,1,0,1,0.404,0.98,0.949,0.613,0.98,0.496,0.675,High (Relocation Priority)
519982,Shripore Timbi,Vaghodia,22.316,73.300323,670.0,142.0,40.6,1.393,1,2,0,1,0.498,0.98,0.95,0.638,0.587,0.462,0.609,Medium (Mitigation)
519977,Khandha,Vaghodia,22.325434,73.374753,1128.0,223.0,52.3,2.93,1,2,0,1,0.55,0.98,0.95,0.616,0.683,0.509,0.652,High (Relocation Priority)
519976,Nava Ajva,Vaghodia,22.323725,73.395499,869.0,200.0,46.61,1.36,1,2,0,1,0.53,0.98,0.935,0.605,0.585,0.486,0.619,Medium (Mitigation)
519980,Bakrol,Vaghodia,22.323132,73.284063,1017.0,190.0,49.26,1.496,1,2,0,1,0.475,0.98,0.95,0.626,0.594,0.497,0.615,Medium (Mitigation)
520006,Ropa,Vaghodia,22.267676,73.333045,633.0,127.0,30.02,3.659,1,0,0,1,0.548,0.98,0.917,0.596,0.729,0.72,0.72,High (Relocation Priority)
519983,Bhadol Khurd,Vaghodia,22.318998,73.322901,458.0,101.0,22.27,2.091,1,2,0,1,0.414,0.98,0.95,0.637,0.631,0.389,0.577,Medium (Mitigation)
519981,Hanumanpura,Vaghodia,22.315167,73.270079,504.0,121.0,41.47,2.008,1,2,0,1,0.422,0.98,0.917,0.595,0.626,0.466,0.594,Medium (Mitigation)
520000,Alva,Vaghodia,22.308185,73.32646,2066.0,415.0,22.07,3.183,1,2,1,1,0.507,0.98,0.938,0.605,0.699,0.238,0.562,Medium (Mitigation)
520001,Amodar,Vaghodia,22.298566,73.303627,1591.0,348.0,21.43,4.749,1,3,0,0,0.499,0.98,0.95,0.635,0.297,0.236,0.483,Medium (Mitigation)
520007,Limda,Vaghodia,22.283762,73.362083,2608.0,574.0,54.68,2.981,1,3,1,1,0.567,0.98,0.865,0.564,0.686,0.219,0.557,Medium (Mitigation)
519999,Kamlapura,Vaghodia,22.287513,73.334125,433.0,81.0,66.97,1.498,1,2,0,1,0.433,0.98,0.915,0.595,0.594,0.568,0.621,Medium (Mitigation)
519998,Dattapura,Vaghodia,22.290134,73.350391,40.0,10.0,50.0,0.305,0,1,0,0,0.486,0.98,0.914,0.594,0.05,0.65,0.548,Medium (Mitigation)
520003,Pipaliya,Vaghodia,22.286007,73.31567,1320.0,291.0,56.29,2.082,1,3,1,0,0.489,0.98,0.892,0.583,0.13,0.225,0.434,Medium (Mitigation)
520002,Pavlepur,Vaghodia,22.284299,73.289908,1313.0,308.0,38.23,1.966,1,3,0,0,0.49,0.98,0.91,0.594,0.123,0.303,0.459,Medium (Mitigation)
520008,Madheli,Vaghodia,22.265344,73.374207,2057.0,434.0,37.72,2.345,1,3,0,1,0.463,0.98,0.899,0.586,0.647,0.301,0.556,Medium (Mitigation)
520004,Umarva,Vaghodia,22.269155,73.310472,1090.0,265.0,34.95,1.652,1,1,1,0,0.473,0.98,0.941,0.615,0.103,0.44,0.497,Medium (Mitigation)
520005,Mastupura,Vaghodia,22.258596,73.318803,487.0,131.0,62.63,2.064,1,2,0,1,0.534,0.98,0.916,0.596,0.629,0.551,0.646,Medium (Mitigation)
520019,Falod,Vaghodia,22.251891,73.393337,1903.0,422.0,23.7,5.143,1,2,0,1,0.529,0.98,0.95,0.629,0.821,0.395,0.642,Medium (Mitigation)
519927,Alamgir,Vadodara Rural,22.211725,73.197007,0.0,0.0,,,0,0,0,0,0.488,0.02,0.862,0.563,0.148,0.7,0.48,Medium (Mitigation)
519906,Nandesari,Vadodara Rural,22.41435,73.095614,8290.0,1717.0,,,0,0,0,0,0.708,0.02,0.388,0.286,0.148,0.7,0.461,Medium (Mitigation)
519909,Bajwa,Vadodara Rural,22.366252,73.140935,9611.0,1906.0,,,0,0,0,0,0.756,0.02,0.388,0.286,0.148,0.7,0.472,Medium (Mitigation)
519907,Ranoli,Vadodara Rural,22.398552,73.131306,11726.0,2511.0,,,0,0,0,0,0.645,0.02,0.388,0.286,0.148,0.7,0.447,Medium (Mitigation)
519908,Karachiya,Vadodara Rural,22.379471,73.131637,7103.0,1565.0,,,0,0,0,0,0.751,0.02,0.388,0.286,0.148,0.7,0.471,Medium (Mitigation)
519910,Jawaharnagar Gujarat Refinery CT,Vadodara Rural,22.359056,73.132399,3417.0,884.0,,,0,0,0,0,0.438,0.02,0.95,0.639,0.148,0.7,0.483,Medium (Mitigation)
802593,Nandesari INA,Vadodara Rural,22.403717,73.104746,3679.0,833.0,,,0,0,0,0,0.543,0.02,0.904,0.587,0.148,0.7,0.498,Medium (Mitigation)
802595,GSFC Complex INA,Vadodara Rural,22.372328,73.152346,2242.0,574.0,,,0,0,0,0,0.72,0.02,0.388,0.286,0.148,0.7,0.464,Medium (Mitigation)
802594,Petro Chemical Complex INA,Vadodara Rural,22.389119,73.111768,1951.0,603.0,,,0,0,0,0,0.687,0.02,0.388,0.286,0.148,0.7,0.456,Medium (Mitigation)
519911,Undera,Vadodara Rural,22.343372,73.137039,16902.0,3434.0,,,0,0,0,0,0.751,0.02,0.388,0.286,0.148,0.7,0.471,Medium (Mitigation)
519919,Dasharath,Vadodara Rural,22.385983,73.157488,0.0,0.0,,,0,0,0,0,0.668,0.02,0.388,0.286,0.148,0.7,0.452,Medium (Mitigation)
999999,Sayaji Sarovar,Vaghodia,22.380487,73.406611,0.0,0.0,,,0,0,0,0,0.756,0.02,0.388,0.286,0.148,0.7,0.472,Medium (Mitigation)
519923,Gorva OG,Vadodara Rural,22.338225,73.15438,0.0,0.0,,,0,0,0,0,0.738,0.02,0.388,0.286,0.148,0.7,0.468,Medium (Mitigation)
